NTD ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles
0R01-00291,0R01-042,Northwestern Stagelines Inc,,Northwestern Trailway,Active,Rural Reporter,Rural,Private-For-Profit Corporation,0R01,Idaho Transportation Department,Intercity Bus,6/30/2017,10/31/2017,4611 South Ben Franklin Lane,,,Spokane,WA,99224,5648,10,http://www.appleline.us,,62875575,,,,,,,,,,,,,
0R01-00306,0R01-004,Marsing Senior Center,MAR,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2017,10/31/2017,,,481,Marsing,ID,83639,,10,http://www.marsingseniorcenter.com,,73125981,,,,,,,,,1,,1,1,0
0R01-00311,0R01-003,Mountain Rides Transportation Authority,MRTA,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2017,10/31/2017,,,3091,Ketchum,ID,83340,,10,www.mountainrides.org,,20510860,,,,,,,,,27,,27,21,0
0R01-00341,0R01-021,Selkirks-Pend Oreille Transit Authority (SPOT),SPT,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2017,10/31/2017,"31656 Highway 200, Box 8",,,Ponderay,ID,83852,,10,http://www.spotbus.org/,,4286194,,,,,,,,,5,,5,,
0R01-00342,0R01-013,Valley Vista Care Corporation,VVCC,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2017,10/31/2017,820 Elm Street,,,St. Maries,ID,83861,,10,http://www.valleyvista.org,,118004456,,,,,,,,,11,,11,,
0R01-00347,0R01-007,SMART Transit,RPT,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2017,10/31/2017,,,1102,Lewiston,ID,83501,1102,10,http://www.smarttransit.org,,884307661,,,,,,,,,5,,5,,
0R01-00357,0R01-001,TransIV Buses - College of Southern Idaho,TRANS IV,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2017,10/31/2017,496 Madrona,,1238,Twin Falls,ID,83303,1238,10,http://www.csi.edu/support/transiv/tiv_body.html,,82845439,,,,,,,,,10,,10,,
0R01-00373,0R01-012,Treasure Valley Transit,TVT,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2017,10/31/2017,1136 W. Finch Drive,,,Nampa,ID,83651,,10,www.treasurevalleytransit.com,,884972332,,,,,,,,,21,,21,,
0R01-00402,,City of Driggs,DR,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2017,10/31/2017,,,48,Driggs,ID,83422,,10,http://www.driggsidaho.org,,182020578,,,,,,,,,,3,3,,
0R01-00403,,Lemhi Ride,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2017,10/31/2017,206 Courthouse Drive,,,Salmon,ID,83467,,10,http://www.lemhicountyidaho.org,,93122984,,,,,,,,,2,,2,,
0R01-00404,,Shoshone County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2017,10/31/2017,"700 Bank St., Suite 120",,,Wallace,ID,83873,,10,http://www.shoshonecounty.org,,70395058,,,,,,,,,,2,2,,
0R01-80188,8R05-010,Southern Teton Area Rapid Transit,START,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R01,Idaho Transportation Department,Rural General Public Transit,6/30/2017,10/31/2017,55 Karns Meadows Dr,,1687,Jackson,WY,83001,,8,http://www.startbus.com/,,137683533,,,,,,,,,3,,3,,
0R02,0R02,Oregon Department of Transportation ,,,,State Reporter,Rural,,,,,6/30/2017,10/31/2017,,,,,,,,,,,,,,,,,,,,,,,,
0R02-00290,0R02-049,City of Cottage Grove,South Lane Wheels,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,400 Main Street,,,Cottage Grove,OR,97424,,10,http://www.cottagegrove.org,,184939528,,,,,,,,,,10,10,,
0R02-00296,0R02-028,Tillamook County Transportation District,TCTD; The Wave,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,"3600 Third Street, Ste. A",,,Tillamook,OR,97141,,10,http://www.tillamookbus.com,5979,137058033,,,,,,,,,19,,19,4,0
0R02-00300,0R02-027,City of Silverton,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,306 S Water,,,Silverton,OR,97381,,10,http://www.silverton.or.us,,47413323,,,,,,,,,2,,2,,
0R02-00301,0R02-008,South Clackamas Transportation District,SCTD,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,,,517,Molalla,OR,97038,,10,http://www.sctd.org,,966796047,,,,,,,,,,4,4,,
0R02-00307,0R02-006,Coos County Area Transit,CCAT,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,2810 Ocean Blvd,0,0,Coos Bay,OR,97420,0,10,http://www.coostransit.org,,784023546,,,,,,,,,13,,13,,
0R02-00308,0R02-029,Curry County Public Transit Service District,,,Active,Rural Reporter,Rural,Private Provider Reporting on Behalf of a Public Entity,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,"94235 Moore Street, Suite 122",,,Gold Beach,OR,97444,,10,http://www.currypublictransit.org,,137137639,,,,,,,,,12,,12,,
0R02-00310,0R02-020,Lincoln County Transportation Service District,Lincoln County Transit,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,410 NE Harney Street,,,Newport,OR,97365,2898,10,http://co.lincoln.or.us/transit,5910,137826629,,,,,,,,,13,,13,,
0R02-00313,0R02-023,Grant County Transportation District,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,,,126,John Day,OR,97845,126,10,http://www.grantcountypeoplemover.com,,824634380,,,,,,,,,8,,8,,
0R02-00319,0R02-002,Hood River County Transportation District,CAT,Columbia Area Transit,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,,,1147,Hood River,OR,97031,0,10,http://catransit.org,,137820200,,,,,,,,,11,,11,,
0R02-00321,0R02-015,Yamhill County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,535 NE 5th St,,,McMinnville,OR,97128,,10,http://www.yctransitarea.org,,62787684,,,,,,,,,,21,21,,
0R02-00323,0R02-046,Malheur Council on Aging and Community Services,MCOA,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,842 SE 1st Avenue,,,Ontario,OR,97914,,10,http://www.mcoainfo.org,,87461521,,,,,,,,,8,,8,,
0R02-00325,0R02-057,"MTR Western, LLC",NorthWest POINT,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,0R02,Oregon Department of Transportation ,Intercity Bus,6/30/2017,10/31/2017,720 South Forest Street,,,Seattle,WA,98134,,10,http://www.northwest-point.com,,6658878,,,,,,,,,,,,,
0R02-00326,0R02-048,CAC Transportation,Central Oregon Breeze,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,0R02,Oregon Department of Transportation ,Intercity Bus,6/30/2017,10/31/2017,,,8819,Bend,OR,97402,,10,http://www.cobreeze.com,,196255988,,,,,,,,,,,,,
0R02-00330,0R02-025,City of Canby,CAT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,Canby Area Transit,,930,Canby,OR,97013,930,10,http://www.canbyareatransit.org,,786987417,,,,,,,,,,8,8,,
0R02-00331,0R02-026,Sunset Empire Transportation District,SETD,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,900 Marine Drive,,,Astoria,OR,97103,0,10,http://www.ridethebus.org,,68711626,,,,,,,,,19,,19,,
0R02-00339,0R02-001,Basin Transit Service,BTS,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,1130 Adams Street,,,Klamath Falls,OR,97601,,10,www.basintransit.com,,7239569,,,,,,,,,8,,8,,
0R02-00343,0R02-012,Community Connection of Northeast Oregon,CCNO,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,2802 Adams Avenue,,,LaGrande,OR,97850,1147,10,http://www.neotransit.org/,,83649087,,,,,,,,,19,,19,14,12
0R02-00348,0R02-059,"Senior Citizens of Sweet Home, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,880 18th Ave,,,Sweet Home,OR,97386,,10,http://www.linnshuttle.com,,165530130,,,,,,,,,12,,12,,
0R02-00351,0R02-036,Douglas County,UTrans and DouglasRides,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,621 West Madrone Street,1036 SE Douglas Avenue,,Roseburg,OR,97470,9637,10,http://www.umpquatransit.org&www.douglasrides.org,,30778864,,,,,,,,,,24,24,33,0
0R02-00353,0R02-019,Lane Transit District - City of Florence,Rhody Express,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,3500 East 17th Avenue,,,Eugene,OR,97403,,10,http://www.ltd.org,353,60588639,,,,,,,,,2,,2,,
0R02-00359,0R02-010,City of Pendleton,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,500 SW Dorion Ave.,,,Pendleton,OR,97801,,10,http://www.pendleton.or.us,,10745156,,,,,,,,,,4,4,,
0R02-00360,0R02-007,City of Woodburn,WTS,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,270 Montgomery St.,,,Woodburn,OR,97071,,10,http://www.ci.woodburn.or.us,,38032926,,,,,,,,,10,,10,7,7
0R02-00362,0R02-044,TAC Transportation,HighDesert POINT,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,0R02,Oregon Department of Transportation ,Intercity Bus,6/30/2017,10/31/2017,63576 Highway 97,,7881,Bend,OR,97708,,10,www.highdesert-point.com,,8311934,80,"48,000",,,,,,,,,,,
0R02-00363,0R02-039,Clackamas County Social Services,Mt. Hood Express,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,2051 Kaen Rd,,2950,Oregon City,OR,97045,,10,http://www.co.clackamas.or.us,,96992656,,,,,,,,,3,5,8,,
0R02-00374,0R02-030,Harney County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,450 N. Buena Vista,,,Burns,OR,97720,,10,http://www.co.harney.or.us,,84419365,,,,,,,,,,8,8,,
0R02-00375,0R02-018,Columbia County,Columbia County Rider Transportation,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,230 Strand Street,,,St. Helens,OR,97051,,10,http://www.columbiacountyrider.com,,94299625,,,,,,,,,,31,31,,
0R02-00377,0R02-024,City of Lebanon,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,Lebanon Senior Center,80 Tangent Street,,Lebanon,OR,97355,,10,http://www.ci.lebanon.or.us,,830234253,,,,,,,,,4,,4,,
0R02-00389,0R02-017,City of Sandy,SAM,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,16610 Champion Way,,,Sandy,OR,97055,,10,http://www.cityofsandy.com,,37085651,,,,,,,,,,6,6,,
0R02-00395,0R02-047,"The Shuttle, Inc.",,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,0R02,Oregon Department of Transportation ,Intercity Bus,6/30/2017,10/31/2017,722 S. Main Street,,6,MiltonFreewater,OR,97862,,10,http://www.southwest-point.com,,50390058,,,,,,,,,,,,,
0R02-00396,0R02-009,Mid-Columbia Council of Governments,The Link,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Rural General Public Transit,6/30/2017,10/31/2017,1113 Kelly Avenue,,,The Dalles,OR,97058,1,10,http://www.mccog.com,,170133441,,,,,,,,,9,,9,,
0R02-00408,,Wheeler County,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Asset Subrecipient,6/30/2017,10/31/2017,,,111,Spray,OR,97874,,10,,,55844682,,,,,,,,,,,,,
0R02-00409,,Morrow County,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Asset Subrecipient,6/30/2017,10/31/2017,,,495,Heppner,OR,97836,,10,,,10741189,,,,,,,,,,,,,
0R02-00410,,Sherman County,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Asset Subrecipient,6/30/2017,10/31/2017,,,365,Moro,OR,97039,,10,,,55751994,,,,,,,,,,,,,
0R02-00411,,Lake County,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Asset Subrecipient,6/30/2017,10/31/2017,513 Center Streetr,,,Lakeview,OR,97630,,10,,,55735054,,,,,,,,,,,,,
0R02-00412,,"Klamath Basin Senior Citizens Center, Inc.",,,Active,Reduced Asset Reporter,Asset,Area Agency on Aging,0R02,Oregon Department of Transportation ,Asset Subrecipient,6/30/2017,10/31/2017,2045 Arthur Street,,JE,Klamath Falls,OR,97602,,10,,,78848115,,,,,,,,,,,,,
0R02-00413,,Gilliam County,,,Active,Reduced Asset Reporter,Asset,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,Asset Subrecipient,6/30/2017,10/31/2017,,,427,Condon,OR,97823,,10,,,55519813,,,,,,,,,,,,,
0R03,0R03,Washington State Department of Transportation,,,,State Reporter,Rural,,,,,12/31/2017,4/30/2018,,,,,,,,,,,,,,,,,,,,,,,,
0R03-00033,0R03-021,Senior Services of Snohomish County,Senior Services,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2017,4/30/2018,"8225 44th Avenue, West ",Suite O,,Mukilteo,WA,98275,2851,10,http://www.sssc.org/,,85192730,,,,,,,,,10,,10,,
0R03-00280,0R03-052,Central Washington Airporter,CWA,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,0R03,Washington State Department of Transportation,Intercity Bus,12/31/2017,4/30/2018,1416 Whitehorn Street,,,Ferndale,WA,98248,8923,10,http://www.gold-line.us,,142562342,,,,,,,,,,,,,
0R03-00282,0R03-010,Garfield County Transportation Program,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2017,4/30/2018,,,23,Pomeroy,WA,99347,23,10,http://www.garfield-county.com/human-services/senior-transportation.aspx,,117757174,248,"409,271",,,,,,,3,,3,,
0R03-00285,0R03-039,Thurston Regional Planning Council,TRPC,,Active,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2017,4/30/2018,2424 Heritage Court SW #A,,,Olympia,WA,98502,6031,10,http://www.trpc.org,,49400414,,,,,,,,,4,,4,,
0R03-00286,0R03-032,Rural Resources Community Action,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2017,4/30/2018,9956 S Main Street,Suite A,,Colville,WA,99114,2533,10,http://www.ruralresources.org,,21321591,,,,,,,,,8,,8,21,23
0R03-00287,0R03-029,People for People Moses Lake,PFP,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2017,4/30/2018,843 Kittelson Road,,,Moses Lake,WA,98837,,10,http://www.pfp.org,,144406667,,,,,,,,,30,,30,,
0R03-00289,0R03-028,"Olympic Bus Lines, Inc.",,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,0R03,Washington State Department of Transportation,Intercity Bus,12/31/2017,4/30/2018,111 E. Front Street,,,Port Angeles,WA,98362,2906,10,http://www.dungenessline.us,,80818901,,,,,,,,,,,,,
0R03-00291,0R01-042,Northwestern Stagelines Inc,,Northwestern Trailway,Active,Rural Reporter,Rural,Private-For-Profit Corporation,0R03,Washington State Department of Transportation,Intercity Bus,12/31/2017,4/30/2018,4611 South Ben Franklin Lane,,,Spokane,WA,99224,5648,10,http://www.appleline.us,,62875575,,,,,,,,,,,,,
0R03-00294,0R03-020,Pullman Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2017,4/30/2018,775 NW Guy Street,,,Pullman,WA,99163,3001,10,http://www.pullmantransit.com,,97252167,,,,,,,,,19,,19,,
0R03-00297,0R03-008,People for People Yakima,PFP,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2017,4/30/2018,302 W Lincoln Ave,,,Yakima,WA,98902,2656,10,http://www.pfp.org,,144406667,,,,,,,,,14,,14,,
0R03-00298,0R03-013,Island Transit,,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2017,4/30/2018,19758 SR 20,,,Coupeville,WA,98239,1735,10,http://www.islandtransit.com,,613011196,,,,,,,,,94,,94,,
0R03-00299,0R03-015,Klickitat County Senior Services,MATS,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2017,4/30/2018,"115 W. Court Street, MS-CH-21",,,Goldendale,WA,98620,,10,www.klickitatcounty.org/senior,,53608196,,,,,,,,,13,,13,11,12
0R03-00303,0R03-009,Clallam Transit System,CTS,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2017,4/30/2018,830 West Lauridsen Boulevard,,,Port Angeles,WA,98363,2300,10,http://www.clallamtransit.com,,118944578,,,,,,,,,61,,61,,
0R03-00309,0R03-011,Grant County Transportation Authority,GTA,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2017,4/30/2018,8392 Westover Blvd NE,,,Moses Lake,WA,98837,,10,http://www.gta-ride.com,,158221122,,,,,,,,,32,7,39,,
0R03-00312,0R03-046,Hopesource,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R03,Washington State Department of Transportation,Rural General Public Transit,12/31/2017,4/30/2018,700 E. Mountainview Ave,Suite 501,,Ellensburg,WA,98926,4802,10,http://www.hopesource.us,,938167934,,,,,,,,,10,,10,,
