5 digit NTDID,4 digit NTDID,Reporter Name,Reporter Acronym,Reporter Status,Reporter Type,Organization Type,Fy End Date,Original Due Date,Address Line 1,Address Line 2,City,State,Zip Code,Zip Code Ext,Po Box,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Mi,Service Area Pop,Primary UZA,UZA Name,Population,Density,Sq Miles,Required Reporter,VOMS DO,VOMS PT,VOMS
10114,1114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,ShuttleBus,Active,Small Systems Reporter,Independent Public Agency or Authority of Transit Service,9/30/2014,1/31/2015,13 Pomerleau Street,,Biddeford,ME,04005,,,1,http://www.shuttlebus-zoom.com/,7126,166438317,100,"67,302",177,"Portland, ME","203,914","1,500",136,Y,9,,9
10115,1115,Northern New England Passenger Rail Authority,NNEPRA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,75 West Commercial Street,Suite 104,Portland,ME,04101,,,1,http://www.amtrakdowneaster.com/,5691,876964227,"3,706","1,431,087",177,"Portland, ME","203,914","1,500",136,Y,,20,20
10117,1117,Plymouth & Brockton Street Railway Company,pbsr,Active,Full Reporter: Operating,Private-For-Profit Corporation,12/31/2014,4/30/2015,8 Industrial Park Road,,Plymouth,MA,02360,,,1,http://www.p-b.com/,,826840824,"1,057","718,439",10,"Boston, MA-NH-RI","4,181,019","2,232","1,873",Y,18,,18
10118,1118,MetroWest Regional Transit Authority,MWRTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,37 Waverley Street,,Framingham,MA,01702,,,1,http://www.mwrta.com/,6781,808401306,214,"231,198",10,"Boston, MA-NH-RI","4,181,019","2,232","1,873",Y,,82,82
10119,1119,University Of New Hampshire - University Transportation Services,UNH UTS,Active,Full Reporter: Operating,University,6/30/2014,1/31/2015,295 Mast Road,Visitor Information Center,Durham,NH,03824,4728,,1,http://www.unh.edu/transportation/,6168,111089470,68,"111,590",331,"Dover-Rochester, NH-ME","88,087","1,326",66,Y,25,,25
10121,1121,Androscoggin Valley Council of Governments,AVCOG,Active,Planning Reporter,"MPO, COG or Other Planning Agency",9/30/2014,1/31/2015,125 Manley Road,,Auburn,ME,04210,,,1,http://www.AVCOG.org/,,086876661,,,446,"Lewiston, ME","59,397","1,678",35,N,,,
10122,1122,"Jalbert Leasing, Inc. dba C&J",,Active,Small Systems Reporter,Private-For-Profit Corporation,12/31/2014,4/30/2015,185 Grafton Drive,,Portsmouth,NH,03801,,,1,http://www.ridecj.com/,,782488548,"2,449","536,001",329,"Portsmouth, NH-ME","88,200",952,93,N,26,,26
10123,1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,CART,Active,Small Systems Reporter,Independent Public Agency or Authority of Transit Service,9/30/2014,1/31/2015,50 Nashua Road,Suite 102,Londonderry,NH,03053,,,1,http://www.cart-rides.org/,6799,809736197,172,"112,897",10,"Boston, MA-NH-RI","4,181,019","2,232","1,873",Y,,9,9
10125,1125,Berkshire Regional Transit Authority Council on Aging,BRTA,Active,Small Systems Reporter,Consolidated Reporter,6/30/2014,1/31/2015,1 Columbus Avenue,Suite 201,Pittsfield,MA,01201,,,1,http://www.berkshirerta.com/,1378,879333219,384,"127,500",448,"Pittsfield, MA","59,124","1,765",34,N,,8,8
10126,1126,Worcester Regional Transit Authority COA,WRTA COA,Active,Full Reporter: Operating,Consolidated Reporter,6/30/2014,1/31/2015,60 Foster Street,,Worcester,MA,01608,,,1,http://www.therta.com/,1380,092196856,231,"169,643",81,"Worcester, MA-CT","486,514","1,600",304,Y,,16,16
10127,1127,City of Stamford,,Active,Building Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,888 Washington Boulevard,,Stamford,CT,06904,2152,10152,1,http://stamfordct.gov/,1751,072121601,,,48,"Bridgeport-Stamford, CT-NY","923,311","1,981",466,N,,,
10128,1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,,Active,Full Reporter: Operating,"Subsidiary Unit of a Transit Agency, Reporting Separately",6/30/2014,1/31/2015,1717 Thomaston Avenue,,Waterbury,CT,06704,,4670,1,http://www.northeastbus.com/,,018857680,90,"194,535",185,"Waterbury, CT","194,535","2,155",90,Y,,68,68
10130,1130,Connecticut Department of Transportation -CTTRANSIT New Britain ,,Active,Full Reporter: Operating,"Subsidiary Unit of a Transit Agency, Reporting Separately",6/30/2014,1/31/2015,257 Woodlawn Road,,Berlin,CT,06037,,,1,http://www.nbtrans.com/,,018730705,81,"203,562",47,"Hartford, CT","924,859","1,792",516,N,,11,11
10132,1132,State of Connecticut - CTTransit - Nason - Torrington-Winsted,Nason Partners,Active,Small Systems Reporter,Private-For-Profit Corporation,6/30/2014,1/31/2015,"Nason Partners, LLC, dba Kelley Transit Company",,Torrington,CT,06790,,237,1,http://www.kelleytransit.com/,,602749108,74,"47,692",47,"Hartford, CT","924,859","1,792",516,Y,,4,4
10133,1133,"Boston Express Bus, Inc.",BX,Active,Small Systems Reporter,Private-For-Profit Corporation,12/31/2014,4/30/2015,7 Langdon St.,,Concord,NH,03301,,,1,http://www.bostonexpressbus.com/,1385,012410029,502,"460,516",10,"Boston, MA-NH-RI","4,181,019","2,232","1,873",N,22,,22
11154,1135,"Flight Line, Inc.",,Active,Full Reporter: Operating,Private-For-Profit Corporation,12/31/2014,4/30/2015,51A Pelham Rd,,Salem,NH,03079,,,1,,,,517,"290,127",209,"Manchester, NH","158,377","1,838",86,,4,,4
20002,2002,Capital District Transportation Authority,CDTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,3/31/2014,1/31/2015,110 Watervliet Avenue,,Albany,NY,12206,,,2,http://www.cdta.org/,1776,020672119,"2,195","837,967",67,"Albany-Schenectady, NY","594,962","2,012",296,Y,198,42,240
20003,2003,Broome County Department of Public Transportation,Broome County,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,413 Old Mill Road,,Vestal,NY,13850,,,2,http://www.gobroomecounty.com/transit/,1774,071602791,712,"200,600",210,"Binghamton, NY-PA","158,084","2,132",74,Y,45,10,55
20004,2004,Niagara Frontier Transportation Authority,NFT Metro,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,3/31/2014,1/31/2015,181 Ellicott Street,,Buffalo,NY,14203,,,2,http://www.nfta.com/,1792,056615677,"1,575","1,182,165",46,"Buffalo, NY","935,906","2,463",380,Y,361,,361
20005,2005,C-TRAN,C TRAN,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,1201 Clemens Center Parkway,,Elmira,NY,14901,,,2,http://ridectran.com/en/,1924,079685707,408,"95,195",407,"Elmira, NY","67,983","1,799",38,Y,,23,23
20006,2006,City of Long Beach,Long Beach Bus,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,One West Chester Street,,Long Beach,NY,11561,,,2,http://www.longbeachny.org/,1783,065968174,13,"35,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,8,,8
20008,2008,MTA New York City Transit,NYCT,Active,Full Reporter: Operating,"Subsidiary Unit of a Transit Agency, Reporting Separately",12/31/2014,4/30/2015,2 Broadway,,New York,NY,10004,,,2,http://www.mta.info/,1786,009702853,321,"8,491,079",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,"9,057","1,748","10,805"
20009,2009,City of Poughkeepsie,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,62 Civic Center Plaza,,Poughkeepsie,NY,12601,,,2,http://www.cityofpoughkeepsie.com/,2062,020659363,5,"28,844",89,"Poughkeepsie-Newburgh, NY-NJ","423,566","1,295",327,Y,6,,6
20010,2010,Dutchess County Division of Mass Transportation,Loop Bus,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,14 Commerce Street,,Poughkeepsie,NY,12603,,,2,http://www.co.dutchess.ny.us/CountyGov/Departments/MassTransit/PLLoopSchedules.htm/,1784,198718827,"1,067","351,997",89,"Poughkeepsie-Newburgh, NY-NJ","423,566","1,295",327,Y,44,,44
20018,2018,"CNY Centro, Inc. ",CNY Centro ,Active,Full Reporter: Operating,"Subsidiary Unit of a Transit Agency, Reporting Separately",3/31/2014,1/31/2015,200 Cortland Ave. ,,Syracuse,NY,13205,0820,820,2,http://www.centro.org/,1778,070850912,248,"467,025",90,"Syracuse, NY","412,317","2,115",195,Y,139,24,163
20071,2071,Huntington Area Rapid Transit,HART,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,144 East Second Street,,Huntington Station,NY,11746,1431,,2,http://www.huntingtonny.gov/hart/,1800,068043256,93,"203,447",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,22,,22
20072,2072,Suffolk County Department of Public Works - Transportation Division,ST,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,Rudolph M. Kammerer Building,335 Yaphank Avenue,Yaphank,NY,11980,9744,,2,http://www.sct-bus.org/,1799,137672791,912,"1,502,968",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,,285,285
20075,2075,Port Authority Transit Corporation,PATCO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,Carlton Avenue,,Lindenwold,NJ,08021,,4262,2,http://www.ridepatco.org/,1413,048049787,16,"159,726",5,"Philadelphia, PA-NJ-DE-MD","5,441,567","2,746","1,981",Y,84,,84
20076,2076,Westchester County Bee-Line System,The Bee-Line System,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,100 East First Street,9th Floor,Mount Vernon,NY,10550,,,2,http://www.westchestergov.com/,1803,136007353,450,"949,113",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,,343,343
20078,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",MTA-MNCR,Active,Full Reporter: Operating,"Subsidiary Unit of a Transit Agency, Reporting Separately",12/31/2014,4/30/2015,420 Lexington Avenue,2nd Floor,New York,NY,10170,,,2,http://www.mnr.org/,,101126142,527,"6,503,894",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,"1,173",11,"1,184"
20080,2080,New Jersey Transit Corporation,NJ TRANSIT,Active,Full Reporter: Operating,Other Publicly-Owned or Privately Chartered Corporation,6/30/2014,1/31/2015,"One Penn Plaza, East",,Newark,NJ,07105,2246,,2,http://www.njtransit.com/,1414,038485140,"3,450","18,351,295",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,"3,176",813,"3,989"
20082,2082,New York City Department of Transportation,NYCDOT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,55 Water Street,6th Floor,New York,NY,10041,,,2,http://www.nyc.gov/html/dot/html/home/home.shtml/,1788,780731170,372,"8,468,015",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,4,25,29
20084,2084,Transport of Rockland,TOR,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,Robert L. Yeager Health Center,Building T,Pomona,NY,10970,,,2,http://www.co.rockland.ny.us/,1798,075437848,176,"323,866",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,19,52,71
20085,2085,Clarkstown Mini-Trans,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,16 Seeger Drive,,Nanuet,NY,10954,2323,,2,http://town.clarkstown.ny.us/,,081903593,179,"300,173",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,11,,11
20089,2089,Village of Spring Valley Bus,Spring Valley Jitney,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",5/31/2014,1/31/2015,200 North Main Street,,Spring Valley,NY,10977,,,2,http://www.Villagespringvalley.org/,,072698293,2,"40,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,1,,1
20096,2096,Putnam County Transit,PART,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,Putnam County Planning Department,841 Fair Street,Carmel,NY,10512,,,2,http://www.putnamcountyny.com/,1795,072709553,120,"70,291",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,,14,14
20098,2098,Port Authority Trans-Hudson Corporation,PATH,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,One Path Plaza,10th Floor,Jersey City,NJ,07306,,,2,http://www.panynj.gov/,1925,001794205,"3,450","18,351,295",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,299,5,304
20099,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",SIRTOA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,60 Bay Street,5th floor,Staten Island,NY,10301,,,2,http://www.mta.info/,,132682825,59,"473,279",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,44,,44
20100,2100,MTA Long Island Rail Road,MTA LIRR,Active,Full Reporter: Operating,"Subsidiary Unit of a Transit Agency, Reporting Separately",12/31/2014,4/30/2015,Jamaica Station,,Jamaica,NY,11435,,,2,http://www.mta.nyc.ny.us/lirr/,1786,940022999,"2,967","11,352,004",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,"1,014",,"1,014"
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",R-GRTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,3/31/2014,1/31/2015,1372 East Main Street,,Rochester,NY,14609,6912,90629,2,http://www.rgrta.com/,1797,073669749,293,"694,394",60,"Rochester, NY","720,572","2,221",324,Y,261,,261
20116,2116,"Centro of Cayuga, Inc.",Centro of Cayuga,Active,Full Reporter: Operating,"Subsidiary Unit of a Transit Agency, Reporting Separately",3/31/2014,1/31/2015,200 Cortland Avenue,,Syracuse,NY,13205,0820,820,2,http://www.centro.org/,1778,070850912,74,"57,608",90,"Syracuse, NY","412,317","2,115",195,Y,11,,11
20120,2120,Greater Glens Falls Transit System,GGFT,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,495 Queensbury Avenue,,Queensbury,NY,12804,,,2,http://www.cityofglensfalls.com/,1781,195047758,57,"61,090",419,"Glens Falls, NY","65,443","1,575",42,Y,6,,6
20122,2122,"Academy Lines, Inc.",,Active,Full Reporter: Operating,Private-For-Profit Corporation,12/31/2014,4/30/2015,"Francis A. Tedesco, President",111 Paterson Avenue,Hoboken,NJ,07030,,,2,http://www.academybus.com/,,096863055,"2,898","5,443,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,225,,225
20126,2126,"Hudson Transit Lines, Inc.",Short Line,Active,Full Reporter: Operating,Private-For-Profit Corporation,12/31/2014,4/30/2015,4 Leisure Lane,,Mahwah,NJ,07430,,,2,http://www.shortlinebus.com/,,011415296,"2,898","5,443,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,161,,161
20128,2128,Suburban Transit Corporation,Coach USA,Active,Full Reporter: Operating,Private-For-Profit Corporation,12/31/2014,4/30/2015,750 Somerset Street,,New Brunswick,NJ,08901,,,2,http://www.suburbantransit.com/,,050444363,"2,898","5,443,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,110,,110
20132,2132,New Jersey Transit Corporation-45,NJTC-45,Active,Full Reporter: Operating,Other,12/31/2014,4/30/2015,1 Penn Plaza East,,Newark,NJ,07105,2246,,2,http://www.njtransit.com/,,,"2,898","5,443,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,50,,50
20135,2135,Monsey New Square Trails Corporation,,Active,Full Reporter: Operating,Private-For-Profit Corporation,12/31/2014,4/30/2015,Eight Washington Avenue,,Spring Valley,NY,10977,,,2,http://www.monseybus.com/,,172963852,176,"286,573",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,32,,32
20137,2137,Monroe Bus Corporation,,Active,Full Reporter: Operating,Private-For-Profit Corporation,12/31/2014,4/30/2015,60 Nostrand Avenue,,Brooklyn,NY,11205,,,2,,,,265,"351,982",89,"Poughkeepsie-Newburgh, NY-NJ","423,566","1,295",327,N,12,,12
20143,2143,Town of Newburgh,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,311 Route 32,,Newburgh,NY,12550,,,2,http://www.townofnewburgh.org/,,966928053,49,"28,500",89,"Poughkeepsie-Newburgh, NY-NJ","423,566","1,295",327,Y,2,,2
20145,2145,Tompkins Consolidated Area Transit,TCAT,Active,Full Reporter: Operating,Private-Non-Profit Corporation,12/31/2014,4/30/2015,737 Willow Avenue,,Ithaca,NY,14850,,,2,http://www.tcatbus.com/,5475,835298746,476,"103,617",473,"Ithaca, NY","53,661","2,183",25,Y,43,25,68
20148,2148,Newburgh Beacon Bus Corporation,NBBC,Active,Small Systems Reporter,Private Provider Reporting on Behalf of a Public Entity,12/31/2014,4/30/2015,24 Windsor Highway,,New Windsor,NY,12550,,2628,2,http://www.leprechaunlines.com/,,012932000,132,"225,000",89,"Poughkeepsie-Newburgh, NY-NJ","423,566","1,295",327,Y,7,,7
20149,2149,"Rockland Coaches, Inc.",,Active,Full Reporter: Operating,Private-For-Profit Corporation,12/31/2014,4/30/2015,180 Old Hook Road,,Westwood,NJ,07675,3124,,2,http://www.redandtanlines.com/,,884341673,"2,898","5,443,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,84,,84
20158,2158,Tioga County,Tioga County Transit,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015, 1062 State Route 38,,Owego,NY,13827,,240,2,http://www.ridetioga.com/,,962689142,65,"52,337",210,"Binghamton, NY-PA","158,084","2,132",74,Y,,14,14
20160,2160,"Community Transit, Inc. ",Community Transit,Active,Full Reporter: Operating,Private-For-Profit Corporation,12/31/2014,4/30/2015,160 South route 17 North,,Paramus,NJ,07652,,,2,http://www.coachusa.com/,,049858749,"2,898","5,443,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,23,,23
20161,2161,DeCamp Bus Lines,,Active,Full Reporter: Operating,Private-For-Profit Corporation,12/31/2014,4/30/2015,101 Greenwood Avenue,,Montclair,NJ,07042,,,2,http://www.decamp.com/,,008911828,"2,898","5,443",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,57,,57
