NTDID,Agency,Abbr,Active,Agency Type,Organization Type,Organization Type Desc,Institutional Structure Desc,Fiscal Year End,NTD Report Due Date,Address,Address Line 2,City,State,Zip,Zip4,P.O. Box,Region,Website,FTA Recipient ID,DUNS Number,Service Area (SQ Mi),Service Area Population,UZA,UZA Name,UZA Population,UZA Density,UZA SQ Mi,SSW,Required to Report,Operates FG/HI MB/DO,Operates FG/HI MB/PT,Operates FG/HI CB/DO,Operates FG/HI CB/PT,Directly Operated Vehicles,Purchased Transportation Vehicles,Total Vehicles of Maximum Service
1114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,ShuttleBus,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,13 Pomerleau Street,,Biddeford,ME,4005,,,1,www.shuttlebus-zoom.com,7126,166438317,100,"67,302",177,"Portland, ME","203,914","1,500",136,Y,Y,N,N,N,N,9,0,9
1115,Northern New England Passenger Rail Authority,NNEPRA,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,75 West Commercial Street,Suite 104,Portland,ME,4101,,,1,www.amtrakdowneaster.com,5691,876964227,"3,706","1,431,087",177,"Portland, ME","203,914","1,500",136,N,Y,,N,N,N,0,20,20
1117,Plymouth & Brockton Street Railway Company,pbsr,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,8 Industrial Park Road,,Plymouth,MA,2360,,,1,www.p-b.com,,826840824,"1,057","718,439",10,"Boston, MA-NH-RI","4,181,019","2,232","1,873",N,Y,,N,N,N,18,0,18
1118,MetroWest Regional Transit Authority,MWRTA,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,37 Waverley Street,,Framingham,MA,1702,,,1,www.mwrta.com,6781,808401306,214,"231,198",10,"Boston, MA-NH-RI","4,181,019","2,232","1,873",N,Y,,N,N,N,0,74,74
1119,University Of New Hampshire - University Transportation Services,UNH UTS,A,5. University,University,,,6/30/2013,10/29/2013,295 Mast Road,Visitor Information Center,Durham,NH,3824,4728,,1,www.unh.edu/transportation,6168,111089470,68,"111,590",329,"Portsmouth, NH-ME","88,200",952,93,N,Y,N,N,N,N,25,0,25
1121,Androscoggin Valley Council of Governments,AVCOG,A,"7. MPO, COG or other planning agency (Describe)",MPO,,,9/30/2013,1/31/2014,125 Manley Road,,Auburn,ME,4210,,,1,www.AVCOG.org,,86876661,,,446,"Lewiston, ME","59,397","1,678",35,N,N,N,N,,,,,
1122,"Jalbert Leasing, Inc. dba C&J",,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,185 Grafton Drive,,Portsmouth,NH,3801,,,1,www.ridecj.com,,782488548,"2,449","536,001",329,"Portsmouth, NH-ME","88,200",952,93,Y,N,,N,N,N,23,0,23
1123,Greater Derry Salem Cooperative Alliance for Regional Transportation,CART,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,50 Nashua Road,Suite 102,Londonderry,NH,3053,,,1,www.cart-rides.org,6799,809736197,172,"112,897",10,"Boston, MA-NH-RI","4,181,019","2,232","1,873",Y,Y,,N,N,N,0,5,5
1125,Berkshire Regional Transit Authority Council on Aging,BRTA,A,12. Consolidated reporter,Consolidated,,,6/30/2013,10/29/2013,1 Columbus Avenue,Suite 201,Pittsfield,MA,1201,,,1,www.berkshirerta.com,1378,879333219,384,"127,500",448,"Pittsfield, MA","59,124","1,765",34,Y,N,,N,N,N,0,18,18
1126,Worcester Regional Transit Authority COA,WRTA COA,A,12. Consolidated reporter,Consolidated,,,6/30/2013,10/29/2013,60 Foster Street,,Worcester,MA,1608,,,1,www.therta.com/,1380,92196856,231,"169,643",81,"Worcester, MA-CT","486,514","1,600",304,N,Y,,N,N,N,0,15,15
1127,City of Stamford,,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,888 Washington Boulevard,,Stamford,CT,6904,2152,10152,1,stamfordct.gov,1751,72121601,,,48,"Bridgeport-Stamford, CT-NY","923,311","1,981",466,N,N,N,N,N,N,,0,
1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,,A,"2. Subsidiary unit of a transit agency, reporting separately",Subsidiary,,,6/30/2013,10/29/2013,1717 Thomaston Avenue,,Waterbury,CT,6704,,4670,1,www.northeastbus.com,,18857680,90,"194,535",185,"Waterbury, CT","194,535","2,155",90,N,Y,,N,N,N,0,68,68
1129,Massachusetts Department of Transportation,MassDOT,A,4. State government unit or department of,State Government,,,6/30/2013,10/29/2013,10 Park Plaza,,Boston,MA,2116,,,1,www.mass.gov/massdot,1349,824848659,,,10,"Boston, MA-NH-RI","4,181,019","2,232","1,873",N,N,N,N,N,N,,,
1130,Connecticut Department of Transportation -CTTRANSIT New Britain ,,A,"2. Subsidiary unit of a transit agency, reporting separately",Subsidiary,,,6/30/2013,10/29/2013,257 Woodlawn Road,,Berlin,CT,6037,,,1,www.nbtrans.com,,18730705,81,"203,562",47,"Hartford, CT","924,859","1,792",516,N,N,,N,N,N,0,11,11
1132,State of Connecticut - CTTransit - Nason - Torrington-Winsted,Nason Partners,A,9. Private-for-profit corporation,For-Profit,,,6/30/2013,10/29/2013,"Nason Partners, LLC, dba Kelley Transit Company",,Torrington,CT,6790,,237,1,www.kelleytransit.com,,602749108,74,"47,692",47,"Hartford, CT","924,859","1,792",516,Y,Y,,N,N,N,0,4,4
1133,"Boston Express Bus, Inc.",BX,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,7 Langdon St.,,Concord,NH,3301,,,1,www.bostonexpressbus.com,1385,12410029,502,"460,516",10,"Boston, MA-NH-RI","4,181,019","2,232","1,873",Y,N,,N,N,N,22,0,22
1134,Penquis Community Action Program,Penquis C.A.P.,I,10. Private-non-profit corporation,Non-Profit,,,9/30/2013,1/31/2014,262 Harlow St.,,Bangor,ME,4401,1162,1162,1,www.penquis.org,,73992687,34,"33,037",441,"Bangor, ME","61,210","1,440",43,Y,Y,,N,N,N,,,
2002,Capital District Transportation Authority,CDTA,A,1. Independent public agency or authority for transit service,Authority,,,3/31/2013,10/29/2013,110 Watervliet Avenue,,Albany,NY,12206,,,2,www.cdta.org,1776,20672119,"3,461","618,360",67,"Albany-Schenectady, NY","594,962","2,012",296,N,Y,N,N,N,N,212,40,252
2003,Broome County Department of Public Transportation,Broome County,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,413 Old Mill Road,,Vestal,NY,13850,,,2,www.gobroomecounty.com/transit/,1774,71602791,712,"165,000",210,"Binghamton, NY-PA","158,084","2,132",74,N,Y,N,N,N,N,45,10,55
2004,Niagara Frontier Transportation Authority,NFT Metro,A,1. Independent public agency or authority for transit service,Authority,,,3/31/2013,10/29/2013,181 Ellicott Street,,Buffalo,NY,14203,,,2,www.nfta.com,1792,56615677,"1,575","1,182,165",46,"Buffalo, NY","935,906","2,463",380,N,Y,N,N,N,N,357,0,357
2005,C-TRAN,C TRAN,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,1201 Clemens Center Parkway,,Elmira,NY,14901,,,2,http://ridectran.com/en/,1924,79685707,408,"95,195",407,"Elmira, NY","67,983","1,799",38,Y,Y,,N,N,N,0,22,22
2006,City of Long Beach,Long Beach Bus,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,One West Chester Street,,Long Beach,NY,11561,,,2,www.longbeachny.org,1783,65968174,13,"35,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,N,N,N,N,8,0,8
2008,MTA New York City Transit,NYCT,A,"2. Subsidiary unit of a transit agency, reporting separately",Subsidiary,,,12/31/2013,4/29/2014,2 Broadway,,New York,NY,10004,,,2,www.mta.info,1786,9702853,321,"8,008,278",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,Y,N,Y,N,"9,053","1,607","10,660"
2009,City of Poughkeepsie,,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,62 Civic Center Plaza,,Poughkeepsie,NY,12601,,,2,www.cityofpoughkeepsie.com,2062,20659363,5,"28,844",89,"Poughkeepsie-Newburgh, NY-NJ","423,566","1,295",327,N,Y,N,N,N,N,6,0,6
2010,Dutchess County Division of Mass Transportation,Loop Bus,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,14 Commerce Street,,Poughkeepsie,NY,12603,,,2,www.co.dutchess.ny.us/CountyGov/Departments/MassTransit/PLLoopSchedules.htm,1784,198718827,"1,067","351,997",89,"Poughkeepsie-Newburgh, NY-NJ","423,566","1,295",327,N,Y,N,N,N,N,44,0,44
2018,"CNY Centro, Inc. ",CNY Centro ,A,"2. Subsidiary unit of a transit agency, reporting separately",Subsidiary,,,3/31/2013,10/29/2013,200 Cortland Ave. ,,Syracuse,NY,13205,820,820,2,www.centro.org,1778,70850912,248,"467,025",90,"Syracuse, NY","412,317","2,115",195,N,Y,N,N,N,N,141,23,164
2071,Huntington Area Rapid Transit,HART,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,144 East Second Street,,Huntington Station,NY,11746,1431,,2,www.huntingtonny.gov/hart,1800,68043256,93,"203,055",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,N,N,N,N,20,0,20
2072,Suffolk County Department of Public Works - Transportation Division,ST,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,Rudolph M. Kammerer Building,335 Yaphank Avenue,Yaphank,NY,11980,9744,,2,www.sct-bus.org,1799,137672791,911,"1,493,350",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,,Y,N,N,0,255,255
2075,Port Authority Transit Corporation,PATCO,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,Carlton Avenue,,Lindenwold,NJ,8021,,4262,2,www.ridepatco.org,1413,48049787,16,"159,726",5,"Philadelphia, PA-NJ-DE-MD","5,441,567","2,746","1,981",N,Y,,N,N,N,84,0,84
2076,Westchester County Bee-Line System,The Bee-Line System,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,100 East First Street,9th Floor,Mount Vernon,NY,10550,,,2,www.westchestergov.com,1803,136007353,450,"949,113",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,,N,N,N,0,338,338
2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",MTA-MNCR,A,"2. Subsidiary unit of a transit agency, reporting separately",Subsidiary,,,12/31/2013,4/29/2014,347 Madison Avenue,,New York,NY,10017,,,2,www.mnr.org,,101126142,527,"6,503,894",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,,N,N,N,"1,230",11,"1,241"
2080,New Jersey Transit Corporation,NJ TRANSIT,A,8. Other publicly-owned or publicly-chartered corporation,Semi-Public Corp,,,6/30/2013,10/29/2013,"One Penn Plaza, East",,Newark,NJ,7105,2246,,2,www.njtransit.com,1414,38485140,"3,450","18,351,295",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,Y,N,N,N,"2,997",797,"3,794"
2082,New York City Department of Transportation,NYCDOT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,55 Water Street,6th Floor,New York,NY,10041,,,2,http://www.nyc.gov/html/dot/html/home/home.shtml,1788,780731170,372,"8,468,015",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,,N,N,N,4,24,28
2084,Transport of Rockland,TOR,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,Robert L. Yeager Health Center,Building T,Pomona,NY,10970,,,2,www.co.rockland.ny.us,1798,75437848,176,"300,173",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,,N,N,N,0,52,52
2085,Clarkstown Mini-Trans,,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,16 Seeger Drive,,Nanuet,NY,10954,2323,,2,town.clarkstown.ny.us,,81903593,179,"300,173",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,Y,N,N,N,N,10,0,10
2086,Transportation Resources Intra-County for Physically Handicapped and Senior Citizens,TRIPS,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,Trips-Yeager Health Center,"Building T, Sanatorium Road",Pomona,NY,10970,,,2,www.co.rockland.ny.us,1798,75437848,176,"300,173",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,Y,,N,N,N,19,0,19
2089,Village of Spring Valley Bus,Spring Valley Jitney,A,"3. City, County or Local government unit or department of",City,,,5/31/2013,10/29/2013,200 North Main Street,,Spring Valley,NY,10977,,,2,www.Villagespringvalley.org,,72698293,2,"40,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",Y,N,N,N,N,N,1,0,1
2096,Putnam County Transit,PART,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,Putnam County Planning Department,841 Fair Street,Carmel,NY,10512,,,2,www.putnamcountyny.com,1795,72709553,120,"70,291",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,,N,N,N,0,16,16
2098,Port Authority Trans-Hudson Corporation,PATH,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,One Path Plaza,,Jersey City,NJ,7306,,,2,www.panynj.gov,1925,1794205,"3,450","18,351,295",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,,N,N,N,280,5,285
2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",SIRTOA,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,60 Bay Street,5th floor,Staten Island,NY,10301,,,2,www.mta.info,,132682825,59,"491,730",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,N,,N,N,N,44,0,44
2100,MTA Long Island Rail Road,MTA LIRR,A,"2. Subsidiary unit of a transit agency, reporting separately",Subsidiary,,,12/31/2013,4/29/2014,Jamaica Station,,Jamaica,NY,11435,,,2,www.mta.nyc.ny.us/lirr/,1786,940022999,"2,967","11,257,721",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,,N,N,N,"1,011",0,"1,011"
2113,"Regional Transit Service, Inc. and Lift Line, Inc.",R-GRTA,A,1. Independent public agency or authority for transit service,Authority,,,3/31/2013,10/29/2013,1372 East Main Street,,Rochester,NY,14609,6912,90629,2,www.rgrta.com,1797,73669749,293,"694,394",60,"Rochester, NY","720,572","2,221",324,N,Y,N,N,N,N,252,0,252
2116,"Centro of Cayuga, Inc.",Centro of Cayuga,A,"2. Subsidiary unit of a transit agency, reporting separately",Subsidiary,,,3/31/2013,10/29/2013,200 Cortland Avenue,,Syracuse,NY,13205,820,820,2,www.centro.org,1778,70850912,74,"57,608",90,"Syracuse, NY","412,317","2,115",195,N,Y,N,N,N,N,11,0,11
2120,Greater Glens Falls Transit System,GGFT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,495 Queensbury Avenue,,Queensbury,NY,12804,,,2,www.cityofglensfalls.com,1781,195047758,57,"61,090",419,"Glens Falls, NY","65,443","1,575",42,Y,Y,N,N,N,N,6,0,6
2122,"Academy Lines, Inc.",,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,"Francis A. Tedesco, President",111 Paterson Avenue,Hoboken,NJ,7030,,,2,www.academybus.com,,96863055,"2,898","5,443,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,,N,Y,N,225,0,225
2126,"Hudson Transit Lines, Inc.",Short Line,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,4 Leisure Lane,,Mahwah,NJ,7430,,,2,www.shortlinebus.com,,11415296,"2,898","5,443,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,,N,Y,N,161,0,161
2128,Suburban Transit Corporation,Coach USA,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,750 Somerset Street,,New Brunswick,NJ,8901,,,2,www.suburbantransit.com,,50444363,"2,898","5,443,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,,N,Y,N,109,0,109
2132,New Jersey Transit Corporation-45,NJTC-45,A,12. Consolidated reporter,Consolidated,,,12/31/2013,4/29/2014,1 Penn Plaza East,,Newark,NJ,7105,2246,,2,www.njtransit.com,,,"2,898","5,443,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,N,N,N,N,41,0,41
2135,Monsey New Square Trails Corporation,,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,Eight Washington Avenue,,Spring Valley,NY,10977,,,2,www.monseybus.com,,172963852,176,"286,573",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,N,,N,Y,N,32,0,32
2137,Monroe Bus Corporation,,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,60 Nostrand Avenue,,Brooklyn,NY,11205,,,2,,,,265,"351,982",89,"Poughkeepsie-Newburgh, NY-NJ","423,566","1,295",327,N,N,,N,N,N,12,0,12
2143,Town of Newburgh,,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,311 Route 32,,Newburgh,NY,12550,,,2,www.townofnewburgh.org,,966928053,49,"28,500",89,"Poughkeepsie-Newburgh, NY-NJ","423,566","1,295",327,Y,Y,,N,N,N,2,0,2
2145,Tompkins Consolidated Area Transit,TCAT,A,10. Private-non-profit corporation,Non-Profit,,,12/31/2013,4/29/2014,737 Willow Avenue,,Ithaca,NY,14850,,,2,www.tcatbus.com,5475,835298746,476,"102,554",473,"Ithaca, NY","53,661","2,183",25,N,Y,N,N,N,N,43,23,66
2148,Newburgh Beacon Bus Corporation,NBBC,A,9. Private-for-profit corporation,For-Profit,,Private Corporation operating for Orange County and NYSDOT,12/31/2013,4/29/2014,24 Windsor Highway,,New Windsor,NY,12550,,2628,2,www.leprechaunlines.com,,12932000,132,"225,000",89,"Poughkeepsie-Newburgh, NY-NJ","423,566","1,295",327,Y,Y,N,N,N,N,10,0,10
2149,"Rockland Coaches, Inc.",,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,180 Old Hook Road,,Westwood,NJ,7675,3124,,2,www.redandtanlines.com,,884341673,"2,898","5,443,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,N,,N,Y,N,85,0,85
2158,Tioga County,Tioga County Transit,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014, 1062 State Route 38,,Owego,NY,13827,,240,2,www.ridetioga.com,,962689142,65,"52,337",210,"Binghamton, NY-PA","158,084","2,132",74,Y,Y,,N,N,N,0,15,15
2160,"Community Transit, Inc. ",Community Transit,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,160 South route 17 North,,Paramus,NJ,7652,,,2,www.coachusa.com,,49858749,"2,898","5,443,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,,N,Y,N,23,0,23
2161,DeCamp Bus Lines,,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,101 Greenwood Avenue,,Montclair,NJ,7042,,,2,www.decamp.com,,8911828,"2,898","5,443",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,,N,Y,N,57,0,57
2163,"Lakeland Bus Lines, Inc.",,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,425 East Blackwell Street,,Dover,NJ,7802,898,898,2,www.lakelandbus.com,,11203445,"2,898","5,443,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,,N,Y,N,59,0,59
2165,"Olympia Trails Bus Company, Inc.",Coach USA,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,349 First Street,,Elizabeth,NJ,7206,,,2,www.olympiabus.com,,64287410,"2,898","5,443,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,,,Y,N,15,0,15
2166,"Orange-Newark-Elizabeth, Inc.",Coach USA,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,349 First Street,,Elizabeth,NJ,7206,,,2,www.coachusa.com,,11335031,"2,898","5,443,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,N,N,N,N,52,0,52
2169,"Trans-Bridge Lines, Inc. ",,A,9. Private-for-profit corporation,For-Profit,,,12/31/2013,4/29/2014,2012 Industrial Drive,,Bethlehem,PA,18017,,,2,www.transbridgelines.com,,877514653,"2,898","5,443,000",1,"New York-Newark, NY-NJ-CT","18,351,295","5,319","3,450",N,Y,,N,Y,N,51,0,51
2172,"Centro of Oswego, Inc.",Centro of Oswego,A,"2. Subsidiary unit of a transit agency, reporting separately",Subsidiary,,,3/31/2013,10/29/2013,200 Cortland Avenue,,Syracuse,NY,13205,820,820,2,www.centro.org,1778,70850912,92,"89,591",90,"Syracuse, NY","412,317","2,115",195,N,Y,N,N,N,N,11,0,11
