State,Agency,AgencyID,OrgType,SSW,UZA Size,Mode,EmployType,VOMs,vehicleOperationsHours,VehicleMaintHours,nonVehicleMaintHours,GeneralAdminHours,TotalOperatingHours,CapitalHours,TotalEmployeeHours,VehicleOperationsCount,VehicleMaintCount,NonVehicleCount,GeneralAdminCount,TotalOperatingCount,CapitalCount,TotalEmployeeCount
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Authority,N,Over 1 million,Total,,"1,985","10,528,859.00","3,805,686.00","1,337,481.00","775,441.00","16,447,467.00",0,"16,447,467.00","4,554.00","1,902.00",701,408,"7,565.00",0,"7,565.00"
CA,Montebello Bus Lines(MBL),9041,City,N,Over 1 million,CB,Full Time,4,"3,189.00",880,118,344,"4,531.00",0,"4,531.00",1.5,0.4,0.1,0.2,2.2,0,2.2
CA,Montebello Bus Lines(MBL),9041,City,N,Over 1 million,CB,Part Time,4,"4,172.00",302,37,195,"4,706.00",0,"4,706.00",3.3,0.2,0.1,0.1,3.7,0,3.7
CA,Montebello Bus Lines(MBL),9041,City,N,Over 1 million,MB,Full Time,50,"199,900.00","55,159.00","7,394.00","21,551.00","284,004.00",0,"284,004.00",93.5,26.6,3.9,10.8,134.8,0,134.8
CA,Montebello Bus Lines(MBL),9041,City,N,Over 1 million,MB,Part Time,50,"129,068.00","18,948.00","2,286.00","12,200.00","162,502.00",0,"162,502.00",81.7,10.8,1,5.9,99.4,0,99.4
CA,Montebello Bus Lines(MBL),9041,City,N,Over 1 million,Total,,54,"336,329.00","75,289.00","9,835.00","34,290.00","455,743.00",0,"455,743.00",180,38,5.1,17,240.1,0,240.1
CA,Monterey-Salinas Transit(MST),9062,Authority,N,"Under 200,000",MB,Full Time,61,"322,851.00","63,703.00","13,977.00","56,663.00","457,194.00",0,"457,194.00",148,31,6,27,212,0,212
CA,Monterey-Salinas Transit(MST),9062,Authority,N,"Under 200,000",MB,Part Time,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Monterey-Salinas Transit(MST),9062,Authority,N,"Under 200,000",Total,,61,"322,851.00","63,703.00","13,977.00","56,663.00","457,194.00",0,"457,194.00",148,31,6,27,212,0,212
CA,Norwalk Transit System(NTS),9022,City,N,Over 1 million,MB,Full Time,22,"51,722.00","19,005.00","2,112.00","16,244.00","89,083.00",0,"89,083.00",31,12.6,1.4,10,55,0,55
CA,Norwalk Transit System(NTS),9022,City,N,Over 1 million,MB,Part Time,22,"55,564.00","1,229.00",136,"1,721.00","58,650.00",0,"58,650.00",46,0.9,0.1,1,48,0,48
CA,Norwalk Transit System(NTS),9022,City,N,Over 1 million,Total,,22,"107,286.00","20,234.00","2,248.00","17,965.00","147,733.00",0,"147,733.00",77,13.5,1.5,11,103,0,103
CA,Omnitrans(OMNI),9029,Authority,N,Over 1 million,MB,Full Time,136,"752,483.00","148,136.00","39,583.00","130,022.00","1,070,224.00","30,686.00","1,100,910.00",393,92,22,63,570,17,587
CA,Omnitrans(OMNI),9029,Authority,N,Over 1 million,MB,Part Time,136,"6,325.00",0,0,"2,247.00","8,572.00",0,"8,572.00",11,0,0,7,18,0,18
CA,Omnitrans(OMNI),9029,Authority,N,Over 1 million,Total,,136,"758,808.00","148,136.00","39,583.00","132,269.00","1,078,796.00","30,686.00","1,109,482.00",404,92,22,70,588,17,605
CA,Orange County Transportation Authority(OCTA),9036,Authority,N,Over 1 million,CB,Full Time,6,"12,286.00","6,506.00",558,"2,675.00","22,025.00",0,"22,025.00",6.2,3.5,0.3,1.4,11.4,0,11.4
CA,Orange County Transportation Authority(OCTA),9036,Authority,N,Over 1 million,CB,Part Time,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Orange County Transportation Authority(OCTA),9036,Authority,N,Over 1 million,MB,Full Time,311,"1,646,019.00","381,150.00","31,694.00","358,373.00","2,417,236.00",0,"2,417,236.00",825.8,204.5,16.7,189.6,"1,236.60",0,"1,236.60"
CA,Orange County Transportation Authority(OCTA),9036,Authority,N,Over 1 million,MB,Part Time,311,"21,496.00","2,228.00",517,"19,629.00","43,870.00",0,"43,870.00",34,2,1,25,62,0,62
CA,Orange County Transportation Authority(OCTA),9036,Authority,N,Over 1 million,Total,,317,"1,679,801.00","389,884.00","32,769.00","380,677.00","2,483,131.00",0,"2,483,131.00",866,210,18,216,"1,310.00",0,"1,310.00"
CA,"Paratransit, Inc.",9223,Non-Profit,N,Over 1 million,DR,Full Time,98,"312,193.00","18,056.00",713,"33,175.00","364,137.00",0,"364,137.00",154.5,10.5,0.4,18.7,184.1,0,184.1
CA,"Paratransit, Inc.",9223,Non-Profit,N,Over 1 million,DR,Part Time,98,"18,014.00",150,0,117,"18,281.00",0,"18,281.00",18.2,0.6,0,0.8,19.6,0,19.6
CA,"Paratransit, Inc.",9223,Non-Profit,N,Over 1 million,Total,,98,"330,207.00","18,206.00",713,"33,292.00","382,418.00",0,"382,418.00",172.7,11.1,0.4,19.5,203.7,0,203.7
CA,"Paratransit, Inc. CTSA",9224,Non-Profit,N,Over 1 million,DR,Full Time,32,"70,872.00",0,0,"3,120.00","73,992.00",0,"73,992.00",35,0,0,2,37,0,37
CA,"Paratransit, Inc. CTSA",9224,Non-Profit,N,Over 1 million,DR,Part Time,32,195,"2,016.00","1,205.00",0,"3,416.00",0,"3,416.00",1,2,2,0,5,0,5
CA,"Paratransit, Inc. CTSA",9224,Non-Profit,N,Over 1 million,Total,,32,"71,067.00","2,016.00","1,205.00","3,120.00","77,408.00",0,"77,408.00",36,2,2,2,42,0,42
CA,Placer County Department of Public Works(PCDPW),9196,City,N,Over 1 million,CB,Full Time,1,167,7,0,23,197,0,197,0.1,0,0,0,0.1,0,0.1
CA,Placer County Department of Public Works(PCDPW),9196,City,N,Over 1 million,CB,Part Time,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Placer County Department of Public Works(PCDPW),9196,City,N,Over 1 million,MB,Full Time,14,"48,488.00","6,412.00",0,"21,876.00","76,776.00",0,"76,776.00",28.8,3.5,0,12,44.3,0,44.3
CA,Placer County Department of Public Works(PCDPW),9196,City,N,Over 1 million,MB,Part Time,14,"27,761.00",0,383,0,"28,144.00",0,"28,144.00",17,0,0.4,0,17.4,0,17.4
CA,Placer County Department of Public Works(PCDPW),9196,City,N,Over 1 million,Total,,15,"76,416.00","6,419.00",383,"21,899.00","105,117.00",0,"105,117.00",45.9,3.5,0.4,12,61.8,0,61.8
CA,Riverside Transit Agency(RTA),9031,Authority,N,Over 1 million,CB,Full Time,12,"31,083.00","13,514.00","1,171.00","3,790.00","49,558.00",0,"49,558.00",16,7.7,0.6,2.7,27,0,27
CA,Riverside Transit Agency(RTA),9031,Authority,N,Over 1 million,CB,Part Time,12,"1,283.00",0,0,461,"1,744.00",0,"1,744.00",1.7,0,0,1,2.7,0,2.7
CA,Riverside Transit Agency(RTA),9031,Authority,N,Over 1 million,MB,Full Time,68,"391,615.00","76,582.00","18,879.00","61,119.00","548,195.00",0,"548,195.00",201,43.4,9.4,43.3,297.1,0,297.1
CA,Riverside Transit Agency(RTA),9031,Authority,N,Over 1 million,MB,Part Time,68,"16,166.00",0,0,"7,428.00","23,594.00",0,"23,594.00",21.3,0,0,16,37.3,0,37.3
CA,Riverside Transit Agency(RTA),9031,Authority,N,Over 1 million,Total,,80,"440,147.00","90,096.00","20,050.00","72,798.00","623,091.00",0,"623,091.00",240,51.1,10,63,364.1,0,364.1
CA,Sacramento Regional Transit District(Sacramento RT),9019,Authority,N,Over 1 million,MB,Full Time,158,"787,214.00","154,398.00","23,751.00","172,181.00","1,137,544.00","15,337.00","1,152,881.00",420.1,91.7,13.9,99.8,625.5,8,633.5
CA,Sacramento Regional Transit District(Sacramento RT),9019,Authority,N,Over 1 million,MB,Part Time,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Sacramento Regional Transit District(Sacramento RT),9019,Authority,N,Over 1 million,LR,Full Time,61,"210,042.00","130,183.00","84,319.00","117,297.00","541,841.00","40,698.00","582,539.00",110,68,45,70,293,22,315
CA,Sacramento Regional Transit District(Sacramento RT),9019,Authority,N,Over 1 million,LR,Part Time,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Sacramento Regional Transit District(Sacramento RT),9019,Authority,N,Over 1 million,DR,Full Time,2,"3,612.00",447,69,856,"4,984.00",0,"4,984.00",1.7,0.3,0.1,0.4,2.5,0,2.5
CA,Sacramento Regional Transit District(Sacramento RT),9019,Authority,N,Over 1 million,DR,Part Time,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Sacramento Regional Transit District(Sacramento RT),9019,Authority,N,Over 1 million,Total,,221,"1,000,868.00","285,028.00","108,139.00","290,334.00","1,684,369.00","56,035.00","1,740,404.00",531.8,160,59,170.2,921,30,951
CA,San Diego Metropolitan Transit System(MTS),9026,Authority,N,Over 1 million,MB,Full Time,209,"1,053,630.00","328,576.00","38,874.00","62,720.00","1,483,800.00",0,"1,483,800.00",552,169,20,32,773,0,773
CA,San Diego Metropolitan Transit System(MTS),9026,Authority,N,Over 1 million,MB,Part Time,209,"3,382.00",0,0,"3,920.00","7,302.00",0,"7,302.00",4,0,0,4,8,0,8
CA,San Diego Metropolitan Transit System(MTS),9026,Authority,N,Over 1 million,LR,Full Time,96,"479,786.00","162,005.00","299,417.00","9,184.00","950,392.00",0,"950,392.00",253,87,156,5,501,0,501
CA,San Diego Metropolitan Transit System(MTS),9026,Authority,N,Over 1 million,LR,Part Time,96,0,70,"30,012.00",882,"30,964.00",0,"30,964.00",0,1,43,1,45,0,45
CA,San Diego Metropolitan Transit System(MTS),9026,Authority,N,Over 1 million,Total,,305,"1,536,798.00","490,651.00","368,303.00","76,706.00","2,472,458.00",0,"2,472,458.00",809,257,219,42,"1,327.00",0,"1,327.00"
CA,San Francisco Bay Area Rapid Transit District(BART),9003,Authority,N,Over 1 million,HR,Full Time,534,"2,236,612.00","967,069.00","1,299,776.00","643,568.00","5,147,025.00","583,462.00","5,730,487.00","1,088.00",515,622,369,"2,594.00",345,"2,939.00"
CA,San Francisco Bay Area Rapid Transit District(BART),9003,Authority,N,Over 1 million,HR,Part Time,534,"147,756.00",0,0,"1,704.00","149,460.00","8,775.00","158,235.00",81,0,0,4,85,8,93
CA,San Francisco Bay Area Rapid Transit District(BART),9003,Authority,N,Over 1 million,Total,,534,"2,384,368.00","967,069.00","1,299,776.00","645,272.00","5,296,485.00","592,237.00","5,888,722.00","1,169.00",515,622,373,"2,679.00",353,"3,032.00"
CA,San Francisco Municipal Railway(MUNI),9015,City,N,Over 1 million,SR,Full Time,24,"102,492.00","28,653.00","31,416.00","5,723.00","168,284.00",0,"168,284.00",47,15,16,3.8,81.8,0,81.8
CA,San Francisco Municipal Railway(MUNI),9015,City,N,Over 1 million,SR,Part Time,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,San Francisco Municipal Railway(MUNI),9015,City,N,Over 1 million,TB,Full Time,213,"1,347,486.00","199,908.00","153,924.00","55,214.00","1,756,532.00",0,"1,756,532.00",660,106,75,36,877,0,877
CA,San Francisco Municipal Railway(MUNI),9015,City,N,Over 1 million,TB,Part Time,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,San Francisco Municipal Railway(MUNI),9015,City,N,Over 1 million,MB,Full Time,388,"2,224,939.00","490,196.00","15,321.00","64,524.00","2,794,980.00",0,"2,794,980.00","1,138.00",287,7,42,"1,474.00",0,"1,474.00"
CA,San Francisco Municipal Railway(MUNI),9015,City,N,Over 1 million,MB,Part Time,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,San Francisco Municipal Railway(MUNI),9015,City,N,Over 1 million,LR,Full Time,131,"857,040.00","500,306.00","270,221.00","76,241.00","1,703,808.00",0,"1,703,808.00",394,267,147,50,858,0,858
CA,San Francisco Municipal Railway(MUNI),9015,City,N,Over 1 million,LR,Part Time,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,San Francisco Municipal Railway(MUNI),9015,City,N,Over 1 million,CC,Full Time,27,"480,378.00","79,265.00","135,962.00","36,971.00","732,576.00",0,"732,576.00",210,45,65,26,346,0,346
CA,San Francisco Municipal Railway(MUNI),9015,City,N,Over 1 million,CC,Part Time,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,San Francisco Municipal Railway(MUNI),9015,City,N,Over 1 million,Total,,783,"5,012,335.00","1,298,328.00","606,844.00","238,673.00","7,156,180.00",0,"7,156,180.00","2,449.00",720,310,157.8,"3,636.80",0,"3,636.80"
CA,San Joaquin Regional Transit District(RTD),9012,Authority,N,"200,000 - 1 million",MB,Full Time,51,"168,285.00","46,130.00","19,952.00","58,151.00","292,518.00","14,316.00","306,834.00",85,27,13,35,160,7,167
CA,San Joaquin Regional Transit District(RTD),9012,Authority,N,"200,000 - 1 million",MB,Part Time,51,"3,504.00",0,0,"8,543.00","12,047.00","6,369.00","18,416.00",6,0,0,9,15,4,19
CA,San Joaquin Regional Transit District(RTD),9012,Authority,N,"200,000 - 1 million",Total,,51,"171,789.00","46,130.00","19,952.00","66,694.00","304,565.00","20,685.00","325,250.00",91,27,13,44,175,11,186
CA,San Luis Obispo Regional Transit Authority(SLORTA),9206,Authority,N,"Under 200,000",CB,Full Time,1,"1,774.00",456,0,268,"2,498.00",0,"2,498.00",0.9,0.2,0,0.1,1.2,0,1.2
CA,San Luis Obispo Regional Transit Authority(SLORTA),9206,Authority,N,"Under 200,000",CB,Part Time,1,611,0,0,0,611,0,611,0.6,0,0,0,0.6,0,0.6
CA,San Luis Obispo Regional Transit Authority(SLORTA),9206,Authority,N,"Under 200,000",MB,Full Time,19,"75,423.00","16,571.00",0,"8,842.00","100,836.00",0,"100,836.00",38.4,8.6,0,4.9,51.9,0,51.9
CA,San Luis Obispo Regional Transit Authority(SLORTA),9206,Authority,N,"Under 200,000",MB,Part Time,19,"25,951.00",0,0,0,"25,951.00",0,"25,951.00",25,0,0,0,25,0,25
CA,San Luis Obispo Regional Transit Authority(SLORTA),9206,Authority,N,"Under 200,000",DR,Full Time,16,"37,189.00","7,658.00",0,"4,499.00","49,346.00",0,"49,346.00",18.9,4,0,2.5,25.4,0,25.4
CA,San Luis Obispo Regional Transit Authority(SLORTA),9206,Authority,N,"Under 200,000",DR,Part Time,16,"2,878.00",0,0,0,"2,878.00",0,"2,878.00",2.8,0,0,0,2.8,0,2.8
CA,San Luis Obispo Regional Transit Authority(SLORTA),9206,Authority,N,"Under 200,000",Total,,36,"143,826.00","24,685.00",0,"13,609.00","182,120.00",0,"182,120.00",86.6,12.8,0,7.5,106.9,0,106.9
CA,San Mateo County Transit District(SamTrans),9009,Authority,N,Over 1 million,MB,Full Time,193,"609,211.00","203,918.00","12,858.00","168,145.00","994,132.00","19,701.00","1,013,833.00",311,109,7,91,518,11,529
CA,San Mateo County Transit District(SamTrans),9009,Authority,N,Over 1 million,MB,Part Time,193,"11,486.00",0,0,"13,072.00","24,558.00","1,143.00","25,701.00",41,0,0,16,57,3,60
CA,San Mateo County Transit District(SamTrans),9009,Authority,N,Over 1 million,Total,,193,"620,697.00","203,918.00","12,858.00","181,217.00","1,018,690.00","20,844.00","1,039,534.00",352,109,7,107,575,14,589
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,Authority,N,"Under 200,000",CB,Full Time,4,"2,784.00",366,48,244,"3,442.00",8,"3,450.00",1.4,0.2,0.1,0.1,1.8,0.1,1.9
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,Authority,N,"Under 200,000",CB,Part Time,4,0,123,0,0,123,0,123,0,0.1,0,0,0.1,0,0.1
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,Authority,N,"Under 200,000",MB,Full Time,83,"290,337.00","38,117.00","4,969.00","25,459.00","358,882.00",846,"359,728.00",159.3,21.8,2.9,13.8,197.8,0.3,198.1
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,Authority,N,"Under 200,000",MB,Part Time,83,0,"12,836.00",0,"2,170.00","15,006.00",0,"15,006.00",0,7.9,0,2,9.9,0,9.9
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,Authority,N,"Under 200,000",Total,,87,"293,121.00","51,442.00","5,017.00","27,873.00","377,453.00",854,"378,307.00",160.7,30,3,15.9,209.6,0.4,210
CA,Santa Clara Valley Transportation Authority(VTA),9013,Authority,N,Over 1 million,MB,Full Time,360,"1,719,415.00","481,346.00","57,356.00","192,061.00","2,450,178.00","204,965.00","2,655,143.00",940,290,36,116,"1,382.00",120,"1,502.00"
CA,Santa Clara Valley Transportation Authority(VTA),9013,Authority,N,Over 1 million,MB,Part Time,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Santa Clara Valley Transportation Authority(VTA),9013,Authority,N,Over 1 million,LR,Full Time,56,"252,973.00","145,180.00","168,347.00","58,651.00","625,151.00","204,965.00","830,116.00",152,91,104,36,383,119,502
CA,Santa Clara Valley Transportation Authority(VTA),9013,Authority,N,Over 1 million,LR,Part Time,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Santa Clara Valley Transportation Authority(VTA),9013,Authority,N,Over 1 million,Total,,416,"1,972,388.00","626,526.00","225,703.00","250,712.00","3,075,329.00","409,930.00","3,485,259.00","1,092.00",381,140,152,"1,765.00",239,"2,004.00"
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,Authority,N,"Under 200,000",CB,Full Time,14,"32,318.00","6,765.00","2,182.00","5,550.00","46,815.00",0,"46,815.00",17,4,1.3,3.5,25.8,0,25.8
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,Authority,N,"Under 200,000",CB,Part Time,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,Authority,N,"Under 200,000",MB,Full Time,69,"298,136.00","62,409.00","20,126.00","51,193.00","431,864.00","2,873.00","434,737.00",157,38,12,33,240,1.5,241.5
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,Authority,N,"Under 200,000",MB,Part Time,69,0,0,0,672,672,0,672,0,0,0,0.5,0.5,0,0.5
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,Authority,N,"Under 200,000",DR,Full Time,29,"88,994.00","2,421.00",0,"1,726.00","93,141.00",0,"93,141.00",47.5,1.5,0,1,50,0,50
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,Authority,N,"Under 200,000",DR,Part Time,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,Authority,N,"Under 200,000",Total,,112,"419,448.00","71,595.00","22,308.00","59,141.00","572,492.00","2,873.00","575,365.00",221.5,43.5,13.3,38,316.3,1.5,317.8
CA,Santa Monica's Big Blue Bus(Big Blue Bus),9008,City,N,Over 1 million,MB,Full Time,152,"676,288.00","117,788.00","13,950.00","43,060.00","851,086.00","15,805.00","866,891.00",311,73.5,6.5,24,415,8.8,423.8
CA,Santa Monica's Big Blue Bus(Big Blue Bus),9008,City,N,Over 1 million,MB,Part Time,152,"4,701.00","1,846.00",0,"2,187.00","8,734.00",0,"8,734.00",4.5,1,0,4,9.5,0,9.5
CA,Santa Monica's Big Blue Bus(Big Blue Bus),9008,City,N,Over 1 million,Total,,152,"680,989.00","119,634.00","13,950.00","45,247.00","859,820.00","15,805.00","875,625.00",315.5,74.5,6.5,28,424.5,8.8,433.3
CA,Sonoma County Transit(SCT),9089,City,N,"200,000 - 1 million",MB,Full Time,3,"3,008.00",609,0,467,"4,084.00",0,"4,084.00",1.4,0.3,0,0.3,2,0,2
CA,Sonoma County Transit(SCT),9089,City,N,"200,000 - 1 million",MB,Part Time,3,"5,419.00",0,0,0,"5,419.00",0,"5,419.00",5.4,0,0,0,5.4,0,5.4
CA,Sonoma County Transit(SCT),9089,City,N,"200,000 - 1 million",Total,,3,"8,427.00",609,0,467,"9,503.00",0,"9,503.00",6.8,0.3,0,0.3,7.4,0,7.4
CA,SunLine Transit Agency(SunLine),9079,Authority,N,"200,000 - 1 million",MB,Full Time,46,"266,955.00","60,279.00","16,287.00","48,674.00","392,195.00",0,"392,195.00",135,32,9.8,27.8,204.6,0,204.6
CA,SunLine Transit Agency(SunLine),9079,Authority,N,"200,000 - 1 million",MB,Part Time,46,"26,663.00",0,0,"1,539.00","28,202.00",0,"28,202.00",14,0,0,5,19,0,19
CA,SunLine Transit Agency(SunLine),9079,Authority,N,"200,000 - 1 million",DR,Full Time,27,"98,278.00","16,699.00","2,000.00","2,500.00","119,477.00",0,"119,477.00",43,11,1.2,1.2,56.4,0,56.4
CA,SunLine Transit Agency(SunLine),9079,Authority,N,"200,000 - 1 million",DR,Part Time,27,"8,703.00",0,0,0,"8,703.00",0,"8,703.00",5,0,0,0,5,0,5
CA,SunLine Transit Agency(SunLine),9079,Authority,N,"200,000 - 1 million",Total,,73,"400,599.00","76,978.00","18,287.00","52,713.00","548,577.00",0,"548,577.00",197,43,11,34,285,0,285
CA,Torrance Transit System(TTS),9010,City,N,Over 1 million,MB,Full Time,48,"251,760.00","61,868.00",0,"29,781.00","343,409.00",0,"343,409.00",125.9,30.9,0,14.9,171.7,0,171.7
CA,Torrance Transit System(TTS),9010,City,N,Over 1 million,MB,Part Time,48,"37,586.00",0,0,877,"38,463.00",0,"38,463.00",23.5,0,0,1,24.5,0,24.5
CA,Torrance Transit System(TTS),9010,City,N,Over 1 million,Total,,48,"289,346.00","61,868.00",0,"30,658.00","381,872.00",0,"381,872.00",149.4,30.9,0,15.9,196.2,0,196.2
CA,Unitrans - City of Davis/ASUCD(Unitrans),9142,University,N,"Under 200,000",MB,Full Time,36,"3,599.00","13,469.00","1,865.00","7,148.00","26,081.00",0,"26,081.00",2,8,1,4,15,0,15
CA,Unitrans - City of Davis/ASUCD(Unitrans),9142,University,N,"Under 200,000",MB,Part Time,36,"140,196.00","23,258.00",0,"11,939.00","175,393.00",0,"175,393.00",185,31,0,16,232,0,232
CA,Unitrans - City of Davis/ASUCD(Unitrans),9142,University,N,"Under 200,000",Total,,36,"143,795.00","36,727.00","1,865.00","19,087.00","201,474.00",0,"201,474.00",187,39,1,20,247,0,247
CO,City of Loveland Transit(COLT),8025,City,N,"200,000 - 1 million",MB,Full Time,3,0,0,0,"1,958.00","1,958.00",0,"1,958.00",0,0,0,1,1,0,1
CO,City of Loveland Transit(COLT),8025,City,N,"200,000 - 1 million",MB,Part Time,3,"18,893.00",0,0,0,"18,893.00",0,"18,893.00",12.8,0,0,0,12.8,0,12.8
CO,City of Loveland Transit(COLT),8025,City,N,"200,000 - 1 million",DR,Full Time,2,0,0,0,490,490,0,490,0,0,0,0.3,0.3,0,0.3
CO,City of Loveland Transit(COLT),8025,City,N,"200,000 - 1 million",DR,Part Time,2,"4,723.00",0,0,0,"4,723.00",0,"4,723.00",3.2,0,0,0,3.2,0,3.2
CO,City of Loveland Transit(COLT),8025,City,N,"200,000 - 1 million",Total,,5,"23,616.00",0,0,"2,448.00","26,064.00",0,"26,064.00",16,0,0,1.3,17.3,0,17.3
CO,Denver Regional Transportation District(RTD),8006,Authority,N,Over 1 million,MB,Full Time,452,"2,230,813.00","782,241.00","265,216.00","543,298.00","3,821,568.00","51,500.00","3,873,068.00","1,093.00",375,143,279,"1,890.00",26.6,"1,916.60"
CO,Denver Regional Transportation District(RTD),8006,Authority,N,Over 1 million,MB,Part Time,452,"83,144.00",0,0,0,"83,144.00",0,"83,144.00",152,0,0,0,152,0,152
CO,Denver Regional Transportation District(RTD),8006,Authority,N,Over 1 million,LR,Full Time,139,"554,471.00","231,315.00","164,200.00","182,465.00","1,132,451.00","288,845.00","1,421,296.00",282,112,85,93,572,150,722
CO,Denver Regional Transportation District(RTD),8006,Authority,N,Over 1 million,LR,Part Time,139,699,0,0,0,699,0,699,2.2,0,0,0,2.2,0,2.2
CO,Denver Regional Transportation District(RTD),8006,Authority,N,Over 1 million,DR,Full Time,8,"12,853.00","3,499.00","1,458.00","4,231.00","22,041.00",0,"22,041.00",6.4,2.1,0.8,2.1,11.4,0,11.4
CO,Denver Regional Transportation District(RTD),8006,Authority,N,Over 1 million,DR,Part Time,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,Denver Regional Transportation District(RTD),8006,Authority,N,Over 1 million,Total,,599,"2,881,980.00","1,017,055.00","430,874.00","729,994.00","5,059,903.00","340,345.00","5,400,248.00","1,535.60",489.1,228.8,374.1,"2,627.60",176.6,"2,804.20"
CO,Mountain Metropolitan Transit(MMT),8005,City,N,"200,000 - 1 million",VP,Full Time,32,0,"1,664.00","1,248.00","6,587.00","9,499.00",0,"9,499.00",0,1,0.6,4,5.6,0,5.6
