Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Vehicle Operations Hours,Vehicle Operations Hours Questionable,Vehicle Maintenance Hours,Vehicle Maintenance Hours Questionable,Facility Maintenance Hours,Facility Maintenance Hours Questionable,General Administration Hours,General Administration Hours Questionable,Capital Labor Hours,Capital Labor Hours Questionable,Total Hours,Total Hours Questionable,Vehicle Operations Count,Vehicle Operations Count Questionable,Vehicle Maintenance Count,Vehicle Maintenance Count Questionable,Facility Maintenance Count,Facility Maintenance Count Questionable,General Administration Count,General Administration Count Questionable,Capital Labor Count,Capital Labor Count Questionable,Total Employee Count,Total Employee Count Questionable,Vehicle Operations Salary Expenses,Vehicle Operations Salary Expenses Questionable,Vehicle Maintenance Salary Expenses,Vehicle Maintenance Salary Expenses Questionable,Facility Maintenance Salary Expenses,Facility Maintenance Salary Expenses Questionable,General Administration Salary Expenses,General Administration Salary Expenses Questionable,Total Operating Salary Expenses,Total Operating Salary Expenses Questionable,Vehicle Operations Average Hourly Wage,Vehicle Operations Average Hourly Wage Questionable,Vehicle Maintenance Average Hourly Wage,Vehicle Maintenance Average Hourly Wage Questionable,Facility Maintenance Average Hourly Wage,Facility Maintenance Average Hourly Wage Questionable,General Administration Average Hourly Wage,General Administration Average Hourly Wage Questionable,Total Operating Average Hourly Wage,Total Operating Average Hourly Wage Questionable,Any data questionable?,,,,,1
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892","1,069",LR,DO,104,"1,096,708",,"405,919",,"588,901",,"290,040",,"52,701",,"2,434,269",,632.00,,213.00,,320.00,,166.00,,30.00,,"1,361.00",,"$36,225,000",,"$15,106,422",,"$18,606,825",,"$14,299,077",,"$84,237,324",,$33.03,,$37.22,,$16.97,,$49.30,,$34.60,,No,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892","1,069",SR,DO,2,"9,599",,0,,0,,533,,0,,"10,132",,32.00,,0.00,,0.00,,1.00,,0.00,,33.00,,"$352,749",,$0,,$0,,"$19,268",,"$372,017",,$36.75,,,,$0.00,,$36.15,,$36.72,,No,,,,,
Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail,Chicago,IL,5118,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208","1,061",CR,DO,"1,061","3,582,260",,"2,353,720",,"1,768,162",,"780,435",,"951,600",,"9,436,177",,"1,714.00",,"1,304.00",,898.00,,423.00,,488.00,,"4,827.00",,"$128,925,179",,"$75,280,971",,"$56,577,110",,"$28,857,093",,"$289,640,353",,$35.99,,$31.98,,$15.79,,$36.98,,$30.69,,No,,,,,
MTA Long Island Rail Road,Jamaica,NY,2100,20100,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295","1,020",CR,DO,"1,020","4,693,521",,"4,432,342",,"2,893,860",,"857,786",,"2,444,976",,"15,322,485",,"2,179.00",,"2,054.00",,"1,483.00",,454.00,,944.00,,"7,114.00",,"$181,678,875",,"$181,076,500",,"$110,896,298",,"$36,815,849",,"$510,467,522",,$38.71,,$40.85,,$23.63,,$42.92,,$33.31,,No,,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419","1,011",MB,DO,465,"3,016,778",,"711,449",,"211,795",,"679,422",,128,,"4,619,572",,"1,685.35",,327.00,,109.49,,311.13,,0.08,,"2,433.05",,"$62,099,204",,"$15,310,279",,"$5,489,272",,"$21,378,185",,"$104,276,940",,$20.58,,$21.52,,$1.82,,$31.47,,$22.57,,No,,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419","1,011",HR,DO,208,"1,636,636",,"608,719",,"923,524",,"782,093",,"35,519",,"3,986,491",,733.46,,256.00,,453.30,,356.30,,16.28,,"1,815.34",,"$39,180,824",,"$13,925,910",,"$23,728,449",,"$24,481,998",,"$101,317,181",,$23.94,,$22.88,,$14.50,,$31.30,,$25.42,,No,,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419","1,011",DR,DO,169,"589,815",,"128,335",,"6,199",,"46,314",,0,,"770,663",,327.18,,59.00,,3.20,,22.58,,0.00,,411.96,,"$9,925,331",,"$2,652,016",,"$147,268",,"$1,551,181",,"$14,275,796",,$16.83,,$20.66,,$0.25,,$33.49,,$18.52,,No,,,,,
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212",985,MB,DO,475,"2,763,707",,"662,602",,"40,768",,"169,364",,0,,"3,636,441",,"1,454.00",,341.00,,24.00,,109.00,,0.00,,"1,928.00",,"$87,008,574",,"$28,559,121",,"$1,781,152",,"$5,454,556",,"$122,803,403",,$31.48,,$43.10,,$0.64,,$32.21,,$33.77,,No,,,,,
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212",985,TB,DO,196,"1,521,384",,"278,748",,"170,176",,"80,629",,0,,"2,050,937",,766.00,,145.00,,80.00,,53.00,,0.00,,"1,044.00",,"$47,988,414",,"$12,198,461",,"$8,777,825",,"$3,497,530",,"$72,462,230",,$31.54,,$43.76,,$5.77,,$43.38,,$35.33,,No,,,,,
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212",985,LR,DO,131,"973,737",,"555,155",,"310,922",,"136,599",,0,,"1,976,413",,476.00,,274.00,,169.00,,87.00,,0.00,,"1,006.00",,"$35,932,573",,"$26,527,820",,"$15,048,297",,"$6,780,122",,"$84,288,812",,$36.90,,$47.78,,$15.45,,$49.64,,$42.65,,No,,,,,
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212",985,CC,DO,27,"502,251",,"103,821",,"138,325",,"69,762",,0,,"814,159",,225.00,,52.00,,64.00,,44.00,,0.00,,385.00,,"$17,644,124",,"$4,420,241",,"$5,170,272",,"$2,968,052",,"$30,202,689",,$35.13,,$42.58,,$10.29,,$42.55,,$37.10,,No,,,,,
San Francisco Municipal Railway,San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212",985,SR,DO,24,"106,514",,"53,511",,"43,313",,"7,513",,0,,"210,851",,52.00,,30.00,,20.00,,5.00,,0.00,,107.00,,"$4,203,586",,"$1,527,671",,"$2,100,638",,"$266,966",,"$8,098,861",,$39.47,,$28.55,,$19.72,,$35.53,,$38.41,,No,,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898",950,MB,DO,534,"2,555,630",,"487,308",,"62,087",,"334,313",,"15,047",,"3,454,385",,"1,403.50",,263.00,,35.00,,173.50,,8.50,,"1,883.50",,"$72,159,843",,"$14,218,229",,"$2,192,316",,"$12,284,165",,"$100,854,553",,$28.24,,$29.18,,$0.86,,$36.74,,$29.20,,No,,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898",950,LR,DO,116,"534,252",,"420,471",,"296,462",,"152,913",,"153,348",,"1,557,446",,273.00,,214.00,,163.00,,83.50,,87.50,,821.00,,"$17,818,643",,"$12,835,853",,"$9,833,913",,"$5,873,341",,"$46,361,750",,$33.35,,$30.53,,$18.41,,$38.41,,$29.77,,No,,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",939,MB,DO,606,"2,669,537",,"1,005,302",,"224,121",,"433,957",,"41,230",,"4,374,147",,"1,304.70",,467.50,,104.20,,199.70,,21.60,,"2,097.70",,"$71,329,082",,"$29,876,322",,"$6,694,329",,"$14,950,260",,"$122,849,993",,$26.72,,$29.72,,$2.51,,$34.45,,$28.09,,No,,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",939,LR,DO,60,"293,849",,"245,642",,"295,454",,"36,989",,"6,595",,"878,529",,143.60,,114.20,,137.40,,16.90,,3.40,,415.50,,"$8,453,028",,"$7,439,510",,"$8,965,782",,"$1,374,689",,"$26,233,009",,$28.77,,$30.29,,$30.51,,$37.16,,$29.86,,No,,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",939,IP,DO,2,"6,839",,16,,"8,914",,264,,0,,"16,033",,3.30,,0.10,,4.10,,0.10,,0.00,,7.60,,"$178,045",,$471,,"$263,510",,"$8,298",,"$450,324",,$26.03,,$29.44,,$38.53,,$31.43,,$28.09,,No,,,,,
Metro Transit,Minneapolis,MN,5027,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"2,650,890",843,MB,DO,754,"4,111,998",,"819,708",,"248,935",,"425,114",,"62,028",,"5,667,783",,"2,120.00",,405.30,,123.10,,211.00,,31.90,,"2,891.30",,"$97,662,855",,"$23,722,479",,"$7,206,679",,"$13,998,082",,"$142,590,095",,$23.75,,$28.94,,$1.75,,$32.93,,$25.16,,No,,,,,
Metro Transit,Minneapolis,MN,5027,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"2,650,890",843,LR,DO,69,"381,676",,"186,460",,"172,876",,"492,700",,"137,297",,"1,371,009",,184.40,,89.70,,83.60,,238.20,,67.00,,662.90,,"$10,100,749",,"$5,530,882",,"$5,547,400",,"$11,879,011",,"$33,058,042",,$26.46,,$29.66,,$14.53,,$24.11,,$24.11,,No,,,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210",816,MB,DO,378,"2,314,165",,"502,835",,"150,119",,"363,092",,0,,"3,330,211",,"1,174.00",,274.27,,82.07,,211.78,,0.00,,"1,742.12",,"$48,069,522",,"$11,950,073",,"$4,073,708",,"$11,425,409",,"$75,518,712",,$20.77,,$23.77,,$1.76,,$31.47,,$22.68,,No,,,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210",816,DR,DO,108,"429,180",,"48,897",,"5,014",,"48,123",,0,,"531,214",,205.10,,30.87,,2.72,,27.51,,0.00,,266.20,,"$7,951,657",,"$1,184,733",,"$115,489",,"$1,643,984",,"$10,895,863",,$18.53,,$24.23,,$0.27,,$34.16,,$20.51,,No,,,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746",765,MB,DO,224,"1,158,902",,"316,832",,"4,575",,"44,335",,0,,"1,524,644",,600.00,,177.00,,3.00,,24.00,,0.00,,804.00,,"$25,394,238",,"$8,544,061",,"$167,673",,"$1,510,537",,"$35,616,509",,$21.91,,$26.97,,$0.14,,$34.07,,$23.36,,No,,,,,
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,956,746",765,LR,DO,97,"533,467",,"158,665",,"248,008",,"8,363",,0,,"948,503",,317.00,,78.00,,117.00,,5.00,,0.00,,517.00,,"$12,715,472",,"$4,814,543",,"$5,657,394",,"$483,322",,"$23,670,731",,$23.84,,$30.34,,$10.61,,$57.79,,$24.96,,No,,,,,
Alameda-Contra Costa Transit District,Oakland,CA,9014,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",702,MB,DO,381,"1,923,673",,"538,245",,"66,176",,"378,568",,0,,"2,906,662",,"1,333.00",,315.00,,39.00,,245.00,,0.00,,"1,932.00",,"$72,202,703",,"$18,207,731",,"$3,716,910",,"$17,840,883",,"$111,968,227",,$37.53,,$33.83,,$1.93,,$47.13,,$38.52,,No,,,,,
Alameda-Contra Costa Transit District,Oakland,CA,9014,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",702,CB,DO,104,"150,203",,"43,682",,"5,366",,"30,720",,0,,"229,971",,107.00,,26.00,,3.00,,19.00,,0.00,,155.00,,"$5,854,274",,"$1,476,303",,"$301,371",,"$1,446,558",,"$9,078,506",,$38.98,,$33.80,,$2.01,,$47.09,,$39.48,,No,,,,,
Santa Clara Valley Transportation Authority,San Jose,CA,9013,90013,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,664,496",686,MB,DO,392,"1,888,092",,"566,027",,"101,356",,"235,370",,"186,676",,"2,977,521",,"1,036.00",,292.00,,53.00,,140.00,,118.00,,"1,639.00",,"$70,188,259",,"$24,515,596",,"$2,080,488",,"$12,009,856",,"$108,794,199",,$37.17,,$43.31,,$1.10,,$51.03,,$36.54,,No,,,,,
Santa Clara Valley Transportation Authority,San Jose,CA,9013,90013,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,664,496",686,LR,DO,59,"314,778",,"231,491",,"245,981",,"89,042",,"186,676",,"1,067,968",,167.00,,123.00,,127.00,,53.00,,118.00,,588.00,,"$12,196,872",,"$11,755,555",,"$9,211,700",,"$4,543,257",,"$37,707,384",,$38.75,,$50.78,,$29.26,,$51.02,,$35.31,,No,,,,,
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,0029,00029,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,059,393",609,VP,DO,364,"13,177",,"9,476",,"1,401",,"12,519",,692,,"37,265",,7.90,,6.40,,0.90,,7.80,,0.40,,23.40,,"$461,091",,"$331,871",,"$42,968",,"$564,895",,"$1,400,825",,$34.99,,$35.02,,$3.26,,$45.12,,$37.59,,No,,,,,
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,0029,00029,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,059,393",609,MB,DO,106,"634,753",,"94,111",,"17,941",,"127,063",,"15,848",,"889,716",,347.90,,57.90,,11.70,,76.10,,8.70,,502.30,,"$19,181,667",,"$3,308,804",,"$529,405",,"$5,212,419",,"$28,232,295",,$30.22,,$35.16,,$0.83,,$41.02,,$31.73,,No,,,,,
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,0029,00029,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,059,393",609,CB,DO,40,"122,067",,"30,444",,"3,430",,"24,151",,"3,098",,"183,190",,66.70,,18.90,,2.20,,14.50,,1.70,,104.00,,"$3,717,036",,"$1,067,668",,"$108,064",,"$1,073,008",,"$5,965,776",,$30.45,,$35.07,,$0.89,,$44.43,,$32.57,,No,,,,,
Central Florida Regional Transportation Authority,Orlando,FL,4035,40035,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,510,516",581,MB,DO,250,"1,479,510",,"282,842",,"67,131",,"195,557",,0,,"2,025,040",,718.00,,130.00,,36.00,,97.00,,0.00,,981.00,,"$28,764,584",,"$6,345,885",,"$1,208,237",,"$4,638,394",,"$40,957,100",,$19.44,,$22.44,,$0.82,,$23.72,,$20.23,,No,,,,,
Central Florida Regional Transportation Authority,Orlando,FL,4035,40035,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,510,516",581,RB,DO,13,"63,253",,"7,810",,"3,491",,"10,238",,0,,"84,792",,30.00,,4.00,,2.00,,6.00,,0.00,,42.00,,"$1,229,775",,"$143,875",,"$62,828",,"$241,197",,"$1,677,675",,$19.44,,$18.42,,$0.99,,$23.56,,$19.79,,No,,,,,
California Vanpool Authority,Hanford,CA,9230,90230,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"87,941",548,VP,DO,548,"9,630",,"10,774",,0,,"33,257",,0,,"53,661",,4.65,,5.00,,0.00,,16.29,,0.00,,25.94,,"$193,315",,"$205,503",,$0,,"$897,728",,"$1,296,546",,$20.07,,$19.07,,$0.00,,$26.99,,$24.16,,No,,,,,
San Francisco Bay Area Rapid Transit District,Oakland,CA,9003,90003,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,281,212",545,HR,DO,541,"2,330,089",,"1,128,975",,"1,431,508",,"795,627",,"782,959",,"6,469,158",,"1,222.25",,596.55,,728.15,,432.60,,366.70,,"3,346.25",,"$108,984,175",,"$49,902,992",,"$56,213,556",,"$39,903,175",,"$255,003,898",,$46.77,,$44.20,,$24.13,,$50.15,,$39.42,,No,,,,,
The Greater Cleveland Regional Transit Authority,Cleveland,OH,5015,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,780,673",545,MB,DO,350,"2,112,240",,"563,170",,"158,109",,"424,376",,0,,"3,257,895",,969.37,,275.84,,67.41,,224.92,,0.00,,"1,537.54",,"$48,110,388",,"$14,383,597",,"$3,277,295",,"$13,887,290",,"$79,658,570",,$22.78,,$25.54,,$1.55,,$32.72,,$24.45,,No,,,,,
The Greater Cleveland Regional Transit Authority,Cleveland,OH,5015,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,780,673",545,DR,DO,68,"340,646",,"58,797",,"30,214",,"67,995",,0,,"497,652",,157.52,,27.00,,15.63,,37.90,,0.00,,238.05,,"$6,646,964",,"$1,606,193",,"$605,672",,"$2,536,630",,"$11,395,459",,$19.51,,$27.32,,$1.78,,$37.31,,$22.90,,No,,,,,
The Greater Cleveland Regional Transit Authority,Cleveland,OH,5015,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,780,673",545,HR,DO,20,"230,757",,"162,162",,"276,899",,"25,418",,0,,"695,236",,106.18,,69.67,,121.12,,14.28,,0.00,,311.25,,"$4,494,622",,"$3,942,250",,"$6,852,240",,"$852,766",,"$16,141,878",,$19.48,,$24.31,,$29.69,,$33.55,,$23.22,,No,,,,,
The Greater Cleveland Regional Transit Authority,Cleveland,OH,5015,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,780,673",545,RB,DO,14,"68,972",,"18,477",,"5,917",,"15,985",,0,,"109,351",,33.17,,9.16,,2.50,,8.88,,0.00,,53.71,,"$1,616,224",,"$420,640",,"$107,007",,"$622,133",,"$2,766,004",,$23.43,,$22.77,,$1.55,,$38.92,,$25.29,,No,,,,,
The Greater Cleveland Regional Transit Authority,Cleveland,OH,5015,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,780,673",545,LR,DO,13,"107,465",,"47,315",,"80,792",,"17,792",,0,,"253,364",,49.74,,20.33,,35.34,,10.00,,0.00,,115.41,,"$2,083,982",,"$1,158,831",,"$2,014,227",,"$554,297",,"$5,811,337",,$19.39,,$24.49,,$18.74,,$31.15,,$22.94,,No,,,,,
"VRide, Inc. - Michigan",Farmington Hills,MI,5193,50193,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"3,734,090",537,VP,DO,537,0,,0,,0,,"8,579",,0,,"8,579",,0.00,,0.00,,0.00,,7.00,,0.00,,7.00,,$0,,$0,,$0,,"$289,762",,"$289,762",,,,,,,,$33.78,,$33.78,,No,,,,,
Pierce County Transportation Benefit Area Authority,Tacoma,WA,0003,00003,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,059,393",533,VP,DO,324,"14,154",,"9,808",,"1,960",,"8,937",,0,,"34,859",,8.20,,5.20,,1.08,,5.22,,0.00,,19.70,,"$542,392",,"$287,844",,"$47,546",,"$307,906",,"$1,185,688",,$38.32,,$29.35,,$3.36,,$34.45,,$34.01,,No,,,,,
Pierce County Transportation Benefit Area Authority,Tacoma,WA,0003,00003,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,059,393",533,MB,DO,118,"638,806",,"79,830",,"43,341",,"129,398",,0,,"891,375",,337.02,,46.25,,24.47,,75.02,,0.00,,482.76,,"$19,155,695",,"$2,407,282",,"$1,289,597",,"$5,095,361",,"$27,947,935",,$29.99,,$30.16,,$2.02,,$39.38,,$31.35,,No,,,,,
Pierce County Transportation Benefit Area Authority,Tacoma,WA,0003,00003,Independent Public Agency or Authority of Transit Service,Full Reporter,"3,059,393",533,DR,DO,31,"61,120",,"6,673",,"1,298",,"20,700",,0,,"89,791",,30.97,,3.55,,0.78,,12.11,,0.00,,47.41,,"$2,167,723",,"$228,727",,"$49,796",,"$691,975",,"$3,138,221",,$35.47,,$34.28,,$0.81,,$33.43,,$34.95,,No,,,,,
Delaware Transit Corporation,Dover,DE,3075,30075,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,441,567",481,DR,DO,265,"820,189",,"82,960",,"11,270",,"137,872",,0,,"1,052,291",,391.00,,44.00,,7.00,,87.00,,0.00,,529.00,,"$15,515,466",,"$1,665,664",,"$239,712",,"$3,376,544",,"$20,797,386",,$18.92,,$20.08,,$0.29,,$24.49,,$19.76,,No,,,,,
Delaware Transit Corporation,Dover,DE,3075,30075,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,441,567",481,MB,DO,173,"634,392",,"157,279",,"7,468",,"91,367",,0,,"890,506",,288.00,,84.00,,6.00,,57.00,,0.00,,435.00,,"$14,086,304",,"$3,827,953",,"$166,174",,"$2,237,630",,"$20,318,061",,$22.20,,$24.34,,$0.26,,$24.49,,$22.82,,No,,,,,
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",St. Louis,MO,7006,70006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,150,706",480,MB,DO,321,"2,022,551",,"417,896",,"135,233",,"266,142",,"12,086",,"2,853,908",,"1,040.31",,218.92,,66.72,,163.59,,5.82,,"1,495.36",,"$45,138,854",,"$11,123,407",,"$3,507,842",,"$8,047,639",,"$67,817,742",,$22.32,,$26.62,,$1.73,,$30.24,,$23.76,,No,,,,,
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",St. Louis,MO,7006,70006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,150,706",480,DR,DO,101,"511,673",,"60,038",,"7,629",,"29,525",,837,,"609,702",,255.44,,28.76,,4.25,,19.80,,0.51,,308.76,,"$8,898,064",,"$1,573,297",,"$203,648",,"$1,003,717",,"$11,678,726",,$17.39,,$26.21,,$0.40,,$34.00,,$19.15,,No,,,,,
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",St. Louis,MO,7006,70006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,150,706",480,LR,DO,58,"392,522",,"122,135",,"220,056",,"133,679",,"29,639",,"898,031",,263.25,,59.32,,114.02,,83.61,,17.14,,537.34,,"$10,115,419",,"$3,625,293",,"$6,962,983",,"$3,849,528",,"$24,553,223",,$25.77,,$29.68,,$17.74,,$28.80,,$27.34,,No,,,,,
Broward County Transit Division,Plantation,FL,4029,40029,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379",471,MB,DO,273,"1,620,818",,"369,000",,"19,299",,"192,944",,0,,"2,202,061",,752.00,,180.00,,13.00,,110.00,,0.00,,"1,055.00",,"$39,501,897",,"$11,384,693",,"$499,394",,"$6,355,259",,"$57,741,243",,$24.37,,$30.85,,$0.31,,$32.94,,$26.22,,No,,,,,
City of Detroit Department of Transportation,Detroit,MI,5119,50119,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,734,090",456,MB,DO,230,"1,353,366",,"464,181",,"79,509",,"50,552",,0,,"1,947,608",,597.00,,185.00,,33.00,,29.00,,0.00,,844.00,,"$27,724,351",,"$12,433,172",,"$1,838,828",,"$1,389,069",,"$43,385,420",,$20.49,,$26.79,,$1.36,,$27.48,,$22.28,,No,,,,,
Ben Franklin Transit,Richland,WA,0018,00018,Independent Public Agency or Authority of Transit Service,Full Reporter,"210,975",431,VP,DO,261,"8,382",,"6,721",,475,,"4,078",,0,,"19,656",,5.00,,3.75,,0.35,,2.70,,0.00,,11.80,,"$248,273",,"$189,622",,"$11,369",,"$133,661",,"$582,925",,$29.62,,$28.21,,$1.36,,$32.78,,$29.66,,No,,,,,
Ben Franklin Transit,Richland,WA,0018,00018,Independent Public Agency or Authority of Transit Service,Full Reporter,"210,975",431,DR,DO,70,"177,503",,"15,511",,"2,233",,"19,195",,0,,"214,442",,107.00,,8.66,,1.64,,12.71,,0.00,,130.01,,"$4,657,002",,"$437,588",,"$53,555",,"$629,607",,"$5,777,752",,$26.24,,$28.21,,$0.30,,$32.80,,$26.94,,No,,,,,
Ben Franklin Transit,Richland,WA,0018,00018,Independent Public Agency or Authority of Transit Service,Full Reporter,"210,975",431,MB,DO,46,"187,902",,"29,718",,"2,738",,"23,529",,0,,"243,887",,127.00,,16.59,,2.01,,15.58,,0.00,,161.18,,"$4,770,269",,"$838,380",,"$65,644",,"$771,728",,"$6,446,021",,$25.39,,$28.21,,$0.35,,$32.80,,$26.43,,No,,,,,
"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",West Palm Beach,FL,4037,40037,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379",424,MB,DO,130,"705,548",,"178,881",,"6,683",,"126,376",,0,,"1,017,488",,355.00,,90.00,,3.00,,70.00,,0.00,,518.00,,"$14,801,679",,"$4,137,297",,"$228,928",,"$4,428,498",,"$23,596,402",,$20.98,,$23.13,,$0.32,,$35.04,,$23.19,,No,,,,,
Milwaukee County Transit System,Milwaukee,WI,5008,50008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,376,476",421,MB,DO,337,"1,896,577",,"289,502",,"32,847",,"128,386",,0,,"2,347,312",,768.50,,152.90,,13.80,,77.50,,0.00,,"1,012.70",,"$44,260,830",,"$7,281,418",,"$1,150,732",,"$4,002,742",,"$56,695,722",,$23.34,,$25.15,,$0.61,,$31.18,,$24.15,,No,,,,,
