Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Vehicle Operations Hours,Vehicle Operations Hours Questionable,Vehicle Maintenance Hours,Vehicle Maintenance Hours Questionable,Facility Maintenance Hours,Facility Maintenance Hours Questionable,General Administration Hours,General Administration Hours Questionable,Capital Labor Hours,Capital Labor Hours Questionable,Total Hours,Total Hours Questionable,Vehicle Operations Count,Vehicle Operations Count Questionable,Vehicle Maintenance Count,Vehicle Maintenance Count Questionable,Facility Maintenance Count,Facility Maintenance Count Questionable,General Administration Count,General Administration Count Questionable,Capital Labor Count,Capital Labor Count Questionable,Total Employee Count,Total Employee Count Questionable,Vehicle Operations Salary Expenses,Vehicle Operations Salary Expenses Questionable,Vehicle Maintenance Salary Expenses,Vehicle Maintenance Salary Expenses Questionable,Facility Maintenance Salary Expenses,Facility Maintenance Salary Expenses Questionable,General Administration Salary Expenses,General Administration Salary Expenses Questionable,Total Operating Salary Expenses,Total Operating Salary Expenses Questionable,Vehicle Operations Average Hourly Wage,Vehicle Operations Average Hourly Wage Questionable,Vehicle Maintenance Average Hourly Wage,Vehicle Maintenance Average Hourly Wage Questionable,Facility Maintenance Average Hourly Wage,Facility Maintenance Average Hourly Wage Questionable,General Administration Average Hourly Wage,General Administration Average Hourly Wage Questionable,Total Operating Average Hourly Wage,Total Operating Average Hourly Wage Questionable,Any data questionable?
Metro Transit ,Minneapolis,MN,5027,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,2650890,850,MB,DO,754,3995024,,820207,,237081,,250178,,47703,,5350193,,2084,,432,,119,,132,,25,,2792,,99599378,,24730374,,7031556,,8773204,,140134512,,24.9309,,30.1514,,1.7601,,35.0678,,26.1924,,No
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,4515419,845,MB,DO,466,2978545,,694602,,162408,,250893,,135,,4086583,,1767.68,,350.01,,85.88,,126.53,,0.08,,2330.18,,65680388,,16287106,,4547345,,8138405,,94653244,,22.0512,,23.4481,,1.5267,,32.4378,,23.162,,No
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,4515419,845,HR,DO,210,1603892,,567803,,644234,,276253,,30500,,3122682,,702.9,,211.67,,340.68,,135.07,,15,,1405.32,,40355523,,13528194,,18038268,,8673078,,80595063,,25.161,,23.8255,,11.2466,,31.3954,,25.8096,,No
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,1758210,814,MB,DO,378,2388912,,513200,,189275,,403010,,0,,3494397,,1135.73,,264.55,,101.31,,227.49,,0,,1729.08,,50925666,,12419917,,4510541,,11932236,,79788360,,21.3175,,24.2009,,1.8881,,29.6078,,22.8332,,No
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,1758210,814,DR,DO,108,440787,,48503,,5410,,52747,,0,,547447,,208.7,,24.81,,3.27,,29.31,,0,,266.09,,8334475,,1160548,,132351,,1701101,,11328475,,18.9082,,23.9273,,0.3003,,32.2502,,20.6933,,No
Alameda-Contra Costa Transit District,Oakland,CA,9014,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212,794,MB,DO,457,2043056,,584869,,70911,,471465,,0,,3170301,,1303,,355,,44,,260,,0,,1962,,86432040,,20354436,,4434560,,20833172,,132054208,,42.3053,,34.8017,,2.1706,,44.1882,,41.6535,,No
Alameda-Contra Costa Transit District,Oakland,CA,9014,90014,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212,794,CB,DO,117,150477,,30135,,3654,,22557,,0,,206823,,79,,18,,2,,13,,0,,112,,4453386,,1048756,,228489,,1073423,,6804054,,29.5951,,34.8019,,1.5184,,47.5871,,32.898,,No
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746,783,LR,DO,97,504739,,168382,,244925,,4332,,5854,,928232,,303,,85,,115,,3.1,,4,,510.1,,13118053,,5188523,,5836183,,364236,,24506995,,25.9898,,30.814,,11.5628,,84.0803,,26.4018,,No
San Diego Metropolitan Transit System,San Diego,CA,9026,90026,Independent Public Agency or Authority of Transit Service,Full Reporter,2956746,783,MB,DO,232,1150701,,320983,,5000,,40278,,3341,,1520303,,596,,182,,3,,22,,2,,805,,26367264,,8932103,,139304,,1309460,,36748131,,22.9141,,27.8273,,0.1211,,32.5106,,24.1716,,No
Santa Clara Valley Transportation Authority,San Jose,CA,9013,90013,Independent Public Agency or Authority of Transit Service,Full Reporter,1664496,654,LR,DO,59,323022,,223198,,234966,,107957,,183586,,1072729,,166,,122,,126,,62,,112,,588,,12655366,,12656177,,10738136,,5286735,,41336414,,39.178,,56.7038,,33.2427,,48.9707,,38.5339,,No
Santa Clara Valley Transportation Authority,San Jose,CA,9013,90013,Independent Public Agency or Authority of Transit Service,Full Reporter,1664496,654,MB,DO,389,1985289,,572132,,96634,,257836,,183586,,3095477,,1028,,290,,52,,148,,111,,1629,,72692801,,24620239,,2357059,,12626302,,112296401,,36.6157,,43.0324,,1.1873,,48.9703,,36.2776,,No
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,29,Independent Public Agency or Authority of Transit Service,Full Reporter,3059393,621,CB,DO,43,120780,,22682,,3807,,25493,,2914,,175676,,66.56,,13.34,,2.07,,15.01,,1.65,,98.63,,3713555,,809946,,119195,,1105498,,5748194,,30.7464,,35.7088,,0.9869,,43.3648,,32.7204,,No
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,29,Independent Public Agency or Authority of Transit Service,Full Reporter,3059393,621,VP,DO,375,13342,,8860,,1565,,11887,,562,,36216,,6.93,,5.84,,0.85,,7.33,,0.33,,21.28,,456716,,319284,,48900,,552708,,1377608,,34.2314,,36.0366,,3.6651,,46.4968,,38.0387,,No
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,29,Independent Public Agency or Authority of Transit Service,Full Reporter,3059393,621,MB,DO,108,665716,,115013,,20489,,136880,,15597,,953695,,365.94,,67.61,,11.12,,80.6,,8.81,,534.08,,20423602,,4113321,,641471,,5934382,,31112776,,30.6792,,35.764,,0.9636,,43.3546,,32.6234,,No
Central Florida Regional Transportation Authority,Orlando,FL,4035,40035,Independent Public Agency or Authority of Transit Service,Full Reporter,1510516,610,MB,DO,245,1427108,,268771,,69820,,176016,,0,,1941715,,716.5,,135,,35,,98,,0,,984.5,,29711256,,6516132,,1379262,,4315673,,41922323,,20.8192,,24.2442,,0.9665,,24.5186,,21.5904,,No
Central Florida Regional Transportation Authority,Orlando,FL,4035,40035,Independent Public Agency or Authority of Transit Service,Full Reporter,1510516,610,RB,DO,14,63119,,6697,,3998,,9723,,0,,83537,,31.5,,4,,2,,5,,0,,42.5,,1003305,,102292,,78815,,246610,,1431022,,15.8955,,15.2743,,1.2487,,25.3636,,17.1304,,No
San Francisco Bay Area Rapid Transit District,Oakland,CA,9003,90003,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212,559,HR,DO,556,2296425,,1120203,,1393671,,795447,,858518,,6464264,,1224.95,,581.7,,723.5,,432.1,,429.75,,3392,,112895381,,49494322,,56991268,,42104324,,261485295,,49.1614,,44.1834,,24.8174,,52.9317,,40.4509,,No
California Vanpool Authority,Hanford,CA,9230,90230,"City, County or Local Government Unit or Department of Transportation",Full Reporter,87941,552,VP,DO,552,8111,,10510,,0,,34481,,0,,53102,,4,,5,,0,,19,,0,,28,,218364,,232131,,0,,1014052,,1464547,,26.922,,22.0867,,0,,29.409,,27.5799,,No
Pierce County Transportation Benefit Area Authority,Tacoma,WA,3,3,Independent Public Agency or Authority of Transit Service,Full Reporter,3059393,533,VP,DO,322,14260,,9125,,2040,,9152,,0,,34577,,6.2,,4.71,,1.27,,5.32,,0,,17.5,,561817,,263584,,42669,,325859,,1193929,,39.3981,,28.8859,,2.9922,,35.6052,,34.5296,,No
Pierce County Transportation Benefit Area Authority,Tacoma,WA,3,3,Independent Public Agency or Authority of Transit Service,Full Reporter,3059393,533,DR,DO,30,53270,,6205,,1557,,20460,,0,,81492,,22.25,,3.19,,0.99,,10.71,,0,,37.14,,2149208,,211011,,52409,,736655,,3149283,,40.3456,,34.0066,,0.9838,,36.0046,,38.6453,,No
Pierce County Transportation Benefit Area Authority,Tacoma,WA,3,3,Independent Public Agency or Authority of Transit Service,Full Reporter,3059393,533,MB,DO,120,699270,,88811,,45054,,126678,,0,,959813,,361.79,,47,,27,,71.27,,0,,507.06,,19904901,,2610948,,1311454,,5718311,,29545614,,28.4653,,29.3989,,1.8755,,45.1405,,30.7827,,No
Enterprise Rideshare - Michigan,Farmington Hills,MI,5193,50193,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,3734090,523,VP,DO,523,0,,0,,0,,7277,W,0,,7277,W,0,,0,,0,,5,,0,,5,,0,,0,,0,,1308327,,1308327,,,,,,,,179.7893,W,179.7893,,Yes
City of Detroit Department of Transportation,Detroit,MI,5119,50119,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3734090,519,MB,DO,243,1529508,,428066,,78847,,56591,,0,,2093012,,696,,169,,28,,47,,0,,940,,31701648,,11851856,,1877322,,1687890,,47118716,,20.7267,,27.687,,1.2274,,29.8261,,22.5124,,No
Broward County Transit Division,Plantation,FL,4029,40029,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379,494,MB,DO,284,1659990,,363323,,19671,,179696,,0,,2222680,,772,,173,,11,,103,,0,,1059,,43813848,,11835777,,456473,,6481683,,62587781,,26.394,,32.5765,,0.275,,36.0703,,28.1587,,No
The Greater Cleveland Regional Transit Authority,Cleveland,OH,5015,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,1780673,487,DR,DO,68,343750,,59928,,29002,,88822,,0,,521502,,149.78,,31,,14.33,,45.08,,0,,240.19,,7019230,,1656563,,591976,,3256946,,12524715,,20.4196,,27.6426,,1.7221,,36.6682,,24.0166,,No
The Greater Cleveland Regional Transit Authority,Cleveland,OH,5015,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,1780673,487,MB,DO,286,1984838,,541203,,163313,,432174,,0,,3121528,,913.11,,277.89,,69.01,,209.96,,0,,1469.97,,45869309,,15483232,,3132108,,13489291,,77973940,,23.1099,,28.6089,,1.578,,31.2126,,24.9794,,No
The Greater Cleveland Regional Transit Authority,Cleveland,OH,5015,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,1780673,487,HR,DO,20,232153,,165194,,275625,,30162,,0,,703134,,109.25,,75.97,,124.51,,16.09,,0,,325.82,,4381596,,4277060,,7277561,,1019444,,16955661,,18.8737,,25.8911,,31.3481,,33.799,,24.1144,,No
The Greater Cleveland Regional Transit Authority,Cleveland,OH,5015,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,1780673,487,RB,DO,13,69001,,16147,,5541,,18648,,0,,109337,,32.17,,8.11,,2.33,,9.4,,0,,52.01,,1591552,,474535,,102762,,599830,,2768679,,23.0656,,29.3884,,1.4893,,32.1659,,25.3224,,No
The Greater Cleveland Regional Transit Authority,Cleveland,OH,5015,50015,Independent Public Agency or Authority of Transit Service,Full Reporter,1780673,487,LR,DO,13,95114,,43549,,72661,,19605,,0,,230929,,44.68,,20.03,,32.82,,10.45,,0,,107.98,,1877738,,1127533,,1918536,,662638,,5586445,,19.742,,25.8911,,20.1709,,33.7994,,24.1912,,No
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",St. Louis,MO,7006,70006,Independent Public Agency or Authority of Transit Service,Full Reporter,2150706,482,LR,DO,58,398642,,121788,,225081,,126649,,23960,,896120,,275.55,,60.25,,116.02,,80.41,,11.42,,543.65,,10373215,,3766613,,7261757,,3797286,,25198871,,26.0214,,30.9276,,18.2162,,29.9828,,28.12,,No
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",St. Louis,MO,7006,70006,Independent Public Agency or Authority of Transit Service,Full Reporter,2150706,482,MB,DO,318,1997444,,423061,,136538,,259173,,8671,,2824887,,1039.45,,224.28,,70.92,,153.44,,4.23,,1492.32,,45888070,,11662939,,3665820,,8066134,,69282963,,22.9734,,27.568,,1.8353,,31.1226,,24.5259,,No
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",St. Louis,MO,7006,70006,Independent Public Agency or Authority of Transit Service,Full Reporter,2150706,482,DR,DO,106,485979,,62279,,6145,,28907,,362,,583672,,232.99,,31.48,,3.07,,19.15,,0.24,,286.93,,8748840,,1676624,,169190,,1009327,,11603981,,18.0025,,26.9212,,0.3481,,34.9164,,19.881,,No
Delaware Transit Corporation,Dover,DE,3075,30075,Independent Public Agency or Authority of Transit Service,Full Reporter,5441567,451,DR,DO,246,824736,,86106,,12945,,146726,,0,,1070513,,380,,49,,10,,92,,0,,531,,15423116,,1774064,,254474,,3480357,,20932011,,18.7007,,20.6033,,0.3086,,23.7201,,19.5533,,No
Delaware Transit Corporation,Dover,DE,3075,30075,Independent Public Agency or Authority of Transit Service,Full Reporter,5441567,451,MB,DO,157,660401,,162046,,8065,,91412,,0,,921924,,314,,83,,6,,57,,0,,460,,15125886,,4015442,,178067,,2221203,,21540598,,22.9041,,24.7796,,0.2696,,24.2988,,23.3648,,No
Ben Franklin Transit,Richland,WA,18,18,Independent Public Agency or Authority of Transit Service,Full Reporter,210975,431,DR,DO,80,181727,,15270,,2230,,20877,,0,,220104,,108,,8.81,,1.22,,12.17,,0,,130.2,,5073512,,529871,,60740,,694794,,6358917,,27.9183,,34.7001,,0.3342,,33.2804,,28.8905,,No
Ben Franklin Transit,Richland,WA,18,18,Independent Public Agency or Authority of Transit Service,Full Reporter,210975,431,MB,DO,46,202670,,30451,,2803,,26244,,0,,262168,,131,,17.57,,1.53,,15.3,,0,,165.4,,5327299,,934189,,76357,,873412,,7211257,,26.2856,,30.6784,,0.3768,,33.2804,,27.5062,,No
Ben Franklin Transit,Richland,WA,18,18,Independent Public Agency or Authority of Transit Service,Full Reporter,210975,431,VP,DO,253,7424,,6265,,464,,4345,,0,,18498,,4,,3.62,,0.25,,2.53,,0,,10.4,,216386,,200910,,12643,,144617,,574556,,29.1468,,32.0686,,1.703,,33.2835,,31.0604,,No
"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",West Palm Beach,FL,4037,40037,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5502379,431,MB,DO,129,699633,,172811,,8462,,130074,,0,,1010980,,367,,92,,4,,71,,0,,534,,15965301,,4332719,,237667,,4414304,,24949991,,22.8195,,25.072,,0.3397,,33.9369,,24.679,,No
Milwaukee County Transit System,Milwaukee,WI,5008,50008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1376476,422,MB,DO,336,1829436,,293995,,32606,,128246,,0,,2284283,,818.1,,161.8,,14.8,,78.2,,0,,1072.9,,43332375,,7566972,,1179643,,4086779,,56165769,,23.6862,,25.7384,,0.6448,,31.8667,,24.5879,,No
Charlotte Area Transit System,Charlotte,NC,4008,40008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1249442,419,DR,DO,79,225852,,0,,0,,4020,,0,,229872,,121,,0,,0,,3,,0,,124,,4556369,,0,,0,,245038,,4801407,,20.1741,,,,0,,60.9547,,20.8873,,No
Charlotte Area Transit System,Charlotte,NC,4008,40008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1249442,419,CB,DO,67,162034,,45008,,0,,5217,,0,,212259,,89.5,,23.3,,0,,3,,0,,115.8,,3943684,,1132121,,0,,463851,,5539656,,24.3386,,25.1538,,0,,88.9114,,26.0986,,No
Charlotte Area Transit System,Charlotte,NC,4008,40008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1249442,419,VP,DO,59,3562,,931,,0,,2661,,0,,7154,,2,,0.45,,0,,2,,0,,4.45,,75791,,60925,,0,,218231,,354947,,21.2777,,65.4404,,0,,82.0109,,49.6152,,No
Charlotte Area Transit System,Charlotte,NC,4008,40008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1249442,419,SR,DO,2,14514,,4675,,0,,3749,,0,,22938,,7,,3,,0,,3,,0,,13,,424422,,107782,,0,,116038,,648242,,29.2422,,23.055,,0,,30.9517,,28.2606,,No
Charlotte Area Transit System,Charlotte,NC,4008,40008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1249442,419,MB,DO,198,1036446,,287891,,0,,33373,,0,,1357710,,574.5,,152.7,,0,,18,,0,,745.2,,26551872,,8174786,,0,,2969735,,37696393,,25.6182,,28.3954,,0,,88.9862,,27.7647,,No
Charlotte Area Transit System,Charlotte,NC,4008,40008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1249442,419,LR,DO,14,104769,,98478,,44589,,23947,,0,,271783,,65,,56,,28,,14,,0,,163,,2609032,,1764694,,1008749,,1746027,,7128502,,24.9027,,17.9197,,9.6283,,72.9121,,26.2287,,No
San Mateo County Transit District,San Carlos,CA,9009,90009,Independent Public Agency or Authority of Transit Service,Full Reporter,3281212,404,MB,DO,195,669398,,204691,,14016,,183682,,16609,,1088396,,361,,114,,9,,119,,9,,612,,23414497,,6799347,,535056,,8536293,,39285193,,34.9784,,33.2176,,0.7993,,46.4732,,36.0946,,No
"vRide, Inc. - Valley Metro",Phoenix,AZ,9169,90169,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,3629114,398,VP,DO,398,0,,0,,0,,7100,,0,,7100,,0,,0,,0,,4,,0,,4,,0,,0,,0,,542453,,542453,,,,,,,,76.4018,,76.4018,,No
Central Puget Sound Regional Transit Authority,Seattle,WA,40,40,Independent Public Agency or Authority of Transit Service,Full Reporter,3059393,378,LR,DO,50,217608,,79022,,240112,,115722,,818060,,1470524,,134.8,,50.95,,146.82,,66.02,,448.6,,847.19,,10608358,,3808727,,12291987,,5144831,,31853903,,48.7499,,48.1983,,56.4868,,44.4585,,21.6616,,No
Central Puget Sound Regional Transit Authority,Seattle,WA,40,40,Independent Public Agency or Authority of Transit Service,Full Reporter,3059393,378,CB,DO,208,814210,,223957,,45300,,124626,,23667,,1231760,,512.7,,132.63,,26.63,,71.85,,13.15,,756.96,,29772830,,9744336,,1816818,,4295841,,45629825,,36.5665,,43.5099,,2.2314,,34.4699,,37.0444,,No
Central Puget Sound Regional Transit Authority,Seattle,WA,40,40,Independent Public Agency or Authority of Transit Service,Full Reporter,3059393,378,SR,DO,2,23892,,8702,,4666,,7120,,36931,,81311,,12.3,,4.83,,2.4,,3.92,,19.65,,43.1,,885671,,373422,,293244,,590843,,2143180,,37.0698,,42.9122,,12.2737,,82.9836,,26.3578,,No
Transportation District Commission of Hampton Roads,Hampton,VA,3083,30083,Independent Public Agency or Authority of Transit Service,Full Reporter,1439666,375,LR,DO,6,96199,,52055,,21444,,30285,,0,,199983,,57.88,,30.25,,9.89,,19.03,,0,,117.05,,2347878,,1719678,,624826,,1054388,,5746770,,24.4065,,33.0358,,6.4951,,34.8155,,28.7363,,No
Transportation District Commission of Hampton Roads,Hampton,VA,3083,30083,Independent Public Agency or Authority of Transit Service,Full Reporter,1439666,375,MB,DO,227,1125755,,341802,,24576,,276629,,0,,1768762,,671.22,,220.75,,12.28,,177.7,,0,,1081.95,,23090359,,8498596,,531128,,9907236,,42027319,,20.511,,24.8641,,0.4718,,35.8142,,23.7609,,No
Central Ohio Transit Authority,Columbus,OH,5016,50016,Independent Public Agency or Authority of Transit Service,Full Reporter,1368035,357,MB,DO,297,1491431,,325669,,61738,,235450,,0,,2114288,,775,,171,,31,,145,,0,,1122,,37603096,,9357045,,1887789,,8218813,,57066743,,25.2128,,28.7318,,1.2658,,34.9068,,26.991,,No
Niagara Frontier Transportation Authority,Buffalo,NY,2004,20004,Independent Public Agency or Authority of Transit Service,Full Reporter,935906,356,DR,DO,62,213309,,17771,,1206,,600,,0,,232886,,92.6,,8.5,,0.6,,0.3,,0,,102,,2912170,,465573,,25860,,14748,,3418351,,13.6524,,26.1985,,0.1212,,24.58,,14.6782,,No
Niagara Frontier Transportation Authority,Buffalo,NY,2004,20004,Independent Public Agency or Authority of Transit Service,Full Reporter,935906,356,MB,DO,271,1131738,,364164,,56493,,40230,,0,,1592625,,588,,188.5,,29,,21,,0,,826.5,,22755599,,8491423,,1211292,,777887,,33236201,,20.1068,,23.3176,,1.0703,,19.336,,20.8688,,No
Niagara Frontier Transportation Authority,Buffalo,NY,2004,20004,Independent Public Agency or Authority of Transit Service,Full Reporter,935906,356,LR,DO,23,82767,,51558,,112692,,7034,,858,,254909,,47,,29,,63.5,,4,,0.5,,144,,1928423,,779822,,2964495,,222021,,5894761,,23.2994,,15.1251,,35.8174,,31.564,,23.125,,No
Southwest Ohio Regional Transit Authority,Cincinnati,OH,5012,50012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1624827,348,MB,DO,299,1095729,,329131,,58244,,174249,,0,,1657353,,508,,173,,30,,96,,0,,807,,27592977,,9469935,,1326796,,5555020,,43944728,,25.1823,,28.7725,,1.2109,,31.8798,,26.515,,No
City of Tucson,Tucson   ,AZ,9033,90033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,843168,333,SR,DO,6,44849,,7329,,6002,,7689,,0,,65869,,31,,5,,5,,4,,0,,45,,815551,,189362,,76918,,223971,,1305802,,18.1844,,25.8374,,1.715,,29.1288,,19.8242,,No
City of Tucson,Tucson   ,AZ,9033,90033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,843168,333,MB,DO,204,899118,,211826,,21896,,104396,,0,,1237236,,469,,109,,11,,59,,0,,648,,15879780,,4272131,,390366,,2079980,,22622257,,17.6615,,20.1681,,0.4342,,19.9239,,18.2845,,No
City of Tucson,Tucson   ,AZ,9033,90033,"City, County or Local Government Unit or Department of Transportation",Full Reporter,843168,333,DR,DO,123,508734,,0,,3879,,17019,,0,,529632,,240,,0,,2,,9,,0,,251,,6723731,,0,,54106,,365263,,7143100,,13.2166,,,,0.1064,,21.4621,,13.4869,,No
Greater Richmond Transit Company,Richmond,VA,3006,30006,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,953556,327,MB,DO,120,675317,,101098,,37322,,120016,,0,,933753,,321,,50,,19,,68,,0,,458,,12499087,,1954270,,693779,,3253043,,18400179,,18.5085,,19.3305,,1.0273,,27.1051,,19.7056,,No
Kansas City Area Transportation Authority,Kansas City,MO,7005,70005,Independent Public Agency or Authority of Transit Service,Full Reporter,1519417,325,VP,DO,17,161,,0,,30,,240,,0,,431,,0,,0,,0,,0,,0,,0,,3503,,0,,830,,3027,,7360,,21.7578,,,,5.1553,,12.6125,,17.0766,,No
