State,Agency,AgencyNTDID,AgencyID,OrgType,ReporterType,UZA Size,WholeAgencyVOMsSize,Mode,EmployType,VOMs,vehicleOperationsHours,VehicleMaintHours,nonVehicleMaintHours,GeneralAdminHours,TotalOperatingHours,CapitalHours,TotalEmployeeHours,VehicleOperationsCount,VehicleMaintCount,NonVehicleCount,GeneralAdminCount,TotalOperatingCount,CapitalCount,TotalEmployeeCount
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),90154,9154,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",MB,Part Time,1751,"1,070,704",,,"9,074","1,079,778",,"1,079,778",954.0,,,13.0,967.0,,967.0
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),90154,9154,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",RB,Full Time,33,"158,059","33,220","16,464","1,184","208,927",,"208,927",71.0,17.0,9.0,1.0,98.0,,98.0
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),90154,9154,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",RB,Part Time,33,"11,468",,,,"11,468",,"11,468",5.0,,,,5.0,,5.0
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),90154,9154,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",Total,,1998,"10,375,906","3,897,205","1,380,952","725,433","16,379,496",,"16,379,496","4,503.0","1,948.0",724.0,383.0,"7,558.0",,"7,558.0"
CA,Montebello Bus Lines(MBL),90041,9041,City,Full Reporter: Operating,Over 1 million,100-249,CB,Full Time,4,"2,703",636,89,434,"3,862",,"3,862",1.2,0.3,0.1,0.3,1.9,,1.9
CA,Montebello Bus Lines(MBL),90041,9041,City,Full Reporter: Operating,Over 1 million,100-249,CB,Part Time,4,"3,565",217,,54,"3,836",,"3,836",2.7,0.2,,0.1,3.0,,3.0
CA,Montebello Bus Lines(MBL),90041,9041,City,Full Reporter: Operating,Over 1 million,100-249,MB,Full Time,56,"170,931","39,863","5,594","30,086","246,474",,"246,474",75.8,20.3,2.9,16.7,115.7,,115.7
CA,Montebello Bus Lines(MBL),90041,9041,City,Full Reporter: Operating,Over 1 million,100-249,MB,Part Time,56,"110,369","13,695",,"3,389","127,453",,"127,453",66.3,8.2,,1.9,76.4,,76.4
CA,Montebello Bus Lines(MBL),90041,9041,City,Full Reporter: Operating,Over 1 million,100-249,Total,,60,"287,568","54,411","5,683","33,963","381,625",,"381,625",146.0,29.0,3.0,19.0,197.0,,197.0
CA,Monterey-Salinas Transit(MST),90062,9062,Authority,Full Reporter: Operating,"Under 200,000",100-249,CB,Full Time,5,"24,369","4,944","1,014","4,402","34,729",,"34,729",13.4,2.9,0.5,2.5,19.3,,19.3
CA,Monterey-Salinas Transit(MST),90062,9062,Authority,Full Reporter: Operating,"Under 200,000",100-249,CB,Part Time,5,44,,,39,83,,83,0.2,,,0.1,0.3,,0.3
CA,Monterey-Salinas Transit(MST),90062,9062,Authority,Full Reporter: Operating,"Under 200,000",100-249,MB,Full Time,50,"256,507","52,036","10,673","46,339","365,555",,"365,555",140.6,30.1,5.5,26.5,202.7,,202.7
CA,Monterey-Salinas Transit(MST),90062,9062,Authority,Full Reporter: Operating,"Under 200,000",100-249,MB,Part Time,50,466,,,409,875,,875,1.8,,,0.9,2.7,,2.7
CA,Monterey-Salinas Transit(MST),90062,9062,Authority,Full Reporter: Operating,"Under 200,000",100-249,Total,,55,"281,386","56,980","11,687","51,189","401,242",,"401,242",156.0,33.0,6.0,30.0,225.0,,225.0
CA,Norwalk Transit System(NTS),90022,9022,City,Full Reporter: Operating,Over 1 million,25-49,MB,Full Time,19,"56,889","20,741","2,305","16,091","96,026",,"96,026",35.0,13.0,1.0,9.0,58.0,,58.0
CA,Norwalk Transit System(NTS),90022,9022,City,Full Reporter: Operating,Over 1 million,25-49,MB,Part Time,19,"45,061","6,807",786,"3,934","56,588",,"56,588",43.0,6.0,1.0,3.0,53.0,,53.0
CA,Norwalk Transit System(NTS),90022,9022,City,Full Reporter: Operating,Over 1 million,25-49,Total,,19,"101,950","27,548","3,091","20,025","152,614",,"152,614",78.0,19.0,2.0,12.0,111.0,,111.0
CA,Omnitrans(OMNI),90029,9029,Authority,Full Reporter: Operating,Over 1 million,100-249,MB,Full Time,136,"731,012","132,206","37,973","133,670","1,034,861",,"1,034,861",397.0,95.0,21.0,63.0,576.0,,576.0
CA,Omnitrans(OMNI),90029,9029,Authority,Full Reporter: Operating,Over 1 million,100-249,MB,Part Time,136,"6,081",,,"1,910","7,991",,"7,991",4.0,,,2.0,6.0,,6.0
CA,Omnitrans(OMNI),90029,9029,Authority,Full Reporter: Operating,Over 1 million,100-249,Total,,136,"737,093","132,206","37,973","135,580","1,042,852",,"1,042,852",401.0,95.0,21.0,65.0,582.0,,582.0
CA,Orange County Transportation Authority(OCTA),90036,9036,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",CB,Full Time,6,"13,069","7,066",599,"3,000","23,734",,"23,734",6.0,4.0,,1.0,11.0,,11.0
CA,Orange County Transportation Authority(OCTA),90036,9036,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",CB,Part Time,6,267,29,6,130,432,,432,,,,,,,
CA,Orange County Transportation Authority(OCTA),90036,9036,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",MB,Full Time,311,"1,618,384","339,778","35,388","201,464","2,195,014",,"2,195,014",814.0,185.0,16.0,114.0,"1,129.0",,"1,129.0"
CA,Orange County Transportation Authority(OCTA),90036,9036,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",MB,Part Time,311,"28,391","1,316",378,"11,051","41,136",,"41,136",17.0,2.0,1.0,10.0,30.0,,30.0
CA,Orange County Transportation Authority(OCTA),90036,9036,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",Total,,317,"1,660,111","348,189","36,371","215,645","2,260,316",,"2,260,316",837.0,191.0,17.0,125.0,"1,170.0",,"1,170.0"
CA,"Paratransit, Inc.",90223,9223,Non-Profit,Full Reporter: Operating,Over 1 million,100-249,DR,Full Time,101,"325,797","19,830","1,777","35,255","382,659",,"382,659",154.0,11.7,1.0,20.0,186.7,,186.7
CA,"Paratransit, Inc.",90223,9223,Non-Profit,Full Reporter: Operating,Over 1 million,100-249,DR,Part Time,101,"22,167",55,,,"22,222",,"22,222",19.1,,,,19.1,,19.1
CA,"Paratransit, Inc.",90223,9223,Non-Profit,Full Reporter: Operating,Over 1 million,100-249,Total,,101,"347,964","19,885","1,777","35,255","404,881",,"404,881",173.1,11.7,1.0,20.0,205.8,,205.8
CA,Placer County Department of Public Works(PCDPW),90196,9196,City,Full Reporter: Operating,Over 1 million,25-49,MB,Full Time,14,"47,781","8,854",,"18,389","75,024",,"75,024",23.9,4.8,,10.1,38.8,,38.8
CA,Placer County Department of Public Works(PCDPW),90196,9196,City,Full Reporter: Operating,Over 1 million,25-49,MB,Part Time,14,"22,406",,292,,"22,698",,"22,698",11.2,,0.3,,11.5,,11.5
CA,Placer County Department of Public Works(PCDPW),90196,9196,City,Full Reporter: Operating,Over 1 million,25-49,Total,,14,"70,187","8,854",292,"18,389","97,722",,"97,722",35.1,4.8,0.3,10.1,50.3,,50.3
CA,Riverside Transit Agency(RTA),90031,9031,Authority,Full Reporter: Operating,Over 1 million,100-249,CB,Full Time,14,"32,740","13,681","1,200","3,814","51,435",,"51,435",18.7,7.8,0.6,2.9,30.0,,30.0
CA,Riverside Transit Agency(RTA),90031,9031,Authority,Full Reporter: Operating,Over 1 million,100-249,CB,Part Time,14,"1,258",,,513,"1,771",,"1,771",0.4,,,1.1,1.5,,1.5
CA,Riverside Transit Agency(RTA),90031,9031,Authority,Full Reporter: Operating,Over 1 million,100-249,MB,Full Time,70,"409,290","77,526","18,812","59,807","565,435",,"565,435",233.3,44.2,9.4,45.1,332.0,,332.0
CA,Riverside Transit Agency(RTA),90031,9031,Authority,Full Reporter: Operating,Over 1 million,100-249,MB,Part Time,70,"15,728",,,"8,042","23,770",,"23,770",4.6,,,16.9,21.5,,21.5
CA,Riverside Transit Agency(RTA),90031,9031,Authority,Full Reporter: Operating,Over 1 million,100-249,Total,,84,"459,016","91,207","20,012","72,176","642,411",,"642,411",257.0,52.0,10.0,66.0,385.0,,385.0
CA,Sacramento Regional Transit District(Sacramento RT),90019,9019,Authority,Full Reporter: Operating,Over 1 million,100-249,DR,Full Time,2,"4,988",873,149,"1,176","7,186",,"7,186",2.7,0.5,0.1,0.6,3.9,,3.9
CA,Sacramento Regional Transit District(Sacramento RT),90019,9019,Authority,Full Reporter: Operating,Over 1 million,100-249,LR,Full Time,61,"218,808","132,612","87,837","108,575","547,832","40,149","587,981",110.0,66.0,44.0,59.0,279.0,22.0,301.0
CA,Sacramento Regional Transit District(Sacramento RT),90019,9019,Authority,Full Reporter: Operating,Over 1 million,100-249,MB,Full Time,160,"785,503","157,048","26,777","169,476","1,138,804","19,775","1,158,579",429.3,90.5,14.9,91.4,626.1,11.0,637.1
CA,Sacramento Regional Transit District(Sacramento RT),90019,9019,Authority,Full Reporter: Operating,Over 1 million,100-249,Total,,223,"1,009,299","290,533","114,763","279,227","1,693,822","59,924","1,753,746",542.0,157.0,59.0,151.0,909.0,33.0,942.0
CA,San Diego Metropolitan Transit System(MTS),90026,9026,Authority,Full Reporter: Operating,Over 1 million,500-999,LR,Full Time,96,"531,859","166,648","243,235","6,024","947,766",,"947,766",293.0,86.0,120.0,4.0,503.0,,503.0
CA,San Diego Metropolitan Transit System(MTS),90026,9026,Authority,Full Reporter: Operating,Over 1 million,500-999,LR,Part Time,96,"26,151",5,,158,"26,314",,"26,314",45.0,1.0,,1.0,47.0,,47.0
CA,San Diego Metropolitan Transit System(MTS),90026,9026,Authority,Full Reporter: Operating,Over 1 million,500-999,MB,Full Time,215,"996,225","293,396","7,241","49,568","1,346,430",,"1,346,430",554.0,176.0,4.0,25.0,759.0,,759.0
CA,San Diego Metropolitan Transit System(MTS),90026,9026,Authority,Full Reporter: Operating,Over 1 million,500-999,MB,Part Time,215,924,,,"6,869","7,793",,"7,793",2.0,,,7.0,9.0,,9.0
CA,San Diego Metropolitan Transit System(MTS),90026,9026,Authority,Full Reporter: Operating,Over 1 million,500-999,Total,,311,"1,555,159","460,049","250,476","62,619","2,328,303",,"2,328,303",894.0,263.0,124.0,37.0,"1,318.0",,"1,318.0"
CA,San Francisco Bay Area Rapid Transit District(BART),90003,9003,Authority,Full Reporter: Operating/Building,Over 1 million,500-999,HR,Full Time,534,"2,198,355","952,054","1,309,514","691,286","5,151,209","568,754","5,719,963","1,107.0",493.0,631.0,379.0,"2,610.0",366.0,"2,976.0"
CA,San Francisco Bay Area Rapid Transit District(BART),90003,9003,Authority,Full Reporter: Operating/Building,Over 1 million,500-999,HR,Part Time,534,"89,670",,,"1,541","91,211",,"91,211",51.0,6.0,5.0,4.0,66.0,,66.0
CA,San Francisco Bay Area Rapid Transit District(BART),90003,9003,Authority,Full Reporter: Operating/Building,Over 1 million,500-999,Total,,534,"2,288,025","952,054","1,309,514","692,827","5,242,420","568,754","5,811,174","1,158.0",499.0,636.0,383.0,"2,676.0",366.0,"3,042.0"
CA,San Francisco Municipal Railway(MUNI),90015,9015,City,Full Reporter: Operating,Over 1 million,"1,000 & Over",CC,Full Time,27,"504,973","79,981","118,866","53,592","757,412",,"757,412",207.0,44.0,55.0,38.0,344.0,,344.0
CA,San Francisco Municipal Railway(MUNI),90015,9015,City,Full Reporter: Operating,Over 1 million,"1,000 & Over",LR,Full Time,131,"931,630","549,724","280,678","117,596","1,879,628",,"1,879,628",402.0,282.0,154.0,80.0,918.0,,918.0
CA,San Francisco Municipal Railway(MUNI),90015,9015,City,Full Reporter: Operating,Over 1 million,"1,000 & Over",MB,Full Time,409,"2,311,839","555,403","41,180","103,882","3,012,304",,"3,012,304","1,154.0",308.0,19.0,66.0,"1,547.0",,"1,547.0"
CA,San Francisco Municipal Railway(MUNI),90015,9015,City,Full Reporter: Operating,Over 1 million,"1,000 & Over",SR,Full Time,24,"100,106","30,028","33,526","9,108","172,768",,"172,768",43.0,17.0,18.0,6.0,84.0,,84.0
CA,San Francisco Municipal Railway(MUNI),90015,9015,City,Full Reporter: Operating,Over 1 million,"1,000 & Over",TB,Full Time,207,"1,362,008","1,829,920","158,632","57,036","3,407,596",,"3,407,596",632.0,99.0,73.0,33.0,837.0,,837.0
CA,San Francisco Municipal Railway(MUNI),90015,9015,City,Full Reporter: Operating,Over 1 million,"1,000 & Over",Total,,798,"5,210,556","3,045,056","632,882","341,214","9,229,708",,"9,229,708","2,438.0",750.0,319.0,223.0,"3,730.0",,"3,730.0"
CA,San Joaquin Regional Transit District(RTD),90012,9012,Authority,Full Reporter: Operating,"200,000 - 1 million",100-249,MB,Full Time,47,"174,394","59,634","30,710","66,012","330,750","15,581","346,331",86.0,28.0,15.0,39.0,168.0,8.0,176.0
CA,San Joaquin Regional Transit District(RTD),90012,9012,Authority,Full Reporter: Operating,"200,000 - 1 million",100-249,MB,Part Time,47,"7,303",,,"7,988","15,291","4,671","19,962",11.0,,,10.0,21.0,4.0,25.0
CA,San Joaquin Regional Transit District(RTD),90012,9012,Authority,Full Reporter: Operating,"200,000 - 1 million",100-249,Total,,47,"181,697","59,634","30,710","74,000","346,041","20,252","366,293",97.0,28.0,15.0,49.0,189.0,12.0,201.0
CA,San Luis Obispo Regional Transit Authority(SLORTA),90206,9206,Authority,Full Reporter: Operating,"Under 200,000",25-49,CB,Full Time,1,"2,001",501,,319,"2,821",,"2,821",1.0,0.3,,0.2,1.5,,1.5
CA,San Luis Obispo Regional Transit Authority(SLORTA),90206,9206,Authority,Full Reporter: Operating,"Under 200,000",25-49,CB,Part Time,1,688,,,,688,,688,0.7,,,,0.7,,0.7
CA,San Luis Obispo Regional Transit Authority(SLORTA),90206,9206,Authority,Full Reporter: Operating,"Under 200,000",25-49,DR,Full Time,18,"50,557","10,140",,"6,470","67,167",,"67,167",25.8,5.2,,3.5,34.5,,34.5
CA,San Luis Obispo Regional Transit Authority(SLORTA),90206,9206,Authority,Full Reporter: Operating,"Under 200,000",25-49,DR,Part Time,18,"3,913",,,,"3,913",,"3,913",3.8,,,,3.8,,3.8
CA,San Luis Obispo Regional Transit Authority(SLORTA),90206,9206,Authority,Full Reporter: Operating,"Under 200,000",25-49,MB,Full Time,22,"69,414","14,257",,"8,461","92,132",,"92,132",35.5,7.3,,4.6,47.3,,47.3
CA,San Luis Obispo Regional Transit Authority(SLORTA),90206,9206,Authority,Full Reporter: Operating,"Under 200,000",25-49,MB,Part Time,22,"23,883",,,,"23,883",,"23,883",23.0,,,,23.0,,23.0
CA,San Luis Obispo Regional Transit Authority(SLORTA),90206,9206,Authority,Full Reporter: Operating,"Under 200,000",25-49,Total,,41,"150,456","24,898",,"15,250","190,604",,"190,604",89.7,12.8,,8.2,110.7,,110.7
CA,San Mateo County Transit District(SamTrans),90009,9009,Authority,Full Reporter: Operating,Over 1 million,250-499,MB,Full Time,192,"589,274","203,213","11,634","161,876","965,997","18,085","984,082",293.0,120.0,6.0,90.0,509.0,10.0,519.0
CA,San Mateo County Transit District(SamTrans),90009,9009,Authority,Full Reporter: Operating,Over 1 million,250-499,MB,Part Time,192,"54,402",,,"10,171","64,573",,"64,573",59.0,,,22.0,81.0,,81.0
CA,San Mateo County Transit District(SamTrans),90009,9009,Authority,Full Reporter: Operating,Over 1 million,250-499,Total,,192,"643,676","203,213","11,634","172,047","1,030,570","18,085","1,048,655",352.0,120.0,6.0,112.0,590.0,10.0,600.0
CA,Santa Barbara Metropolitan Transit District(SBMTD),90020,9020,Authority,Full Reporter: Operating,"Under 200,000",50-99,CB,Full Time,4,"2,974",399,54,293,"3,720",5,"3,725",1.4,0.2,0.0,0.1,1.8,0.0,1.8
CA,Santa Barbara Metropolitan Transit District(SBMTD),90020,9020,Authority,Full Reporter: Operating,"Under 200,000",50-99,CB,Part Time,4,,128,,,128,,128,,0.1,,,0.1,,0.1
CA,Santa Barbara Metropolitan Transit District(SBMTD),90020,9020,Authority,Full Reporter: Operating,"Under 200,000",50-99,MB,Full Time,83,"294,391","39,529","5,371","28,973","368,264",489,"368,753",162.3,21.8,3.0,15.9,203.0,0.2,203.2
CA,Santa Barbara Metropolitan Transit District(SBMTD),90020,9020,Authority,Full Reporter: Operating,"Under 200,000",50-99,MB,Part Time,83,,"12,663",,,"12,663",,"12,663",,7.9,,,7.9,,7.9
CA,Santa Barbara Metropolitan Transit District(SBMTD),90020,9020,Authority,Full Reporter: Operating,"Under 200,000",50-99,Total,,87,"297,365","52,719","5,425","29,266","384,775",494,"385,269",163.8,30.0,3.0,16.0,212.8,0.3,213.0
CA,Santa Clara Valley Transportation Authority(VTA),90013,9013,Authority,Full Reporter: Operating,Over 1 million,500-999,LR,Full Time,57,"295,642","198,036","239,811","67,555","801,044","209,112","1,010,156",162.0,89.0,114.0,41.0,406.0,112.0,518.0
CA,Santa Clara Valley Transportation Authority(VTA),90013,9013,Authority,Full Reporter: Operating,Over 1 million,500-999,MB,Full Time,370,"1,768,994","591,407","97,480","215,736","2,673,617","207,245","2,880,862",990.0,292.0,50.0,131.0,"1,463.0",111.0,"1,574.0"
CA,Santa Clara Valley Transportation Authority(VTA),90013,9013,Authority,Full Reporter: Operating,Over 1 million,500-999,Total,,427,"2,064,636","789,443","337,291","283,291","3,474,661","416,357","3,891,018","1,152.0",381.0,164.0,172.0,"1,869.0",223.0,"2,092.0"
CA,Santa Cruz Metropolitan Transit District(SCMTD),90006,9006,Authority,Full Reporter: Operating,"Under 200,000",100-249,CB,Full Time,15,"37,942","5,827","2,370","7,230","53,369",,"53,369",19.0,4.0,1.0,5.0,29.0,,29.0
CA,Santa Cruz Metropolitan Transit District(SCMTD),90006,9006,Authority,Full Reporter: Operating,"Under 200,000",100-249,DR,Full Time,29,"97,452","2,809",,,"100,261",,"100,261",54.0,1.0,,,55.0,,55.0
CA,Santa Cruz Metropolitan Transit District(SCMTD),90006,9006,Authority,Full Reporter: Operating,"Under 200,000",100-249,MB,Full Time,68,"317,657","48,782","19,842","61,359","447,640",943,"448,583",163.0,33.0,13.0,34.0,243.0,0.5,243.5
CA,Santa Cruz Metropolitan Transit District(SCMTD),90006,9006,Authority,Full Reporter: Operating,"Under 200,000",100-249,Total,,112,"453,051","57,418","22,212","68,589","601,270",943,"602,213",236.0,38.0,14.0,39.0,327.0,0.5,327.5
CA,Santa Monica's Big Blue Bus(Big Blue Bus),90008,9008,City,Full Reporter: Operating,Over 1 million,100-249,MB,Full Time,152,"661,545","125,261","15,006","36,799","838,611","8,803","847,414",304.0,74.5,9.5,25.0,413.0,4.9,417.9
CA,Santa Monica's Big Blue Bus(Big Blue Bus),90008,9008,City,Full Reporter: Operating,Over 1 million,100-249,MB,Part Time,152,"1,308","4,669",,"1,819","7,796",,"7,796",5.0,2.0,,2.3,9.3,,9.3
CA,Santa Monica's Big Blue Bus(Big Blue Bus),90008,9008,City,Full Reporter: Operating,Over 1 million,100-249,Total,,152,"662,853","129,930","15,006","38,618","846,407","8,803","855,210",309.0,76.5,9.5,27.3,422.3,4.9,427.2
CA,Sonoma County Transit(SCT),90089,9089,City,Full Reporter: Operating,"200,000 - 1 million",50-99,MB,Full Time,3,"3,095",560,,553,"4,208",,"4,208",1.5,0.3,,0.3,2.0,,2.0
CA,Sonoma County Transit(SCT),90089,9089,City,Full Reporter: Operating,"200,000 - 1 million",50-99,MB,Part Time,3,"5,424",,,,"5,424",,"5,424",5.5,,,,5.5,,5.5
CA,Sonoma County Transit(SCT),90089,9089,City,Full Reporter: Operating,"200,000 - 1 million",50-99,Total,,3,"8,519",560,,553,"9,632",,"9,632",7.0,0.3,,0.3,7.6,,7.6
CA,SunLine Transit Agency(SunLine),90079,9079,Authority,Full Reporter: Operating,"200,000 - 1 million",50-99,DR,Full Time,29,"114,830","13,909","1,852","4,369","134,960",,"134,960",52.0,8.0,1.0,3.0,64.0,,64.0
CA,SunLine Transit Agency(SunLine),90079,9079,Authority,Full Reporter: Operating,"200,000 - 1 million",50-99,DR,Part Time,29,"5,833",,,,"5,833",,"5,833",6.0,,,,6.0,,6.0
CA,SunLine Transit Agency(SunLine),90079,9079,Authority,Full Reporter: Operating,"200,000 - 1 million",50-99,MB,Full Time,51,"262,538","41,727","3,761","87,832","395,858",,"395,858",145.0,23.0,2.0,49.0,219.0,,219.0
CA,SunLine Transit Agency(SunLine),90079,9079,Authority,Full Reporter: Operating,"200,000 - 1 million",50-99,MB,Part Time,51,"20,541",,,"5,986","26,527",,"26,527",12.0,,,5.0,17.0,,17.0
CA,SunLine Transit Agency(SunLine),90079,9079,Authority,Full Reporter: Operating,"200,000 - 1 million",50-99,Total,,80,"403,742","55,636","5,613","98,187","563,178",,"563,178",215.0,31.0,3.0,57.0,306.0,,306.0
CA,Torrance Transit System(TTS),90010,9010,City,Full Reporter: Operating,Over 1 million,50-99,MB,Full Time,48,"269,577","62,165",,"14,944","346,686",,"346,686",129.6,29.9,,7.2,166.7,,166.7
CA,Torrance Transit System(TTS),90010,9010,City,Full Reporter: Operating,Over 1 million,50-99,MB,Part Time,48,"37,355",,,"8,893","46,248",,"46,248",18.0,,,4.3,22.3,,22.3
CA,Torrance Transit System(TTS),90010,9010,City,Full Reporter: Operating,Over 1 million,50-99,Total,,48,"306,932","62,165",,"23,837","392,934",,"392,934",147.6,29.9,,11.5,189.0,,189.0
CA,Unitrans - City of Davis/ASUCD(Unitrans),90142,9142,University,Full Reporter: Operating,"Under 200,000",25-49,MB,Full Time,36,"3,527","13,337","1,794","7,341","25,999",,"25,999",2.0,8.0,1.0,4.0,15.0,,15.0
CA,Unitrans - City of Davis/ASUCD(Unitrans),90142,9142,University,Full Reporter: Operating,"Under 200,000",25-49,MB,Part Time,36,"143,786","19,098",,"12,942","175,826",,"175,826",214.0,27.0,,22.0,263.0,,263.0
