5 Digit NTD ID,Legacy NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
60130,6130,Alamo Area Council of Governments,Full Reporter,Urban,DR,DO,0,,,,"1,165",,,,"139,087",,,,,,
60133,6133,McKinney Avenue Transit Authority,Full Reporter,Urban,SR,DO,,,,,,,"239,000",,,,,,,,
60134,6134,The Woodlands Township,Full Reporter,Urban,CB,PT,0,,,,"165,318",,,,,,,,,,
60134,6134,The Woodlands Township,Full Reporter,Urban,MB,PT,,,,,,,,,,,,,"6,176",,
70001,7001,StarTran,Full Reporter,Urban,DR,DO,,,,,,,,,"39,364",,,,,,
70001,7001,StarTran,Full Reporter,Urban,MB,DO,"168,291",,"82,357",,"141,177",,,,,,,,,,
70002,7002,Transit Authority of Omaha,Full Reporter,Urban,DR,DO,0,,,,"6,804",,,,"114,339",,,,,,
70002,7002,Transit Authority of Omaha,Full Reporter,Urban,MB,DO,0,,,,"901,318",,,,,,,,,,
70003,7003,City Utilities of Springfield,Full Reporter,Urban,DR,DO,,,,,,,,,"21,321",,,,,,
70003,7003,City Utilities of Springfield,Full Reporter,Urban,MB,DO,0,,,,"237,571",,,,,,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"269,850",,,,"51,327",,
70005,7005,Kansas City Area Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"75,096",,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter,Urban,MB,DO,0,,"461,464",,"1,636,406",,,,"30,405",,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter,Urban,VP,DO,,,,,,,,,"25,226",,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter,Urban,RB,DO,0,,"36,241",,"135,529",,,,,,,,,,
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",Full Reporter,Urban,DR,DO,0,,,,"698,634",,,,,,,,,,
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",Full Reporter,Urban,LR,DO,,,,,,,"35,504,221",,,,,,,,
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",Full Reporter,Urban,MB,DO,0,,,,"4,599,033",,,,,,,,,,
70008,7008,Cedar Rapids Transit,Full Reporter,Urban,DR,PT,0,,,,598,,,,"19,373",,,,,,
70008,7008,Cedar Rapids Transit,Full Reporter,Urban,MB,DO,0,,,,"239,087",,,,,,,,,,
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter,Urban,VP,DO,,,,,,,,,"111,740",,,,,,
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"58,805",,,,"65,938",,,,,,
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"755,366",,,,"31,452",,,,,,
70012,7012,Sioux City Transit System,Full Reporter,Urban,DR,PT,0,,,,"2,543",,,,"19,682",,,,,,
70012,7012,Sioux City Transit System,Full Reporter,Urban,MB,DO,0,,,,"151,540",,,,,,,,,,
70014,7014,Topeka Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"36,579",,,,,,
70014,7014,Topeka Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"177,679",,,,,,,,,,
70015,7015,Wichita Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"94,713",,,,,,
70015,7015,Wichita Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"70,212",,,,,,
70015,7015,Wichita Transit,Full Reporter,Urban,VP,PT,,,,,,,,,"1,210",,,,,,
70015,7015,Wichita Transit,Full Reporter,Urban,MB,DO,0,,,,"389,492",,,,,,,,,,
70016,7016,City of Columbia,Full Reporter,Urban,DR,DO,0,,"16,543",,"3,106",,,,"35,781",,,,,,
70016,7016,City of Columbia,Full Reporter,Urban,MB,DO,0,,"30,968",,"206,667","46,880",,,"7,635",,,,,,
70018,7018,Iowa City Transit,Full Reporter,Urban,MB,DO,0,,,,"195,995",,,,,,,,,,
70019,7019,University of Iowa,Full Reporter,Urban,DR,DO,"11,523",,,,0,,,,,,,,,,
70019,7019,University of Iowa,Full Reporter,Urban,MB,DO,"203,686",,,,0,,,,,,,,,,
70030,7030,Coralville Transit System,Full Reporter,Urban,MB,DO,0,,,,"58,616",,,,,,,,,,
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter,Urban,DR,PT,0,,,,"18,557",,,,"62,155",,,,,,
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter,Urban,MB,PT,0,,"26,633",,"210,097",,,,"3,271",,,,,,
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter,Urban,CB,PT,0,,,,"102,729",,,,,,,,,,
70041,7041,Ames Transit Agency dba CyRide,Full Reporter,Urban,MB,DO,"14,235",,,,"360,843",,,,"20,920",,,,,,
70041,7041,Ames Transit Agency dba CyRide,Full Reporter,Urban,DR,PT,0,,,,"6,329",,,,,,,,,,
70041,7041,Ames Transit Agency dba CyRide,Full Reporter,Urban,MB,PT,0,,,,157,,,,,,,,,,
70044,,University of Kansas Parking & Transit,Full Reporter,Urban,MB,PT,,,,,"80,963",,,,,,,,,,
70045,7045,Johnson County SEATS,Full Reporter,Urban,DR,DO,0,,,,"29,065",,,,"50,190",,,,,,
70048,7048,City of Lawrence,Full Reporter,Urban,DR,PT,,,,,,,,,"95,699",,,,,,
70048,7048,City of Lawrence,Full Reporter,Urban,MB,PT,0,,,,"104,206",,,,"62,385",,,,,,
70049,7049,River Bend Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"141,669",,,,,,
70049,7049,River Bend Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"32,404",,,,,,
70049,7049,River Bend Transit,Full Reporter,Urban,MB,PT,,,,,,,,,"5,084",,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Urban,VP,DO,,,,,,,,,"376,874",,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Urban,DR,PT,0,,,,"41,622",,,,"120,711",,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"175,143",,,,"80,681",,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Urban,MB,DO,0,,"389,083",,"3,505,717",,,,"42,263",,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"3,523",,,,"27,590",,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Urban,CB,DO,0,,,,"277,178",,,,,,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Urban,CR,DO,0,,,,"2,483,104",,,,,,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Urban,LR,DO,,,,,,,"44,723,556",,,,,,,,
80002,8002,Su Tran LLC dba: Sioux Area Metro,Full Reporter,Urban,DR,DO,0,,,,"77,622",,,,,,,,,,
80002,8002,Su Tran LLC dba: Sioux Area Metro,Full Reporter,Urban,MB,DO,0,,,,"149,404",,,,,,,,,,
80003,8003,"City of Fargo, DBA: Metropolitan Area Transit",Full Reporter,Urban,DR,PT,0,,,,894,,,,"43,666",,,,,,
80003,8003,"City of Fargo, DBA: Metropolitan Area Transit",Full Reporter,Urban,MB,PT,"96,669",,,,"124,093",,,,,,,,,,
80004,8004,Billings Metropolitan Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"33,411",,,,,,
80004,8004,Billings Metropolitan Transit,Full Reporter,Urban,MB,DO,0,,,,"137,677",,,,,,,,,,
80005,8005,Mountain Metropolitan Transit,Full Reporter,Urban,DR,PT,0,,,,"10,305",,,,"247,131",,,,,,
80005,8005,Mountain Metropolitan Transit,Full Reporter,Urban,VP,DO,,,,,,,,,"37,277",,,,,,
80005,8005,Mountain Metropolitan Transit,Full Reporter,Urban,MB,PT,0,,,,"487,317",,,,,,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter,Urban,DR,PT,,,,,,,,,"1,381,622",,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter,Urban,CR,PT,,,,,,,"16,737,801",,,,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter,Urban,LR,DO,,,,,,,"64,745,188",,,,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter,Urban,MB,DO,0,,"138,874",,"5,279,947","3,600",,,,,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter,Urban,MB,PT,0,,,,"3,879,098",,,,,,,,,,
80007,8007,Pueblo Transit System,Full Reporter,Urban,DR,PT,0,,,,"2,788",,,,"46,404",,,,,,
80007,8007,Pueblo Transit System,Full Reporter,Urban,MB,DO,0,,,,"145,000",,,,,,,,,,
80008,8008,Cities Area Transit,Full Reporter,Urban,MB,DO,0,,,,"46,479",,,,"41,081",,,,,,
80008,8008,Cities Area Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"19,195",,,,,,
80009,8009,Missoula Urban Transportation District,Full Reporter,Urban,DR,DO,0,,,,"7,294",,,,"5,600",,,,,,
80009,8009,Missoula Urban Transportation District,Full Reporter,Urban,MB,DO,0,,,,"163,102",,,,,,,,,,
80011,8011,Transfort,Full Reporter,Urban,MB,PT,0,,,,492,,,,"6,853",,,,,,
80011,8011,Transfort,Full Reporter,Urban,MB,DO,"55,348",,"280,400",,0,,,,,,,,,,
80011,8011,Transfort,Full Reporter,Urban,RB,DO,,,"128,669",,,,,,,,,,,,
80012,8012,Great Falls Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,"11,930",,,,,,
80012,8012,Great Falls Transit District,Full Reporter,Urban,MB,DO,0,,,,"97,293",,,,,,,,,,
80025,8025,City of Loveland Transit,Full Reporter,Urban,MB,DO,0,,,,"24,193",,,,"11,453",,,,,,
80025,8025,City of Loveland Transit,Full Reporter,Urban,DR,DO,0,,,,881,,,,"5,775",,,,,,
80028,8028,Cache Valley Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,"22,284",,,,,,
80028,8028,Cache Valley Transit District,Full Reporter,Urban,MB,DO,0,,,,"175,727",,,,,,,,,,
80106,8106,North Front Range Metropolitan Planning Organization,Full Reporter,Urban,VP,DO,,,,,,,,,"70,479",,,,,,
80107,8107,The University of Montana - ASUM Transportation,Full Reporter,Urban,MB,DO,0,,,,"27,621",,,,,,,,,,
80109,8109,"vRide, Inc. - Denver",Full Reporter,Urban,VP,DO,,,,,,,,,"120,930",,,,,,
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,VP,PT,,,,,,,,,"111,721",,,,,,
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,CB,PT,"25,445",,,,0,,,,,,,,,,
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,DR,PT,,,"207,385",,,,,,,,,,,,
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,MB,PT,"692,402",,,,0,"281,278",,,,,,,,,
90002,9002,City and County of Honolulu Department of Transportation Services,Full Reporter,Urban,DR,PT,0,,,,"120,271",,,,"1,058,329",,,,,,
90002,9002,City and County of Honolulu Department of Transportation Services,Full Reporter,Urban,MB,PT,0,,,,"5,444,819",,,,"3,552",,,,,,
90003,9003,San Francisco Bay Area Rapid Transit District,Full Reporter,Urban,HR,DO,,,,,,,"301,329,030",,,,,,,,
90003,9003,San Francisco Bay Area Rapid Transit District,Full Reporter,Urban,MG,PT,,,,,,,"7,937,047",,,,,,,,
90004,9004,Golden Empire Transit District,Full Reporter,Urban,DR,DO,,,"106,132",,,,,,,,,,,,
90004,9004,Golden Empire Transit District,Full Reporter,Urban,MB,DO,,,"1,775,125",,,,,,,,,,,,
90006,9006,Santa Cruz Metropolitan Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,"90,810",,,,,,
90006,9006,Santa Cruz Metropolitan Transit District,Full Reporter,Urban,MB,DO,0,,"600,217",,"153,313",,,,"1,825",,,,,,
90006,9006,Santa Cruz Metropolitan Transit District,Full Reporter,Urban,CB,DO,,,"187,897",,,,,,,,,,,,
90007,9007,Modesto Area Express,Full Reporter,Urban,DR,PT,0,,,,"54,347",,,,"8,075",,,,,,
90007,9007,Modesto Area Express,Full Reporter,Urban,MB,PT,0,,,,"482,481",,,,,,,,,,
90008,9008,Santa Monica's Big Blue Bus,Full Reporter,Urban,MB,DO,,,"1,560,805",,,,,,"129,330",,,"1,420,780",,,
90008,9008,Santa Monica's Big Blue Bus,Full Reporter,Urban,DR,PT,,,,,,,,,"12,180",,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Urban,DR,PT,0,,,,"41,625",,,,"239,669",,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Urban,MB,PT,0,,,,"688,239",,,,"45,696",,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Urban,MB,DO,0,,,,"1,645,766",,,,,,,,,,
90010,9010,Torrance Transit System,Full Reporter,Urban,MB,DO,0,,"751,752",,"252,827",,,,"71,017",,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,"2,624",,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Urban,CB,PT,0,,,,"161,263",,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Urban,MB,DO,0,,,,"325,074","95,721",,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Urban,MB,PT,0,,,,"178,007",,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"344,763",,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,MB,DO,"118,799",,,,"4,178,561",,,,"5,707",,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,LR,DO,,,,,,,"22,253,373",,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,MB,PT,0,,,,"21,842",,,,,,,,"64,042",,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Urban,DR,PT,0,,,,"96,972",,,,"964,926",,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Urban,MB,DO,0,,,,"4,486,814",,,,"8,176","77,458",,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Urban,CB,DO,0,,,,"543,599",,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Urban,MB,PT,0,,,,"108,147",,,,,,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Urban,DR,PT,"58,419",,,,0,,,,"378,306",,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Urban,CC,DO,,,,,,,"4,068,073",,,,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Urban,LR,DO,,,,,,,"55,290,754",,,,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Urban,MB,DO,0,,,,"5,678,150",,,,,,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Urban,SR,DO,,,,,,,"6,403,906",,,,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Urban,TB,DO,,,,,,,"32,027,402",,,,,,,,
90016,9016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Urban,DR,PT,,,,,,,,,"85,028",,,,,,
90016,9016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Urban,FB,DO,0,,,,"1,844,599",,,,,,,,,,
90016,9016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Urban,MB,DO,0,,,,"1,300,218",,,,,,,,,,
90017,9017,City of Santa Rosa,Full Reporter,Urban,DR,PT,,,,,,,,,"41,266",,,,,,
90017,9017,City of Santa Rosa,Full Reporter,Urban,MB,PT,,,,,,,,,"3,450",,,,,,
90017,9017,City of Santa Rosa,Full Reporter,Urban,MB,DO,0,,,,"229,155",,,,,,,,,,
90019,9019,Sacramento Regional Transit District,Full Reporter,Urban,MB,DO,0,,"2,296,682",,"4,556",,,,"34,512",,,,,,
90019,9019,Sacramento Regional Transit District,Full Reporter,Urban,DR,DO,,,"2,114",,,,,,"8,199",,,,,,
90019,9019,Sacramento Regional Transit District,Full Reporter,Urban,LR,DO,,,,,,,"34,855,323",,,,,,,,
90020,9020,Santa Barbara Metropolitan Transit District,Full Reporter,Urban,MB,DO,0,,,,"589,830","362,274",,,,,,,,,
90022,9022,Norwalk Transit System,Full Reporter,Urban,MB,DO,0,,"210,225",,"22,172",,,,"56,204",,,,,,
90022,9022,Norwalk Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,"15,438",,,,,,
90023,9023,Long Beach Transit,Full Reporter,Urban,MB,DO,0,,"895,746",,"582,221",821,,,"898,978",,,,,,
90023,9023,Long Beach Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"24,098",,,,,,
90024,9024,City of La Mirada Transit,Full Reporter,Urban,DR,PT,,,"17,523",,,,,,"6,386",,,,,,
90026,9026,San Diego Metropolitan Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,"935,304",,,,,,
90026,9026,San Diego Metropolitan Transit System,Full Reporter,Urban,MB,PT,0,,"4,060,182",,"487,907",,,,"297,508",,,,,,
90026,9026,San Diego Metropolitan Transit System,Full Reporter,Urban,MB,DO,,,"5,246,160",,,,,,"111,556",,,,,,
90026,9026,San Diego Metropolitan Transit System,Full Reporter,Urban,CB,PT,0,,,,"197,563",,,,,,,,,,
90026,9026,San Diego Metropolitan Transit System,Full Reporter,Urban,LR,DO,,,,,,,"47,540,230",,,,,,,,
90027,9027,Fresno Area Express,Full Reporter,Urban,DR,PT,,,"49,747",,,,,,"202,607",,,,,,
90027,9027,Fresno Area Express,Full Reporter,Urban,MB,DO,0,,"1,163,341",,"92,268",,,,614,,,,,,
90029,9029,Omnitrans,Full Reporter,Urban,DR,PT,,,"56,566",,,,,,"457,995",,,,,,
90029,9029,Omnitrans,Full Reporter,Urban,MB,PT,,,,,,,,,"69,172",,,,,,
90029,9029,Omnitrans,Full Reporter,Urban,MB,DO,,,"2,927,679",,,,,,0,,,,,,
90030,9030,North County Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,"287,559",,,,,,
90030,9030,North County Transit District,Full Reporter,Urban,MB,PT,0,,"1,359,385",,"182,254",,,,"112,673",,,,,,
90030,9030,North County Transit District,Full Reporter,Urban,CR,PT,0,,,,"814,078",,,,,,,,,,
90030,9030,North County Transit District,Full Reporter,Urban,YR,PT,0,,,,"402,725",,,,,,,,,,
90031,9031,Riverside Transit Agency,Full Reporter,Urban,DR,PT,,,,,,,,,"535,216",,,,,,
90031,9031,Riverside Transit Agency,Full Reporter,Urban,MB,PT,,,"503,502",,,,,,"150,876",,,,,,
90031,9031,Riverside Transit Agency,Full Reporter,Urban,CB,PT,,,"137,674",,,,,,"63,436",,,,,,
90031,9031,Riverside Transit Agency,Full Reporter,Urban,CB,DO,,,"205,808",,,,,,,,,,,,
90031,9031,Riverside Transit Agency,Full Reporter,Urban,MB,DO,,,"1,755,150",,,,,,,,,,,,
90032,9032,City of Phoenix Public Transit Department dba Valley Metro,Full Reporter,Urban,DR,PT,,,,,,,,,"671,824",,,,,,
90032,9032,City of Phoenix Public Transit Department dba Valley Metro,Full Reporter,Urban,MB,PT,"2,162,487",,"2,022,127",,0,,,,"101,459",,,"3,420,879",,,
90033,9033,City of Tuscon,Full Reporter,Urban,DR,DO,0,,,,"16,450",,,,"625,276",,,,,,
90033,9033,City of Tuscon,Full Reporter,Urban,MB,DO,"1,836,125",,"827,555",,0,,,,,,,,,,
90033,9033,City of Tuscon,Full Reporter,Urban,SR,DO,,,,,,,"1,799,500",,,,,,,,
90034,9034,City of Glendale Transit,Full Reporter,Urban,DR,DO,0,,,,"6,644",,,,"46,169",,,,"13,989",,
90034,9034,City of Glendale Transit,Full Reporter,Urban,MB,DO,0,,,,"8,772",,,,"8,116",,,,"2,410",,
90035,9035,Gold Coast Transit,Full Reporter,Urban,DR,PT,,,"105,171",,,,,,,,,,,,
90035,9035,Gold Coast Transit,Full Reporter,Urban,MB,DO,,,"891,372",,,,,,,,,,,,
90036,9036,Orange County Transportation Authority,Full Reporter,Urban,DR,PT,0,,"12,786",,"8,433",,,,"1,819,573",,,,,,
90036,9036,Orange County Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"487,819",,,,,,
90036,9036,Orange County Transportation Authority,Full Reporter,Urban,CB,DO,,,"73,530",,,,,,,,,,,,
90036,9036,Orange County Transportation Authority,Full Reporter,Urban,CB,PT,,,"234,858",,,,,,,,,,,,
90036,9036,Orange County Transportation Authority,Full Reporter,Urban,MB,DO,0,,"2,863,003",,"197,670",,,,,,,"2,930,307",,,
90036,9036,Orange County Transportation Authority,Full Reporter,Urban,MB,PT,,,"1,657,573",,,,,,,,,"2,047,083",,,
90039,9039,Culver City Municipal Bus Lines,Full Reporter,Urban,DR,DO,,,"5,773",,,,,,,,,,,,
90039,9039,Culver City Municipal Bus Lines,Full Reporter,Urban,MB,DO,,,"702,002",,,,,,,,,,,,
90041,9041,Montebello Bus Lines,Full Reporter,Urban,MB,DO,0,,"259,129",,"76,657",,,,"570,412",,,,,,
90041,9041,Montebello Bus Lines,Full Reporter,Urban,MB,PT,,,,,,,,,"11,749",,,,,,
90042,9042,City of Gardena Transportation Department,Full Reporter,Urban,MB,DO,0,,,,44,"41,228",,,"506,415",,,,,,
90042,9042,City of Gardena Transportation Department,Full Reporter,Urban,DR,DO,,,,,,,,,"11,976",,,,,,
90043,9043,City of Commerce Municipal Buslines,Full Reporter,Urban,DR,DO,,,"9,510",,,,,,,,,,,,
90043,9043,City of Commerce Municipal Buslines,Full Reporter,Urban,MB,DO,,,"120,864",,,,,,,,,,,,
90045,9045,Regional Transportation Commission of Southern Nevada,Full Reporter,Urban,DR,PT,,,"1,229,167",,,,,,"520,338",,,,,,
90045,9045,Regional Transportation Commission of Southern Nevada,Full Reporter,Urban,MB,PT,"3,650,043",,"3,104,762",,0,,,,,,,,,,
90045,9045,Regional Transportation Commission of Southern Nevada,Full Reporter,Urban,RB,PT,"277,764",,"236,269",,0,,,,,,,,,,
90061,9061,Yuba-Sutter Transit Authority,Full Reporter,Urban,CB,PT,0,,,,"87,571",,,,,,,,,,
90061,9061,Yuba-Sutter Transit Authority,Full Reporter,Urban,DR,PT,0,,,,"44,435",,,,,,,,,,
90061,9061,Yuba-Sutter Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"149,913",,,,,,,,,,
90062,9062,Monterey-Salinas Transit,Full Reporter,Urban,MB,PT,0,,,,"20,394",,,,"168,470",,,,,,
90062,9062,Monterey-Salinas Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"162,460",,,,,,
90062,9062,Monterey-Salinas Transit,Full Reporter,Urban,MB,DO,0,,,,"605,303","44,456",,,"2,883",,,,,,
90062,9062,Monterey-Salinas Transit,Full Reporter,Urban,CB,DO,0,,,,"195,362",,,,,,,,,,
90078,9078,Central Contra Costa Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"207,484",,,,,,
90078,9078,Central Contra Costa Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"690,794",,,,,,,,,,
90079,9079,SunLine Transit Agency,Full Reporter,Urban,DR,DO,,,"222,063",,,,,,,,,,,,
90079,9079,SunLine Transit Agency,Full Reporter,Urban,MB,DO,,,"1,164,107",,,"18,722",,,,"23,629",,,,,
90086,9086,City of Riverside Special Transportation,Full Reporter,Urban,DR,DO,,,"130,103",,,,,,128,,,,,,
90087,9087,Santa Maria Area Transit,Full Reporter,Urban,DR,PT,0,,,,"2,733",,,,"29,499",,,,,,
90087,9087,Santa Maria Area Transit,Full Reporter,Urban,MB,PT,0,,,,"206,914",,,,"5,439",,,,,,
90088,9088,Napa Valley Transportation Authority,Full Reporter,Urban,MB,PT,0,,"58,459",,"80,543",,,,"100,526",,,,,,
90088,9088,Napa Valley Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,"3,650",,,,"42,665",,,,,,
90088,9088,Napa Valley Transportation Authority,Full Reporter,Urban,CB,PT,0,,,,"69,773",,,,"36,361",,,,,,
90089,9089,Sonoma County Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"79,302",,,,,,
90089,9089,Sonoma County Transit,Full Reporter,Urban,MB,PT,,,"420,201",,,,,,"18,409",,,,,,
90089,9089,Sonoma County Transit,Full Reporter,Urban,MB,DO,,,,,,,,,"1,691",,,,,,
90090,9090,Yolo County Transportation District,Full Reporter,Urban,DR,PT,0,,,,"37,398",,,,"3,582",,,,,,
90090,9090,Yolo County Transportation District,Full Reporter,Urban,MB,PT,0,,"620,592",,"56,173",,,,,,,,,,
90091,9091,City of Visalia - Visalia City Coach,Full Reporter,Urban,CB,PT,,,"15,681",,,,,,,,,,,,
90091,9091,City of Visalia - Visalia City Coach,Full Reporter,Urban,DR,PT,,,"115,994",,,,,,,,,,,,
90091,9091,City of Visalia - Visalia City Coach,Full Reporter,Urban,MB,PT,0,,"491,214",,"23,854",,,,,,,,,,
90092,9092,City of Fairfield - Fairfield and Suisun Transit,Full Reporter,Urban,DR,PT,0,,,,"2,717",,,,"35,486",,,,,,
90092,9092,City of Fairfield - Fairfield and Suisun Transit,Full Reporter,Urban,CB,PT,0,,,,"211,109",,,,,,,,,,
90092,9092,City of Fairfield - Fairfield and Suisun Transit,Full Reporter,Urban,MB,PT,0,,,,"174,662",,,,,,,,,,
90093,9093,Redding Area Bus Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"51,040",,,,,,
90093,9093,Redding Area Bus Authority,Full Reporter,Urban,MB,PT,0,,,,"143,187",,,,"9,856",,,,,,
90095,9095,San Diego Association of Governments,Full Reporter,Urban,VP,PT,,,,,,,,,"949,622",,,,,,
90119,9119,Laguna Beach Municipal Transit,Full Reporter,Urban,MB,DO,,,,,,,,,"7,372",,,,"51,464",,
90121,9121,Antelope Valley Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,0,,,,,,
90121,9121,Antelope Valley Transit Authority,Full Reporter,Urban,CB,PT,0,,,,"270,225",,,,,,,,,,
90121,9121,Antelope Valley Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"527,320","95,599",,,,,,,,,
90131,9131,City of Scottsdale - Scottsdale Trolley,Full Reporter,Urban,MB,PT,0,,,,"141,336",,,,,,,,,,
90134,9134,Peninsula Corridor Joint Powers Board dba: Caltrain,Full Reporter,Urban,MB,PT,0,,"9,069",,"20,700",,,,"99,882",,,,,,
90134,9134,Peninsula Corridor Joint Powers Board dba: Caltrain,Full Reporter,Urban,CR,PT,0,,,,"4,515,167",,,,,,,,,,
90136,9136,"Regional Public Transportation Authority, dba: Valley Metro",Full Reporter,Urban,MB,PT,0,,"2,839,919",,"609,251",,,,"56,640",,,"254,815",,,
90140,9140,Peoria Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"17,236",,,,,,
90142,9142,Unitrans - City of Davis/ASUCD,Full Reporter,Urban,MB,DO,"20,184",,"262,844",,0,,,,,,,,,,
90144,9144,Livermore / Amador Valley Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"27,323",,,,,,
90144,9144,Livermore / Amador Valley Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"456,390",,,,,,,,,,
90146,9146,Foothill Transit,Full Reporter,Urban,MB,PT,,,"5,404,703",,,"872,001",,,,,,,,,
90147,9147,City of Los Angeles Department of Transportation,Full Reporter,Urban,DR,PT,,,,,,,,,"375,231",,,,,,
90147,9147,City of Los Angeles Department of Transportation,Full Reporter,Urban,CB,PT,,,"1,960,839",,,,,,,,,,,,
