Last Report Year,AgencyID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,MB,DO,Operating,"93,148","102,292","110,806","128,691","146,901","144,453","145,172","143,289","151,390","114,164","116,385","134,501","146,371","155,322","144,349","135,061","136,086","130,566","119,569","104,712","108,013","118,934","121,062","124,538","127,888","123,781","130,054"
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,OR,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,VP,DO,Operating,"12,640","15,743","17,083","24,385","26,726","43,117","29,048","33,341","30,399","12,358","13,049","20,991","33,148","38,868","45,990","47,444","45,010","44,997","38,713","37,256","37,233","34,849","31,049","34,249","30,531","24,841","27,762"
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,DR,DO,Operating,,,,"40,837","43,441","49,105","55,568","57,740","58,540","52,353","52,314","51,231","46,864","53,561","49,713","51,185","52,818","55,659","57,393","55,801","56,634","57,347","58,951","59,575","61,612","64,215","69,699"
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,DR,PT,Discontinued,"22,600","31,410","34,327",833,"1,525","1,534","1,379","1,499","1,153",672,497,510,638,629,604,587,638,702,950,,0,0,,0,,,
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,938,"1,050","1,380","1,480","1,082","1,222","1,400","1,109"
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,MB,DO,Operating,"65,800","66,036","68,307","74,692","82,010","83,631","88,701","89,224","89,995","86,818","85,233","86,337","89,418","91,779","98,148","122,560","127,429","139,149","140,217","135,021","125,386","129,135","130,117","129,869","131,391","131,757","142,321"
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,,,,,,"9,784","10,128","8,334","9,487","9,471","11,069","9,176","8,006","7,371"
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,VP,PT,Discontinued,,,,,0,,,,,,,,,,,,,,,,0,0,,0,,,
2017,22,22,City of Pocatello(PRT),Active,Reduced Reporter,Pocatello,ID,2010,"Pocatello, ID",395,31,"69,809",Existing 2017,DR,DO,Operating,"2,786","3,342","3,656","5,396","5,166","5,744","7,039","8,637","8,862","10,136","13,424","14,684","17,688","16,606","14,582","14,993","26,795","29,531","31,159","31,125","31,917","31,124","31,224","29,859","26,551","28,845","27,654"
2017,22,22,City of Pocatello(PRT),Active,Reduced Reporter,Pocatello,ID,2010,"Pocatello, ID",395,31,"69,809",Existing 2017,MB,DO,Operating,"12,476","15,867","18,130","18,318","18,582","18,624","19,062","19,614","20,074","21,806","21,512","20,904","20,118","19,992","20,703","21,553","22,845","23,845","22,089","22,667","21,424","22,562","23,572","25,961","24,053","22,567","20,479"
2017,22,22,City of Pocatello(PRT),Active,Reduced Reporter,Pocatello,ID,2010,"Pocatello, ID",395,31,"69,809",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,23,23,City of Seattle - Seattle Center Monorail Transit(SMS),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,MG,PT,Operating,,,"21,214","20,600","20,324","22,508","24,124","28,184","28,184","27,180","27,644","20,684","22,905","10,016","15,582","2,196","18,620","20,272","20,328","19,483","20,782","21,334","21,618","21,348","21,462","21,453","21,455"
2017,23,23,City of Seattle - Seattle Center Monorail Transit(SMS),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,OR,DO,Discontinued,"19,240","20,524",,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,23,23,City of Seattle - Seattle Center Monorail Transit(SMS),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,OR,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,"33,060","33,332","33,487","33,887","33,614"
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,DR,DO,Operating,,,,,,,,,"33,222","55,308","58,695","61,538","66,634","71,099","72,004","77,701","81,773","88,258","81,064","80,555","75,949","79,515","83,040","86,327","92,549","94,735","87,175"
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,DR,PT,Discontinued,"24,803","24,220","28,987","32,948","36,212","48,317","59,179","70,714","32,600",,,,,,,,,,,,0,0,,0,,,
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,MB,DO,Operating,"143,016","143,478","137,443","144,808","158,406","190,008","217,900","275,208","283,218","260,482","246,593","250,108","244,548","243,988","231,191","230,657","247,323","278,980","275,743","256,428","258,137","256,684","221,572","219,568","219,812","225,546","236,818"
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,MB,PT,Discontinued,"2,741",,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,RB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,0,,0,,,
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,VP,DO,Operating,"1,102","1,424","2,856","2,325","2,331","2,248","3,356","4,960","7,448","7,569","4,966","3,593","3,223","1,895",31,,,,"2,141","2,395","4,181","8,377","10,530","11,612","10,783","11,250","9,259"
2017,25,25,Salem Area Mass Transit District(Cherriots),Active,Full Reporter,Salem,OR,2010,"Salem, OR",156,76,"236,632",Existing 2017,DR,PT,Operating,,,,,,,,,,"22,592","23,158","26,220","61,769","65,480","74,000","85,763","140,894","216,539","215,509","233,497","226,002","232,769","244,964","270,565","324,091","321,548","330,708"
2017,25,25,Salem Area Mass Transit District(Cherriots),Active,Full Reporter,Salem,OR,2010,"Salem, OR",156,76,"236,632",Existing 2017,MB,DO,Operating,"107,434","117,120","121,537","121,440","117,208","116,800","131,989","133,737","136,652","139,802","158,053","160,899","162,004","168,541","173,660","171,375","173,879","168,745","159,896","157,480","157,335","154,772","154,056","156,860","155,246","159,283","166,859"
2017,25,25,Salem Area Mass Transit District(Cherriots),Active,Full Reporter,Salem,OR,2010,"Salem, OR",156,76,"236,632",Existing 2017,VP,PT,Operating,,,,,,,,,,,,,,,811,"2,913","3,557","3,939","4,217","4,974","5,633","7,705","10,046","11,418","13,441","13,201","13,239"
2017,28,28,Pierce County Ferry Operations(Pierce County Ferry),Active,Full Reporter,Tacoma,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,FB,DO,Discontinued,"4,531","4,544",,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,28,28,Pierce County Ferry Operations(Pierce County Ferry),Active,Full Reporter,Tacoma,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,FB,PT,Operating,,,"4,888","4,903","4,695","4,704","4,692","5,328","5,310","5,365","5,266","5,395","5,266","5,650","5,737","5,736","5,735","5,744","5,643","5,579","5,720","5,756","5,839","5,839","5,841","9,684","10,314"
2017,29,29,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),Active,Full Reporter,Everett,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,"34,365","39,699","40,022","42,286","44,419"
2017,29,29,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),Active,Full Reporter,Everett,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,"42,766","32,623","35,745","40,635","41,403","44,280","46,789"
2017,29,29,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),Active,Full Reporter,Everett,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,DR,PT,Operating,,,,0,,,,,,,,,,,,,"100,254","103,795","103,188","99,012","88,623","85,353","82,832","84,349","85,057","82,632","81,264"
2017,29,29,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),Active,Full Reporter,Everett,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,MB,DO,Operating,"154,574","157,153","162,530","162,235","195,516","221,197","238,311","320,459","350,312","277,848","291,342","318,892","384,907","410,198","416,175","421,786","431,703","438,796","449,565","444,619","406,586","324,576","286,645","297,021","331,147","368,327","410,763"
2017,29,29,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),Active,Full Reporter,Everett,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,MB,PT,Discontinued,,"56,506","57,334","58,688","61,973","64,176","64,415","65,479","73,949","102,084","107,146","105,600","111,078","119,557","59,208","62,631","63,594","63,894","63,922","54,426",0,0,,0,,,
2017,29,29,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),Active,Full Reporter,Everett,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,VP,DO,Operating,"13,717","20,858","23,249","20,535",,"43,534","66,136","72,932","73,746","65,790","70,075","61,372","56,811","55,559","61,689","70,773","75,943","88,136","84,326","81,716","155,119","150,057","148,411","147,749","143,209","141,557","140,624"
2017,30,0T30,Chickaloon Native Village(CATs),Active,Reduced Reporter,Chickaloon,AK,2010,Alaska Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,"1,428","2,832","3,745","3,637","1,579"
2017,30,0T30,Chickaloon Native Village(CATs),Active,Reduced Reporter,Chickaloon,AK,2010,Alaska Non-UZA,0,0,0,Existing 2017,OT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,31,0T31,Shoshone-Bannock Tribes (SBTDOT),Active,Reduced Reporter,Fort Hall,ID,2010,Idaho Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,"8,320","6,240","8,320","8,500","10,223","11,700"
2016,32,,Skokomish Indian Tribe,Inactive,Reduced Reporter,,WA,2010,,,,,Pre 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,"1,680","1,440",
2016,32,,Skokomish Indian Tribe,Inactive,Reduced Reporter,,WA,2010,,,,,Pre 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,"1,843","1,768",,
2017,33,0R03-021,Senior Services of Snohomish County(Senior Services),Active,Rural Reporter,Mukilteo,WA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,"8,097","10,259","10,619","12,533","14,032"
2017,34,34,Rogue Valley Transportation District(RVTD),Active,Full Reporter,Medford,OR,2010,"Medford, OR",213,65,"154,081",Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,"3,150","10,080","6,375",,,,,,,0,0,,0,,,
2017,34,34,Rogue Valley Transportation District(RVTD),Active,Full Reporter,Medford,OR,2010,"Medford, OR",213,65,"154,081",Existing 2017,DR,PT,Operating,,,137,602,"2,467","12,946","9,987","9,945","8,925","8,820","26,712","29,871","35,784",0,"24,255","38,470","27,811","26,263","24,693","25,034","25,608","26,984","29,808","31,770","35,786","30,766","31,233"
2017,34,34,Rogue Valley Transportation District(RVTD),Active,Full Reporter,Medford,OR,2010,"Medford, OR",213,65,"154,081",Existing 2017,MB,DO,Operating,"44,610","36,764","35,374","35,675","37,184","34,453","22,695","43,350","39,015","38,808","29,736","29,936","31,475","36,767","54,548","47,112","40,386","37,360","31,752","33,658","44,786","48,908","54,975","55,179","52,326","35,260","44,546"
2017,35,35,Washington State Ferries(WSF),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,FB,DO,Operating,"120,104","120,736","120,592","119,548","119,548","125,301","126,028","133,276","133,012","146,000","135,480","137,791","136,159","130,685","129,383","128,442","127,963","126,419","126,367","126,631","125,884","127,512","126,980","127,334","127,217","127,479","127,001"
2017,36,0T36,Makah Tribal Council,Active,Reduced Reporter,Neah Bay ,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,"1,497","2,208","2,633","2,529","2,474","2,658","2,676","2,500"
1998,38,38,"Community and Rural Transportation, Inc.",Inactive,Full Reporter,Idaho Falls,ID,1990,"Idaho Falls, ID",362,21,"56,356",Pre 2017,DR,DO,Discontinued,,,,"30,015","25,856","25,600","27,392","29,184",,,,,,,,,,,,,,,,,,,
2017,40,40,Central Puget Sound Regional Transit Authority(ST),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,"462,171","460,377","456,817","461,656","469,497","496,115","510,928"
2017,40,40,Central Puget Sound Regional Transit Authority(ST),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,"90,976","91,982","89,777","113,606","114,896","114,183","115,419"
2017,40,40,Central Puget Sound Regional Transit Authority(ST),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,CR,PT,Operating,,,,,,,,,,"1,872","6,839","7,595","9,769","12,348","14,201","16,095","19,279","27,006","36,010","38,518","38,588","38,333","49,257","50,375","58,760","59,275","63,935"
2017,40,40,Central Puget Sound Regional Transit Authority(ST),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,DR,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,40,40,Central Puget Sound Regional Transit Authority(ST),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,LR,DO,Operating,,,,,,,,,,,,,"1,828","9,971","9,610","9,979","10,060","9,708","9,424","9,724","9,817","136,138","141,001","143,887","145,847","204,345","251,376"
2017,40,40,Central Puget Sound Regional Transit Authority(ST),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,LR,PT,Discontinued,,,,,,,,,,,,,,,,,,,"60,478","137,531","130,841",0,,0,,,
2017,40,40,Central Puget Sound Regional Transit Authority(ST),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,"449,600","429,483","455,489","465,650",0,0,,0,,,
2017,40,40,Central Puget Sound Regional Transit Authority(ST),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,MB,PT,Building,,,,,,,,,0,,,,,,"418,167","459,939","73,002","75,226","80,736","87,210",0,0,,0,,,0
2017,40,40,Central Puget Sound Regional Transit Authority(ST),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,SR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,"9,822","9,835","9,784","9,814","9,868","9,816"
2017,40,40,Central Puget Sound Regional Transit Authority(ST),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,TB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,41,41,Alaska Railroad Corporation(ARRC),Active,Full Reporter,Anchorage,AK,2010,"Anchorage, AK",149,85,"251,243",Existing 2017,AR,DO,Operating,,,,,,,,,,,"4,880","4,731","4,997","4,944","6,412","6,544","7,240","7,066","5,937","5,093","5,323","37,613","37,347","37,752","38,865","40,756","41,033"
2017,42,42,Targhee Regional Public Transit Authority(TRPTA),Active,Reduced Reporter,Idaho Falls,ID,2010,"Idaho Falls, ID",321,45,"90,733",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,"4,962","17,760","15,737","30,432","36,179","34,675","32,616","23,081","21,026","29,699","30,290","29,930"
2017,42,42,Targhee Regional Public Transit Authority(TRPTA),Active,Reduced Reporter,Idaho Falls,ID,2010,"Idaho Falls, ID",321,45,"90,733",Existing 2017,DR,PT,Discontinued,,,,,,,,,,"19,691","13,000","14,976",,,,,,,,,0,0,,0,,,
2017,42,42,Targhee Regional Public Transit Authority(TRPTA),Active,Reduced Reporter,Idaho Falls,ID,2010,"Idaho Falls, ID",321,45,"90,733",Existing 2017,MB,DO,Operating,,,,,,,,,,,,"2,112",,,,"11,878",,,"11,264","16,192","12,180","11,345","11,088","11,088","11,132","11,636","10,869"
2017,42,42,Targhee Regional Public Transit Authority(TRPTA),Active,Reduced Reporter,Idaho Falls,ID,2010,"Idaho Falls, ID",321,45,"90,733",Existing 2017,MB,PT,Discontinued,,,,,,,,,,"8,580","8,580","6,336",,,,,,,,,0,0,,0,,,
2017,43,43,Link Transit,Active,Full Reporter,Wenatchee,WA,2010,"Wenatchee, WA",412,31,"67,227",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,"25,306","20,192","19,712","20,248","25,993","20,884","19,830","20,558","18,442","17,900","18,592","18,276","17,682","17,950"
2017,43,43,Link Transit,Active,Full Reporter,Wenatchee,WA,2010,"Wenatchee, WA",412,31,"67,227",Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,"1,784","4,560","3,921","3,070","2,248","2,252","1,952","1,307",741,415,340,231,243,285
2017,43,43,Link Transit,Active,Full Reporter,Wenatchee,WA,2010,"Wenatchee, WA",412,31,"67,227",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,"58,481","67,756","70,079","79,738","84,670","87,821","83,964","81,342","74,905","74,803","75,503","80,099","83,841","83,692"
2017,43,43,Link Transit,Active,Full Reporter,Wenatchee,WA,2010,"Wenatchee, WA",412,31,"67,227",Existing 2017,VP,DO,Discontinued,,,,,,,,,,,,,,,,,"2,040","1,020",340,,0,0,,0,,,
2017,44,44,Skagit Transit,Active,Full Reporter,Burlington,WA,2010,"Mount Vernon, WA",435,34,"62,966",Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,"7,235","7,536","9,392","10,802","10,833","12,141"
2017,44,44,Skagit Transit,Active,Full Reporter,Burlington,WA,2010,"Mount Vernon, WA",435,34,"62,966",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,"19,728","22,816","24,219","21,753","22,761","27,458","29,492","24,266","25,365","25,516","25,827","27,366","30,031","31,074"
2017,44,44,Skagit Transit,Active,Full Reporter,Burlington,WA,2010,"Mount Vernon, WA",435,34,"62,966",Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,"22,985","25,024","32,284","34,835","34,473","38,245","41,780","47,959","45,918","55,427","58,326","57,564","56,984","58,923"
2017,44,44,Skagit Transit,Active,Full Reporter,Burlington,WA,2010,"Mount Vernon, WA",435,34,"62,966",Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,"4,032","5,412","11,438","12,750","18,890","21,632","20,203","23,831","26,124","28,673","30,487","29,973","28,437","27,220"
2017,45,45,Fairbanks North Star Borough Transit(MACS),Active,Reduced Reporter,Fairbanks,AK,2010,"Fairbanks, AK",425,55,"64,513",Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"2,342","2,080","2,145"
