Last Report Year,AgencyID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,58,58,City of Portland(PBOT),Active,Full Reporter,Portland,OR,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,$0 ,"$46,902,998 ","$19,706,484 ","$23,206,385 ","$22,626,153 ","$19,819,653 ","$19,219,919 "
2017,59,59,Josephine County(JCT),Active,Reduced Reporter,Grants Pass,OR,2010,"Grants Pass, OR",494,27,"50,520",Existing 2017,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$613,301 ","$671,958 ","$741,683 ","$1,449,444 ","$1,209,412 ","$1,578,507 ","$1,169,859 ","$1,267,179 ","$1,571,283 ","$2,493,849 ","$2,032,239 "
2017,60,60,The Tulalip Tribes of Washington(TTT),Active,Reduced Reporter,Tulalip,WA,2010,"Marysville, WA",225,82,"145,140",Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$154,442 ","$117,375 ","$140,315 "
2017,61,61,City of Albany(ATS),Active,Reduced Reporter,Albany,OR,2010,"Albany, OR",459,24,"56,997",Existing 2017,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$933,377 ","$911,475 ","$1,087,544 ","$2,710,710 ","$2,464,289 ","$1,269,126 ","$1,174,966 ","$1,561,094 ","$2,134,084 ","$1,653,225 ","$1,793,755 "
2017,63,63,City of Milton-Freewater,Active,Reduced Reporter,MiltonFreewater,OR,2010,"Walla Walla, WA-OR",464,28,"55,805",Existing 2017,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$146,068 ","$206,459 ","$202,537 ","$227,748 ","$205,432 ","$190,294 ","$196,427 ","$200,969 ","$231,954 ","$221,912 ","$318,367 "
2017,64,64,Valley Transit(VT),Active,Reduced Reporter,Walla Walla,WA,2010,"Walla Walla, WA-OR",464,28,"55,805",Existing 2017,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,354,644 ",$0 ,$0 ,"$4,154,261 ","$4,101,283 ","$4,166,029 ","$4,758,669 ","$5,599,188 ","$4,915,677 "
2017,65,65,Benton County(BCSTF),Active,Reduced Reporter,Corvallis,OR,2010,"Corvallis, OR",436,21,"62,433",Existing 2017,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,023,159 ","$1,155,320 ","$1,417,745 ","$1,382,627 ","$1,536,698 "
2017,75,0T05,Confederated Tribes of the Grand Ronde Community of Oregon(CTGR),Active,Reduced Reporter,Grand Ronde,OR,2010,Oregon Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,"$3,575 ",$0 ,$0 ,$0 ,"$170,571 ",$0 ,"$349,731 ","$276,352 ","$268,119 ","$271,634 ","$288,765 "
2017,85,0T08,Gulkana Village Council(SET),Active,Reduced Reporter,Gakona,AK,2010,Alaska Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,"$221,416 ",$0 ,"$332,438 ","$231,670 ","$352,728 ","$295,866 ","$429,971 ","$412,554 ","$379,355 ","$423,230 "
2017,95,0T11,Lummi Nation(LIBC),Active,Reduced Reporter,Bellingham,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,"$271,336 ","$306,285 ","$360,096 ","$478,741 ","$514,837 ","$414,918 ","$457,129 ","$455,521 ","$458,687 ","$453,792 "
2017,103,0T16,Squaxin Island Tribe,Active,Reduced Reporter,Shelton,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,"$172,066 ","$156,278 ","$174,853 ","$175,771 ","$159,938 ","$186,991 ","$304,535 ","$211,442 ","$203,518 "
2017,111,0T03,Confederated Tribes and Bands of The Yakama Nation(CTABOTYN),Active,Reduced Reporter,Toppenish,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,"$693,464 ",$0 ,"$40,061 ","$216,880 ","$613,622 ","$425,758 ","$704,448 "
2017,119,0T06,Confederated Tribes of the Umatilla Indian Reservation(CTUIR),Active,Reduced Reporter,Pendleton,OR,2010,Oregon Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,"$279,622 ","$372,636 ","$687,042 ","$826,252 ","$894,296 ","$801,411 ","$1,229,683 ","$1,495,409 ","$1,083,778 ","$1,289,590 ","$1,435,631 "
2017,127,0T07,Cowlitz Indian Tribe(CITDOT),Active,Reduced Reporter,Longview,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,"$291,295 ","$357,405 ","$334,934 ","$330,146 ","$393,907 ","$476,381 ","$505,770 ","$416,836 ","$479,656 "
2017,135,0T12,Nez Perce Tribe,Active,Reduced Reporter,Lapwai,ID,2010,Idaho Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,"$594,641 ","$501,220 ","$580,804 ","$624,035 ","$670,837 ","$839,325 ","$836,314 ","$908,133 ","$933,611 "
2017,159,0T18,Tetlin Village Council,Active,Reduced Reporter,Tok,AK,2010,Alaska Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$288,957 ","$218,316 ","$211,546 ","$267,513 ","$152,202 ","$134,998 ","$71,923 ","$17,283 "
2015,167,0T19,Native Village of Crooked Creek,Inactive,Reduced Reporter,,AK,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,"$120,721 ","$41,236 ","$18,602 ","$10,197 ","$4,688 ",$0 ,
2017,175,0T20,Manley Village Council(MVC),Active,Reduced Reporter,Manley Hot Springs,AK,2010,Alaska Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,"$300,622 ","$102,689 ","$132,656 ","$138,837 ","$73,682 ","$32,106 ","$44,426 "
2017,183,0T21,Quinault Tribe of the Quinault Reservation(QIN),Active,Reduced Reporter,Taholah,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,"$326,155 ",$0 ,"$361,759 ","$165,866 ","$109,105 ","$148,694 ","$162,617 "
2017,199,0T23,Seldovia Village Tribe(SVT),Active,Reduced Reporter,Seldovia,AK,2010,Alaska Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,"$490,382 ","$433,334 ","$622,382 ","$293,273 ","$315,795 ","$204,915 "
2017,207,0T24,Spokane Tribe of Indians(TME),Active,Reduced Reporter,Wellpinit,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$396,853 ","$315,793 ","$316,358 ","$218,955 ","$332,929 ","$524,604 ","$474,222 ","$574,030 "
2017,223,0T28,Jamestown S'Klallam Tribe(JST),Active,Reduced Reporter,Sequim,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$80,433 ","$82,984 ","$88,984 ","$82,524 ","$91,077 "
2017,231,0T33,Confederated Tribes of Warm Springs(CTWS),Active,Reduced Reporter,Warm Springs,OR,2010,Oregon Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,"$69,367 ","$191,310 ","$67,344 ","$239,470 ","$172,963 ","$167,552 "
2017,239,0T34,Ketchikan Indian Community,Active,Reduced Reporter,Ketchikan,AK,2010,Alaska Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$80,281 ","$64,458 ","$86,095 ","$84,685 ","$93,357 "
2017,247,0T29,Native Village of Noatak(NNV),Active,Reduced Reporter,Noatak,AK,2010,Alaska Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$95,451 ","$47,478 ","$38,880 ","$31,032 "
2017,263,0T38,Nooksack Indian Tribe(NIT),Active,Reduced Reporter,Deming,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,"$513,081 ","$368,420 ","$59,790 ","$192,209 ","$210,568 ","$149,551 "
2017,271,0T41,Nome Eskimo Community(NEC),Active,Reduced Reporter,Nome,AK,2010,Alaska Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$86,350 ","$42,253 ","$111,974 "
2017,279,0T40,Hydaburg Cooperative Association,Active,Reduced Reporter,Hydaburg,AK,2010,Alaska Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$73,549 ","$184,930 ","$63,342 ","$59,300 ","$33,848 "
2017,282,0R03-010,Garfield County Transportation Program,Active,Rural Reporter,Pomeroy,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$88,803 ","$144,970 ","$122,600 ","$103,574 ","$93,223 ","$179,885 ","$142,905 ","$175,922 ","$207,529 ","$149,701 ","$166,077 "
2017,285,0R03-039,Thurston Regional Planning Council(TRPC),Active,Rural Reporter,Olympia,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,"$601,803 ","$726,765 ","$508,442 ","$242,486 ","$580,800 ","$728,541 ","$518,914 ","$603,918 ","$719,805 ","$695,889 "
2017,286,0R03-032,Rural Resources Community Action,Active,Rural Reporter,Colville,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$241,457 ","$639,930 ","$748,395 ","$521,535 ","$558,743 ","$576,286 ","$929,388 ","$770,570 ","$746,702 ","$1,033,836 ","$1,272,850 "
2017,287,0R03-029,People for People Moses Lake(PFP),Active,Rural Reporter,Moses Lake,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,"$1,957,885 ","$1,207,029 ","$1,433,480 ","$1,604,796 ","$1,414,334 ","$2,038,665 ","$1,391,849 ","$1,170,225 ","$1,056,538 ","$2,039,462 "
2017,288,0R01-024,City of Moscow(MOSC),Active,Rural Reporter,Moscow,ID,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$41,359 ","$265,217 ","$22,076 ","$23,044 ","$25,130 ","$24,874 ","$27,789 ","$20,569 "
2017,290,0R02-049,City of Cottage Grove(South Lane Wheels),Active,Rural Reporter,Cottage Grove,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,"$467,472 ","$543,715 ","$514,964 ","$596,195 ","$489,743 ","$428,295 ","$446,514 "
2017,294,0R03-020,Pullman Transit,Active,Rural Reporter,Pullman,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$2,730,817 ","$2,753,211 ","$2,838,863 ","$5,462,284 ","$3,555,464 ","$3,797,009 ","$5,787,054 ","$5,001,618 ","$3,598,140 ","$4,192,411 ","$5,470,904 "
2017,296,0R02-028,Tillamook County Transportation District(TCTD; The Wave),Active,Rural Reporter,Tillamook,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,444,361 ","$1,613,734 ","$2,088,162 ","$3,213,714 ","$2,321,535 ","$1,794,483 ","$2,099,471 ","$2,621,634 ","$2,134,495 ","$2,285,388 ","$2,607,801 "
2017,297,0R03-008,People for People Yakima(PFP),Active,Rural Reporter,Yakima,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,"$2,268,939 ","$1,901,386 ","$2,710,689 ","$1,509,566 ","$1,469,185 ","$1,557,230 ","$1,855,523 ","$1,750,624 ","$1,620,437 ","$2,001,202 "
2017,298,0R03-013,Island Transit,Active,Rural Reporter,Coupeville,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$11,539,868 ","$12,153,085 ","$10,130,900 ","$12,231,959 ","$13,339,840 ","$21,651,112 ","$24,745,502 ","$11,135,611 ","$9,769,151 ","$10,493,248 ","$12,398,552 "
2017,299,0R03-015,Klickitat County Senior Services(MATS),Active,Rural Reporter,Goldendale,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$760,649 ","$935,663 ","$1,063,315 ","$878,364 ","$855,087 ","$793,534 ","$863,682 ","$838,024 ","$963,466 ","$891,180 ","$920,764 "
2017,300,0R02-027,City of Silverton,Active,Rural Reporter,Silverton,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$106,853 ","$71,977 ","$76,475 ","$194,108 ","$86,372 ","$82,094 ","$126,149 ","$81,497 ","$96,013 ","$92,747 ","$94,045 "
2017,301,0R02-008,South Clackamas Transportation District(SCTD),Active,Rural Reporter,Molalla,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$711,024 ","$912,112 ","$887,814 ","$965,670 ","$1,364,904 ","$1,081,332 ","$875,188 ","$845,850 ","$787,413 ","$1,027,244 ","$829,607 "
2017,303,0R03-009,Clallam Transit System(CTS),Active,Rural Reporter,Port Angeles,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$10,906,678 ","$11,326,736 ","$13,163,247 ","$7,687,229 ","$10,238,945 ","$9,605,859 ","$11,358,386 ","$7,812,654 ","$8,168,961 ","$8,048,007 ","$9,927,895 "
2017,306,0R01-004,Marsing Senior Center(MAR),Active,Rural Reporter,Marsing,ID,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,"$15,396 ","$5,629 ","$5,857 ","$7,921 ","$10,013 ","$10,016 ","$7,137 ","$6,730 ","$9,956 ","$5,046 "
2017,307,0R02-006,Coos County Area Transit(CCAT),Active,Rural Reporter,Coos Bay,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$495,820 ","$535,957 ","$559,754 ","$1,117,131 ","$762,560 ","$674,024 ","$702,519 ","$626,908 ","$753,932 ","$705,854 ","$871,103 "
2017,308,0R02-029,Curry County Public Transit Service District,Active,Rural Reporter,Gold Beach,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$354,262 ","$423,925 ","$406,614 ","$685,240 ","$518,871 ","$503,667 ","$544,656 ","$525,642 ","$507,757 ","$984,894 ","$650,555 "
2017,309,0R03-011,Grant County Transportation Authority(GTA),Active,Rural Reporter,Moses Lake,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$3,445,348 ","$5,429,388 ","$4,649,273 ","$6,290,977 ","$5,689,509 ","$3,708,593 ","$3,718,820 ","$3,937,474 ","$3,756,102 ","$4,546,898 ","$8,195,366 "
2017,310,0R02-020,Lincoln County Transportation Service District(Lincoln County Transit),Active,Rural Reporter,Newport,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,160,300 ","$1,522,774 ","$1,557,419 ","$3,371,806 ","$1,660,603 ","$1,500,507 ","$1,836,933 ","$1,864,200 ","$2,038,479 ","$1,790,914 ","$2,135,520 "
2017,311,0R01-003,Mountain Rides Transportation Authority(MRTA),Active,Rural Reporter,Ketchum,ID,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,555,360 ","$2,552,223 ","$2,162,314 ","$2,278,034 ","$4,388,155 ","$2,774,300 ","$2,168,260 ","$2,105,523 ","$2,025,464 ","$3,400,222 ","$2,442,902 "
2017,312,0R03-046,Hopesource,Active,Rural Reporter,Ellensburg,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$455,874 ","$898,198 ",$0 ,"$635,317 ","$941,695 ","$1,381,729 ","$1,346,356 ","$1,121,143 ","$1,087,938 ","$941,131 ","$1,240,780 "
2017,313,0R02-023,Grant County Transportation District,Active,Rural Reporter,John Day,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$180,147 ","$116,917 ","$122,211 ","$288,981 ","$181,709 ","$260,331 ","$268,660 ","$327,663 ","$394,691 ","$448,450 ","$561,258 "
2017,314,0R03-012,Grays Harbor Transit(GHT),Active,Rural Reporter,Hoquiam,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$8,953,633 ","$9,542,522 ","$8,288,879 ","$7,247,260 ","$7,426,710 ","$9,297,343 ","$7,242,056 ","$8,632,381 ","$7,575,047 ","$10,488,910 ","$8,502,131 "
2017,315,0R03-017,Mason County Transportation Authority(MTA),Active,Rural Reporter,Shelton,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$8,752,672 ","$6,046,339 ","$6,155,815 ","$6,256,982 ","$7,908,277 ","$7,563,437 ","$8,473,761 ","$9,350,617 ","$10,028,568 ","$7,542,137 ","$9,927,446 "
2017,316,0R03-035,Jefferson Transit,Active,Rural Reporter,Port Townsend,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$4,540,424 ","$3,751,400 ","$3,910,017 ","$3,931,470 ","$5,192,086 ","$4,268,934 ","$5,313,306 ","$6,632,266 ","$7,139,237 ","$4,506,923 ","$5,744,145 "
2017,317,0R03-006,Mt Si Senior Center,Active,Rural Reporter,North Bend,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,"$557,420 ","$583,394 ","$542,304 ","$626,649 ","$678,480 ","$876,414 ","$897,921 "
2017,319,0R02-002,Hood River County Transportation District(CAT),Active,Rural Reporter,Hood River,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$736,831 ","$670,035 ","$1,034,658 ","$2,495,762 ","$1,064,733 ","$923,900 ","$1,005,671 ","$715,723 ","$677,207 ","$659,974 ","$947,777 "
2016,320,0R04-014,Center for Community,Inactive,Rural Reporter,,AK,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$741,527 ","$354,591 ","$85,025 ",$0 ,"$57,513 ","$98,298 ","$80,049 ","$70,905 ","$1,056,807 ","$1,222,613 ",
2017,321,0R02-015,Yamhill County,Active,Rural Reporter,McMinnville,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,584,455 ","$1,458,361 ","$1,647,105 ","$1,482,457 ","$1,956,929 ","$2,455,230 ","$1,977,151 ","$3,307,967 ","$2,201,826 ","$2,015,745 ","$2,090,480 "
2017,322,0R03-019,Pacific Transit,Active,Rural Reporter,Raymond,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,208,598 ","$1,639,947 ","$1,524,894 ","$1,338,577 ","$3,564,416 ","$1,600,140 ","$1,477,860 ","$1,526,545 ","$1,463,700 ","$1,492,994 ","$1,433,150 "
2017,323,0R02-046,Malheur Council on Aging and Community Services(MCOA),Active,Rural Reporter,Ontario,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,"$605,760 ","$542,007 ","$516,428 ","$582,944 ","$625,522 ","$662,907 ","$504,606 ","$833,269 ","$861,218 "
2017,327,0R04-002,Mat-Su Community Transit(MASCOT),Active,Rural Reporter,Wasilla,AK,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$780,600 ","$1,138,152 ","$3,716,997 ","$1,878,028 ","$1,290,204 ","$1,663,651 ","$1,392,601 ","$1,103,571 ","$916,381 ","$845,330 ","$738,512 "
2017,330,0R02-025,City of Canby(CAT),Active,Rural Reporter,Canby,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,354,882 ","$1,487,325 ","$1,542,316 ","$1,885,692 ","$1,799,459 ","$1,635,807 ","$1,431,083 ","$2,365,243 ","$1,838,347 ","$2,051,092 ","$2,031,398 "
2017,331,0R02-026,Sunset Empire Transportation District(SETD),Active,Rural Reporter,Astoria,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$2,750,422 ","$2,442,897 ","$2,080,792 ","$4,072,974 ","$2,718,270 ","$1,906,233 ","$1,739,453 ","$2,081,453 ","$1,853,581 ","$2,076,415 ","$2,153,261 "
2017,332,0R03-045,Okanogan County Transportation & Nutrition(OCTN),Active,Rural Reporter,Omak,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$724,473 ","$661,436 ","$774,281 ","$733,500 ","$763,965 ","$755,210 ","$911,186 ","$976,072 "
2015,333,0R01-020,Council on Aging & Human Services,Inactive,Rural Reporter,,WA,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$89,878 ","$264,710 ","$273,697 ","$205,070 ","$161,334 ",$0 ,,
2017,336,0R03-023,Skamania County Senior Services,Active,Rural Reporter,Stevenson,WA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$382,846 ","$445,610 ","$477,288 ","$441,715 ","$471,304 ","$449,228 ","$468,689 ","$362,394 ","$400,460 ","$321,534 ","$519,205 "
2017,339,0R02-001,Basin Transit Service(BTS),Active,Rural Reporter,Klamath Falls,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,930,493 ","$1,744,857 ","$2,185,687 ","$2,561,536 ","$2,381,989 ","$2,073,843 ","$2,136,872 ","$2,907,291 ","$2,056,836 ","$3,254,038 ","$2,010,107 "
2017,340,0R04-001,"Senior Citizens of Kodiak, Inc.(KATS)",Active,Rural Reporter,Kodiak,AK,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$283,453 ","$213,519 ","$287,485 ","$261,395 ","$333,184 ","$269,972 ","$269,901 ","$368,751 ","$419,367 ","$385,009 ","$383,317 "
2017,341,0R01-021,Selkirks-Pend Oreille Transit Authority (SPOT)(SPT),Active,Rural Reporter,Ponderay,ID,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,"$309,586 ","$340,822 ","$352,986 ","$386,466 ","$406,667 ","$559,372 ","$536,726 "
2017,342,0R01-013,Valley Vista Care Corporation(VVCC),Active,Rural Reporter,St. Maries,ID,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$302,874 ","$291,956 ","$365,432 ","$413,947 ","$449,680 ","$505,699 ","$372,736 ","$359,927 ","$304,213 ","$316,863 ","$274,051 "
2017,343,0R02-012,Community Connection of Northeast Oregon(CCNO),Active,Rural Reporter,LaGrande,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$1,010,614 ","$1,200,088 ","$1,737,980 ","$1,829,138 ","$1,784,280 ","$1,476,622 ","$1,615,689 ","$1,380,981 ","$1,523,030 ","$2,069,638 ","$2,349,489 "
2017,345,0R04-011,Glacier Valley Transit,Active,Rural Reporter,Girdwood,AK,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,"$369,432 ","$308,259 ","$158,334 ","$261,524 ","$349,516 ","$311,433 ","$350,149 ","$305,768 ","$294,591 ","$391,096 "
2017,347,0R01-007,SMART Transit(RPT),Active,Rural Reporter,Lewiston,ID,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$293,393 ","$493,708 ","$565,038 ","$729,921 ","$577,794 ","$676,631 ","$612,700 ","$557,898 ","$568,232 ","$559,657 ","$625,889 "
2017,348,0R02-059,"Senior Citizens of Sweet Home, Inc.",Active,Rural Reporter,Sweet Home,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$671,741 ","$669,979 ","$930,293 ","$734,876 ","$1,038,441 "
2014,350,0R04-018,"Catholic Community Service, Juneau",Inactive,Rural Reporter,,AK,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,"$1,157,294 ","$1,117,726 ","$975,516 ","$1,162,552 ",,,
2017,351,0R02-036,Douglas County(UTrans and DouglasRides),Active,Rural Reporter,Roseburg,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$736,342 ","$1,261,486 ","$929,721 ","$1,815,300 ","$1,961,328 ","$1,736,597 ","$1,643,219 ","$1,844,193 ","$1,771,795 ","$1,583,074 ","$2,411,623 "
2014,352,0R04-019,"Catholic Community Service, Ketchikan",Inactive,Rural Reporter,,AK,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,"$364,478 ","$401,699 ","$410,581 ","$379,299 ",,,
2017,353,0R02-019,Lane Transit District - City of Florence(Rhody Express),Active,Rural Reporter,Eugene,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$213,299 ","$179,838 ","$156,324 ","$154,362 ","$165,379 ","$183,137 ","$186,635 ","$187,504 "
2017,354,0R04-017,"Catholic Community Service, Sitka",Active,Rural Reporter,Juneau,AK,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,"$282,078 ","$257,339 ","$346,297 ","$236,239 ",,,"$179,033 "
2017,355,0R04-023,Valley Mover,Active,Rural Reporter,Wasilla,AK,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$845,883 ","$977,356 ","$976,393 ","$1,017,314 ","$1,019,505 "
2017,357,0R01-001,TransIV Buses - College of Southern Idaho(TRANS IV),Active,Rural Reporter,Twin Falls,ID,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$539,991 ","$780,496 ","$703,563 ","$834,049 ","$603,185 ","$595,198 ","$591,855 ","$628,458 ","$668,715 ","$663,090 ","$904,199 "
2017,358,0R04-004,Ketchikan Gateway Borough(The Bus),Active,Rural Reporter,Ketchikan,AK,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$948,751 ","$2,682,253 ","$1,379,954 ","$1,305,810 ","$1,542,626 ","$2,518,052 ","$1,888,829 ","$1,881,464 ","$2,395,025 ","$1,888,991 ","$2,063,890 "
2017,359,0R02-010,City of Pendleton,Active,Rural Reporter,Pendleton,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$210,226 ","$261,742 ","$224,735 ","$283,852 ","$211,417 ","$240,387 ","$267,236 ","$298,586 ","$412,546 ","$295,186 ","$321,892 "
2017,360,0R02-007,City of Woodburn(WTS),Active,Rural Reporter,Woodburn,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$550,511 ","$346,818 ","$437,764 ","$621,630 ","$567,559 ","$578,347 ","$656,265 ","$624,811 ","$1,034,507 ","$588,733 ","$652,349 "
2017,363,0R02-039,Clackamas County Social Services(Mt. Hood Express),Active,Rural Reporter,Oregon City,OR,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,"$146,191 ","$137,786 ","$301,022 ","$157,775 ","$173,584 ","$190,342 ","$478,693 ","$747,221 ","$704,111 ","$745,060 "
