Last Report Year,NTD ID,AgencyID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2016,13,TR27-001,Orutsararmiut Native Council,Inactive,Reduced Reporter,,AK,2010,,,,,Pre 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,14,0T14,Sitka Tribe of Alaska(STA),Active,Reduced Reporter,Sitka,AK,2010,Alaska Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$178,780 ","$109,869 ","$756,021 "
2017,15,0T15,Snoqualmie Indian Tribe,Active,Reduced Reporter,Snoqualmie,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$209,003 "
2017,16,16,RiverCities Transit(RCT),Active,Full Reporter,Longview,WA,2010,"Longview, WA-OR",431,33,"63,952",Existing 2017,DR,PT,Operating,"$63,900 ","$166,753 ","$168,149 ","$252,000 ",,,"$401,108 ","$415,694 ","$466,172 ","$458,272 ","$488,913 ","$575,379 ","$635,131 ","$662,195 ","$674,769 ","$735,576 ","$787,410 ","$789,075 ","$935,938 ","$1,019,513 ","$1,149,808 ","$1,197,281 ","$1,305,552 ","$1,390,524 ","$1,354,034 ","$1,409,229 ","$1,592,693 "
2017,16,16,RiverCities Transit(RCT),Active,Full Reporter,Longview,WA,2010,"Longview, WA-OR",431,33,"63,952",Existing 2017,MB,DO,Operating,"$820,883 ","$834,814 ","$946,929 ","$1,061,405 ",,,"$1,177,760 ","$1,334,876 ","$1,292,184 ","$1,027,100 ","$1,089,660 ","$1,119,861 ","$1,128,396 ","$1,190,722 ","$1,264,402 ","$1,295,703 ","$1,407,810 ","$1,587,119 ","$1,486,564 ","$1,571,471 ","$1,765,129 ","$1,950,899 ","$2,663,089 ","$2,928,744 ","$2,892,246 ","$3,005,450 ","$3,033,187 "
2017,16,16,RiverCities Transit(RCT),Active,Full Reporter,Longview,WA,2010,"Longview, WA-OR",431,33,"63,952",Existing 2017,VP,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,101 ","$10,914 "
2017,17,0T17,Stillaguamish Tribe of Indians,Active,Reduced Reporter,Arlington,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$420,505 ","$434,683 ","$443,050 "
2017,17,0T17,Stillaguamish Tribe of Indians,Active,Reduced Reporter,Arlington,WA,2010,Washington Non-UZA,0,0,0,Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$133,557 ","$146,760 ","$125,196 "
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,"210,975",Existing 2017,DR,DO,Operating,"$1,052,626 ","$1,455,854 ","$1,917,372 ","$2,128,794 ","$2,625,468 ","$2,998,888 ","$3,551,361 ","$4,120,047 ","$4,662,344 ","$4,248,588 ","$4,315,434 ","$5,040,238 ","$5,976,275 ",,"$7,818,336 ","$8,893,588 ","$9,709,478 ","$11,149,642 ","$10,599,610 ","$10,227,486 ","$10,072,416 ","$10,516,633 ","$11,101,162 ","$11,850,499 ","$11,785,359 ","$11,899,980 ","$13,201,016 "
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,"210,975",Existing 2017,DR,PT,Operating,"$40,384 ","$69,159 ","$87,778 ","$116,444 ","$141,696 ","$150,799 ","$799,493 ","$1,087,632 ","$862,727 ","$636,736 ","$880,802 ","$948,784 ","$1,224,075 ",,"$2,368,464 ","$3,066,212 ","$3,209,243 ","$3,796,531 ","$3,041,980 ","$668,324 ","$815,848 ","$856,260 ","$927,320 ","$912,802 ","$976,188 ","$1,246,228 ","$1,365,133 "
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,"210,975",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,"$1,713,932 ","$1,387,123 ","$1,624,788 ","$1,695,371 ","$2,225,223 ","$2,365,500 ","$2,205,629 ","$2,062,624 "
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,"210,975",Existing 2017,MB,DO,Operating,"$4,828,463 ","$6,154,279 ","$6,369,171 ","$6,871,733 ","$7,034,538 ","$7,375,174 ","$7,432,645 ","$7,833,406 ","$8,313,586 ","$7,647,952 ","$7,576,466 ","$7,573,976 ","$8,803,684 ",,"$11,199,386 ","$11,759,384 ","$12,152,958 ","$13,512,037 ","$12,764,250 ","$12,371,140 ","$11,731,345 ","$12,732,816 ","$13,751,054 ","$14,016,906 ","$13,201,969 ","$13,583,483 ","$15,423,139 "
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,"210,975",Existing 2017,MB,PT,Discontinued,"$9,905 ","$48,098 ","$38,535 ","$300,281 ","$518,629 ","$628,641 ",,,,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,18,18,Ben Franklin Transit(BFT),Active,Full Reporter,Richland,WA,2010,"Kennewick-Pasco, WA",171,102,"210,975",Existing 2017,VP,DO,Operating,"$243,808 ","$335,071 ","$406,457 ","$556,406 ","$946,173 ","$911,923 ","$1,065,012 ","$980,352 ","$967,287 ","$1,075,390 ","$1,011,462 ","$890,065 ","$1,088,104 ",,"$1,661,543 ","$1,793,184 ","$2,045,021 ","$2,651,248 ","$2,664,299 ","$2,959,089 ","$3,171,746 ","$3,152,496 ","$2,885,367 ","$2,969,983 ","$2,442,338 ","$2,388,642 ","$2,574,147 "
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,"176,617",Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,"$1,914,507 ","$1,980,268 ","$2,238,088 ","$2,565,367 ","$2,661,077 ","$2,750,422 "
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,"176,617",Existing 2017,CB,PT,Separate,,,,,,,,,,,,,,,,,,,,,,,"$2,406 ","$1,926 ","$1,998 ","$2,058 ","$1,029 "
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,"176,617",Existing 2017,DR,DO,Operating,$0 ,"$1,006,217 ","$1,347,250 ","$1,920,660 ","$2,499,017 ","$2,527,372 ","$3,304,495 ","$3,345,046 ","$3,517,965 ","$3,067,661 ","$3,474,398 ","$3,331,906 ","$3,069,576 ","$3,434,138 ","$4,258,938 ","$4,349,834 ","$4,714,233 ","$5,134,911 ","$5,759,806 ","$5,830,989 ","$6,581,627 ","$7,124,658 ","$7,234,090 ","$7,777,832 ","$8,046,868 ","$8,619,392 ","$9,717,186 "
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,"176,617",Existing 2017,DR,PT,Discontinued,"$682,768 ",,,,,,,,,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,"176,617",Existing 2017,MB,DO,Operating,"$7,267,225 ","$8,019,442 ","$9,968,391 ","$11,482,318 ","$11,361,607 ","$11,921,990 ","$11,766,725 ","$11,598,883 ","$12,548,736 ","$9,303,066 ","$9,471,336 ","$9,232,966 ","$10,512,780 ","$11,928,544 ","$13,399,443 ","$15,840,927 ","$16,757,249 ","$19,976,245 ","$20,829,024 ","$20,466,991 ","$22,003,668 ","$21,113,731 ","$21,294,504 ","$21,373,262 ","$21,161,701 ","$21,929,973 ","$23,309,754 "
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,"176,617",Existing 2017,MB,PT,Discontinued,"$15,681 ",,,,,,,,,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,19,19,Intercity Transit(I.T.),Active,Full Reporter,Olympia,WA,2010,"Olympia-Lacey, WA",195,106,"176,617",Existing 2017,VP,DO,Operating,"$77,003 ","$100,094 ","$121,820 ","$121,229 ","$120,861 ","$152,875 ","$144,464 ","$170,524 ","$236,966 ","$288,229 ","$311,078 ","$326,065 ","$381,726 ","$556,279 ","$703,061 ","$906,604 ","$1,149,724 ","$1,447,008 ","$1,496,499 ","$1,579,199 ","$1,742,533 ","$1,829,778 ","$1,970,044 ","$1,905,009 ","$1,724,092 ","$1,654,236 ","$1,646,017 "
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,DR,DO,Operating,,$0 ,,,"$2,427,087 ","$3,350,545 ","$3,618,083 ","$3,893,188 ","$4,443,057 ","$3,597,287 ","$4,130,131 ","$5,343,243 ","$6,818,871 ","$8,067,521 ","$8,435,736 ","$8,865,673 ","$9,582,098 ","$9,548,676 ","$7,797,241 ","$7,614,950 ","$7,463,407 ","$7,331,250 ","$9,723,702 ","$9,871,037 ","$10,179,430 ","$10,852,630 ","$11,152,275 "
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,DR,PT,Discontinued,"$3,338,494 ","$3,657,656 ","$2,929,465 ","$3,265,379 ","$1,018,179 ","$271,350 ",,,,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,"$18,122 ","$33,468 ","$9,189 ","$4,928 ","$5,433 ",,"$8,163 ","$60,845 "
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",New in 2017,FB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,156,299 "
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,FB,PT,Operating,,"$1,467 ","$136,204 ","$643,225 ","$560,309 ","$541,669 ","$515,122 ","$561,212 ","$689,665 ","$418,907 ","$615,465 ","$700,912 ","$897,427 ","$1,152,829 ","$1,313,502 ","$1,446,134 ","$1,580,603 ","$1,886,367 ","$1,804,442 ","$1,811,449 ","$1,847,547 ","$2,031,836 ","$2,176,747 ","$2,193,816 ","$1,872,411 ","$2,239,558 ","$1,862,549 "
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,MB,DO,Operating,"$5,019,896 ","$5,835,494 ","$7,261,876 ","$8,685,218 ","$9,981,234 ","$10,590,661 ","$10,968,193 ","$11,351,906 ","$12,240,375 ","$10,430,049 ","$11,699,378 ","$13,536,108 ","$15,026,507 ","$15,665,179 ","$16,845,529 ","$18,105,115 ","$18,801,120 ","$20,286,896 ","$18,013,706 ","$17,589,787 ","$18,370,079 ","$17,802,877 ","$17,350,322 ","$18,250,837 ","$19,155,038 ","$20,268,077 ","$21,414,294 "
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,OR,PT,Discontinued,$0 ,,,,,,,,,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,20,20,Kitsap Transit,Active,Full Reporter,Bremerton,WA,2010,"Bremerton, WA",180,136,"198,979",Existing 2017,VP,DO,Operating,"$208,123 ","$252,497 ","$213,858 ","$270,023 ","$321,729 ","$631,485 ","$616,311 ","$777,169 ","$917,097 ","$527,822 ","$492,217 ","$474,730 ","$667,108 ","$867,144 ","$1,270,784 ","$1,260,428 ","$1,281,229 ","$1,455,127 ","$1,392,486 ","$1,354,908 ","$1,384,929 ","$1,419,627 ","$967,348 ","$1,138,900 ","$1,042,233 ","$959,633 ","$1,135,664 "
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,DR,DO,Operating,,,,"$1,887,027 ","$2,226,730 ","$2,682,073 ","$2,713,734 ","$2,893,379 ","$3,027,099 ","$3,050,505 ","$3,241,136 ","$3,555,746 ","$3,408,828 ","$3,877,809 ","$3,929,608 ","$3,976,866 ","$5,544,469 ","$5,803,260 ","$6,254,583 ","$6,047,996 ","$6,203,381 ","$6,461,436 ","$6,957,972 ","$6,958,107 ","$7,207,961 ","$7,627,308 ","$8,198,347 "
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,DR,PT,Discontinued,"$788,472 ","$955,360 ","$1,206,038 ","$23,551 ","$2,487 ","$41,317 ","$32,673 ","$41,256 ","$37,754 ","$20,439 ","$21,379 ","$36,983 ","$26,252 ","$26,818 ","$27,566 ","$30,211 ","$37,549 ","$48,713 ","$57,899 ",,$0 ,$0 ,,$0 ,,,
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,"$54,514 ","$65,238 ","$92,321 ","$104,916 ","$87,908 ","$92,455 ","$50,683 ","$38,675 "
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,MB,DO,Operating,"$4,199,424 ","$4,783,181 ","$5,061,583 ","$5,517,576 ","$5,882,089 ","$6,857,545 ","$6,871,616 ","$7,103,236 ","$7,365,642 ","$7,506,854 ","$7,492,217 ","$7,701,628 ","$8,764,543 ","$9,050,934 ","$10,904,118 ","$11,761,103 ","$12,886,196 ","$15,396,728 ","$15,149,260 ","$14,763,313 ","$14,274,228 ","$15,235,999 ","$15,627,243 ","$16,415,896 ","$17,335,960 ","$18,163,451 ","$20,029,380 "
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,,,,,,"$239,751 ","$256,729 ","$276,474 ","$275,164 ","$303,563 ","$312,470 ","$267,252 ","$289,587 ","$308,792 "
2017,21,21,Whatcom Transportation Authority(WTA),Active,Full Reporter,Bellingham,WA,2010,"Bellingham, WA",275,48,"114,473",Existing 2017,VP,PT,Discontinued,,,,,"$91,481 ",,,,,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,22,22,City of Pocatello(PRT),Active,Reduced Reporter,Pocatello,ID,2010,"Pocatello, ID",395,31,"69,809",Existing 2017,DR,DO,Operating,"$54,433 ","$78,229 ","$98,387 ","$118,620 ","$138,555 ","$142,796 ","$148,184 ","$196,336 ","$223,557 ","$300,124 ","$327,192 ","$375,432 ","$450,474 ","$515,089 ","$554,098 ","$542,856 ","$1,161,436 ","$1,541,476 ","$1,397,682 ","$1,528,271 ","$1,559,321 ","$1,377,051 ","$1,491,378 ","$1,476,683 ","$1,546,687 ","$1,760,179 ","$1,678,904 "
2017,22,22,City of Pocatello(PRT),Active,Reduced Reporter,Pocatello,ID,2010,"Pocatello, ID",395,31,"69,809",Existing 2017,MB,DO,Operating,"$337,890 ","$437,116 ","$469,362 ","$511,210 ","$493,645 ","$475,483 ","$475,955 ","$535,025 ","$559,643 ","$661,758 ","$640,761 ","$655,238 ","$674,151 ","$704,789 ","$775,454 ","$741,584 ","$763,427 ","$913,017 ","$866,334 ","$889,074 ","$886,665 ","$1,089,344 ","$1,152,078 ","$1,205,173 ","$1,119,899 ","$1,066,012 ","$1,198,195 "
2017,22,22,City of Pocatello(PRT),Active,Reduced Reporter,Pocatello,ID,2010,"Pocatello, ID",395,31,"69,809",Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,,,$0 ,"$6,147 ","$5,849 ",$0 ,$0 ,,$0 ,,,
2017,23,23,City of Seattle - Seattle Center Monorail Transit(SMS),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,MG,PT,Operating,,,"$1,373,158 ","$1,484,751 ","$1,469,333 ","$1,542,695 ","$1,599,143 ","$1,971,854 ","$2,143,959 ","$2,252,944 ","$2,366,890 ","$2,167,065 ","$2,084,437 ","$1,485,247 ","$1,711,859 ","$320,558 ","$2,530,405 ","$2,273,249 ","$2,554,378 ","$2,709,895 ","$2,893,562 ","$3,397,295 ","$3,324,390 ","$3,267,319 ","$4,433,355 ","$4,331,066 ","$4,130,627 "
2017,23,23,City of Seattle - Seattle Center Monorail Transit(SMS),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,OR,DO,Discontinued,$0 ,"$1,383,397 ",,,,,,,,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,23,23,City of Seattle - Seattle Center Monorail Transit(SMS),Active,Full Reporter,Seattle,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,OR,PT,Discontinued,"$1,272,658 ",,,,,,,,,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,"$5,436,270 ","$6,042,255 ","$6,184,503 ","$6,255,639 ","$6,449,118 "
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,DR,DO,Operating,,,,,,,,,"$2,066,088 ","$3,713,625 ","$3,921,158 ","$4,230,820 ","$4,489,742 ","$5,115,421 ","$5,122,262 ","$6,785,043 ","$7,760,124 ","$8,799,279 ","$7,797,740 ","$7,800,955 ","$7,749,170 ","$8,518,195 ","$9,001,544 ","$9,879,660 ","$11,009,897 ","$11,666,292 ","$12,096,417 "
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,DR,PT,Discontinued,"$769,333 ","$857,030 ","$1,160,475 ","$1,252,655 ","$1,486,101 ","$2,747,996 ","$3,544,665 ","$4,507,156 ","$2,307,107 ",,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,MB,DO,Operating,"$8,711,605 ","$9,654,753 ","$9,720,527 ","$10,652,664 ","$12,346,873 ","$14,209,482 ","$16,572,015 ","$18,151,993 ","$20,042,070 ","$18,347,197 ","$18,085,091 ","$19,946,477 ","$19,731,628 ","$19,724,094 ","$19,864,065 ","$21,079,481 ","$23,728,349 ","$28,240,702 ","$28,669,170 ","$28,235,748 ","$29,952,369 ","$31,030,787 ","$26,310,863 ","$28,220,247 ","$28,916,097 ","$29,731,580 ","$32,281,899 "
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,MB,PT,Discontinued,"$141,648 ",,,,,,,,,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,RB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,
2017,24,24,Clark County Public Transportation Benefit Area Authority(C-Tran),Active,Full Reporter,Vancouver,WA,2010,"Portland, OR-WA",24,524,"1,849,898",Existing 2017,VP,DO,Operating,"$22,963 ","$32,658 ","$35,384 ","$33,888 ","$35,106 ","$68,554 ","$102,967 ","$90,148 ","$114,135 ","$94,840 ","$81,357 ","$77,832 ","$64,318 ","$42,956 ","$26,687 ",,,,"$91,524 ","$94,926 ","$122,959 ","$203,883 ","$223,235 ","$276,071 ","$452,515 ","$493,700 ","$479,905 "
2017,25,25,Salem Area Mass Transit District(Cherriots),Active,Full Reporter,Salem,OR,2010,"Salem, OR",156,76,"236,632",Existing 2017,DR,PT,Operating,,,,,,,,,,"$636,780 ","$740,696 ","$878,761 ","$2,367,700 ","$2,945,952 ","$3,075,454 ","$4,426,714 ","$9,148,118 ","$9,459,013 ","$11,567,019 ","$11,044,498 ","$10,737,370 ","$11,527,023 ","$12,865,869 ","$13,710,320 ","$16,435,602 ","$15,163,755 ","$15,453,241 "
2017,25,25,Salem Area Mass Transit District(Cherriots),Active,Full Reporter,Salem,OR,2010,"Salem, OR",156,76,"236,632",Existing 2017,MB,DO,Operating,"$5,222,754 ","$5,868,778 ","$5,990,196 ","$6,504,033 ","$6,358,718 ","$6,533,752 ","$7,779,014 ","$8,134,378 ","$9,082,429 ","$10,550,196 ","$13,102,682 ","$13,649,033 ","$14,488,013 ","$15,069,446 ","$16,878,744 ","$18,013,506 ","$17,104,414 ","$17,707,826 ","$17,349,035 ","$17,904,498 ","$18,481,242 ","$18,574,275 ","$19,555,613 ","$20,331,685 ","$20,770,369 ","$21,699,414 ","$23,383,643 "
2017,25,25,Salem Area Mass Transit District(Cherriots),Active,Full Reporter,Salem,OR,2010,"Salem, OR",156,76,"236,632",Existing 2017,VP,PT,Operating,,,,,,,,,,,,,,,"$20,113 ","$233,704 ","$208,195 ","$106,615 ","$150,398 ","$190,234 ","$219,087 ","$289,517 ","$300,805 ","$381,891 ","$391,998 ","$245,285 ","$327,047 "
2017,28,28,Pierce County Ferry Operations(Pierce County Ferry),Active,Full Reporter,Tacoma,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,FB,DO,Discontinued,"$763,873 ","$1,257,609 ",,,,,,,,,,,,,,,,,,,$0 ,$0 ,,$0 ,,,
2017,28,28,Pierce County Ferry Operations(Pierce County Ferry),Active,Full Reporter,Tacoma,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,FB,PT,Operating,,,"$666,970 ","$920,262 ","$861,126 ","$1,021,667 ","$1,579,758 ","$1,344,832 ","$1,120,093 ","$1,701,906 ","$1,450,495 ","$2,088,384 ","$1,623,689 ","$2,306,283 ","$2,000,848 ","$2,537,170 ","$2,792,242 ","$4,740,516 ","$4,004,471 ","$4,970,443 ","$3,422,674 ","$4,394,295 ","$3,100,443 ","$4,089,892 ","$6,323,535 ","$4,835,568 ","$3,902,287 "
2017,29,29,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),Active,Full Reporter,Everett,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,"$11,415,645 ","$12,942,085 ","$13,903,145 ","$13,968,911 ","$13,435,685 "
2017,29,29,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),Active,Full Reporter,Everett,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,CB,PT,Operating,,,,,,,,,,,,,,,,,,,,,"$11,749,134 ","$10,106,814 ","$8,922,668 ","$9,099,496 ","$8,825,624 ","$8,912,740 ","$9,672,950 "
2017,29,29,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),Active,Full Reporter,Everett,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,DR,PT,Operating,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,"$403,848 ","$448,882 ","$659,603 ","$676,299 ","$903,567 ","$7,820,608 ","$8,401,128 ","$8,342,370 ","$8,522,739 ","$8,444,191 ","$7,327,426 ","$7,243,332 ","$7,554,172 ","$7,411,323 ","$7,668,221 ","$8,196,965 "
2017,29,29,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),Active,Full Reporter,Everett,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,MB,DO,Operating,"$15,356,045 ","$20,042,557 ","$21,399,805 ","$23,238,632 ","$24,538,864 ","$25,182,943 ","$27,402,187 ","$30,544,743 ","$33,226,746 ","$29,597,203 ","$34,008,946 ","$37,102,476 ","$43,845,113 ","$47,981,180 ","$52,992,092 ","$56,013,022 ","$62,049,317 ","$66,554,958 ","$68,706,246 ","$66,725,954 ","$65,177,873 ","$59,514,038 ","$48,351,884 ","$50,287,853 ","$57,839,933 ","$62,545,771 ","$71,792,365 "
2017,29,29,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),Active,Full Reporter,Everett,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,MB,PT,Discontinued,,"$4,441,250 ","$4,182,081 ","$5,318,412 ","$7,452,810 ","$8,607,479 ","$8,499,972 ","$8,069,196 ","$9,231,368 ","$11,926,749 ","$13,066,766 ","$13,065,692 ","$14,606,895 ","$16,667,808 ","$11,125,668 ","$12,607,216 ","$13,310,543 ","$13,945,316 ","$13,549,427 ","$12,759,772 ",$0 ,$0 ,,$0 ,,,
2017,29,29,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),Active,Full Reporter,Everett,WA,2010,"Seattle, WA",14,"1,010","3,059,393",Existing 2017,VP,DO,Operating,"$189,419 ","$498,566 ","$808,429 ","$887,104 ",,"$768,861 ","$1,222,327 ","$1,627,742 ","$1,887,435 ","$2,130,756 ","$2,059,200 ","$1,932,745 ","$2,033,904 ","$2,270,234 ","$2,545,613 ","$2,743,222 ","$3,328,647 ","$3,493,988 ","$3,676,890 ","$3,693,738 ","$3,968,162 ","$3,834,171 ","$3,963,917 ","$4,300,258 ","$4,005,491 ","$4,282,406 ","$4,386,700 "
2017,30,0T30,Chickaloon Native Village(CATs),Active,Reduced Reporter,Chickaloon,AK,2010,Alaska Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$166,090 ","$180,357 ","$72,425 "
2017,30,0T30,Chickaloon Native Village(CATs),Active,Reduced Reporter,Chickaloon,AK,2010,Alaska Non-UZA,0,0,0,Existing 2017,OT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,31,0T31,Shoshone-Bannock Tribes (SBTDOT),Active,Reduced Reporter,Fort Hall,ID,2010,Idaho Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$316,870 ","$343,115 ","$299,786 "
2016,32,,Skokomish Indian Tribe,Inactive,Reduced Reporter,,WA,2010,,,,,Pre 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,32,,Skokomish Indian Tribe,Inactive,Reduced Reporter,,WA,2010,,,,,Pre 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,33,0R03-021,Senior Services of Snohomish County(Senior Services),Active,Rural Reporter,Mukilteo,WA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$643,179 ","$647,855 ","$838,236 "
