5 digit NTDID,AgencyID,Reporter Name,Reporter Type,Mode,TOS,Bio Diesel,Bunker Fuel,C Nat Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquefied Nat Gas,Liquefied Petroleum Gas,Other Fuel,Other Energy Desc
50032,5032,Mass Transportation Authority ,Full Reporter: Operating,MB,DO,0,,,,"693,608",,,,,531,,,,,
50033,5033,Interurban Transit Partnership,Full Reporter: Operating,DR,PT,0,,,,"230,690",,,,"176,357",,,,,,
50033,5033,Interurban Transit Partnership,Full Reporter: Operating,MB,DO,0,,,,"1,285,559",,,,,,,,,,
50033,5033,Interurban Transit Partnership,Full Reporter: Operating,RB,DO,0,,,,"10,265",,,,,,,,,,
50033,5033,Interurban Transit Partnership,Full Reporter: Operating,VP,DO,,,,,,,,,"39,064",,,,,,
50034,5034,City of Jackson Transportation Authority,Full Reporter: Operating,DR,DO,0,,,,0,,,,0,,,,,,
50034,5034,City of Jackson Transportation Authority,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
50034,5034,City of Jackson Transportation Authority,Full Reporter: Operating,MB,DO,0,,,,0,,,,,,,,,,
50035,5035,Kalamazoo Metro Transit System,Full Reporter: Operating,DR,PT,0,,,,"73,747",,,,"76,124",,,,,,
50035,5035,Kalamazoo Metro Transit System,Full Reporter: Operating,MB,DO,0,,,,"351,024",,,,,,,,,,
50036,5036,Capital Area Transportation Authority,Full Reporter: Operating,DR,DO,0,,,,0,,,,"136,958",,,,,,
50036,5036,Capital Area Transportation Authority,Full Reporter: Operating,DR,PT,0,,,,0,,,,"154,563",,,,,,
50036,5036,Capital Area Transportation Authority,Full Reporter: Operating,MB,DO,0,,,,"786,882",,,,,,,,,,
50037,5037,Muskegon Area Transit System,Small Systems Reporter,DR,DO,,,0,,,,,,0,,,,,,
50037,5037,Muskegon Area Transit System,Small Systems Reporter,MB,DO,0,,0,,0,,,,,,,,,,
50038,5038,Niles Dial-A-Ride,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
50038,5038,Niles Dial-A-Ride,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
50039,5039,Saginaw Transit Authority Regional Service,Full Reporter: Operating,DR,DO,,,,,,,,,"21,293",,,,,,
50039,5039,Saginaw Transit Authority Regional Service,Full Reporter: Operating,MB,DO,0,,,,"137,026",,,,,,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter: Operating,CB,DO,0,,,,0,,,,,,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter: Operating,CB,PT,0,,,,"43,302",,,,,,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter: Operating,DR,PT,0,,,,"30,182",,,,"32,421",,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter: Operating,MB,DO,"643,994",,,,0,,,,,,,,,,
50041,5041,City of Anderson Transportation System,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
50041,5041,City of Anderson Transportation System,Small Systems Reporter,MB,DO,0,,,,0,0,,,,,,,,,
50042,5042,East Chicago Transit,Full Reporter: Operating,DR,DO,,,,,,,,,"5,463",,,,,,
50042,5042,East Chicago Transit,Full Reporter: Operating,MB,DO,0,,,,"34,346",,,,,,,,,,
50043,5043,Metropolitan Evansville Transit System,Full Reporter: Operating,DR,DO,0,,"2,685",,"75,669",,,,,,,,,,
50043,5043,Metropolitan Evansville Transit System,Full Reporter: Operating,MB,DO,0,,,,"176,561",,,,,,,,,,
50044,5044,Fort Wayne Public Transportation Corporation,Full Reporter: Operating,DR,DO,"38,046",,,,0,,,,,,,,,,
50044,5044,Fort Wayne Public Transportation Corporation,Full Reporter: Operating,MB,DO,"318,603",,,,0,,,,,,,,,,
50045,5045,Gary Public Transportation Corporation,Full Reporter: Operating,DR,DO,,,,,,,,,"21,937",,,,,,
50045,5045,Gary Public Transportation Corporation,Full Reporter: Operating,MB,DO,0,,,,"176,255",,,,,,,,,,
50047,5047,Bloomington-Normal Public Transit System,Full Reporter: Operating,DR,DO,"29,506",,,,0,,,,"7,925",,,,,,
50047,5047,Bloomington-Normal Public Transit System,Full Reporter: Operating,MB,DO,"313,266",,,,0,,,,,,,,,,
50050,5050,Indianapolis and Marion County Public Transportation,Full Reporter: Operating,DR,PT,0,,,,"336,988",,,,0,,,,,,
50050,5050,Indianapolis and Marion County Public Transportation,Full Reporter: Operating,MB,DO,0,,,,"1,870,663",,,,,,,,,,
50051,5051,Greater Lafayette Public Transportation Corporation,Full Reporter: Operating,DR,DO,0,,,,0,,,,,,,,,,
50051,5051,Greater Lafayette Public Transportation Corporation,Full Reporter: Operating,MB,DO,0,,,,0,,,,,,,,,,
50052,5052,South Bend Public Transportation Corporation,Full Reporter: Operating,DR,DO,"36,659",,,,551,,,,,,,,,,
50052,5052,South Bend Public Transportation Corporation,Full Reporter: Operating,MB,DO,"320,187",,0,,0,,,,,,,,,0,
50053,5053,Terre Haute Transit Utility,Full Reporter: Operating,DR,DO,0,,,,"5,062",,,,"1,285",,,,,,
50053,5053,Terre Haute Transit Utility,Full Reporter: Operating,MB,DO,0,,,,"46,096",,,,"37,314",,,,,,
50054,5054,Muncie Indiana Transit System,Full Reporter: Operating/Building,DR,DO,,,,,,,,,,,,,,"33,519",bio-diesel
50054,5054,Muncie Indiana Transit System,Full Reporter: Operating/Building,MB,DO,"178,271",,,,0,,,,,,,,,,
50056,5056,Greater Peoria Mass Transit District,Full Reporter: Operating,MB,DO,"544,955",,,,0,,,,,,,,,,
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter: Operating,DR,DO,,,,,,,,,"31,409",,,,,,
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter: Operating,DR,PT,,,,,,,,,"13,230",,,,,,
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter: Operating,FB,PT,0,,,,"7,778",,,,,,,,,,
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter: Operating,MB,DO,0,,0,,0,,,,,,,,,,
50058,5058,Rockford Mass Transit District,Full Reporter: Operating,DR,DO,0,,,,"78,575",,,,"16,125",,,,,,
50058,5058,Rockford Mass Transit District,Full Reporter: Operating,MB,DO,0,,,,"344,959",,,,,,,,,,
50059,5059,Springfield Mass Transit District,Full Reporter: Operating,DR,DO,"28,790",,,,,,,,"20,463",,,,,,
50059,5059,Springfield Mass Transit District,Full Reporter: Operating,MB,DO,"196,934",,"280,208",,,,,,,,,,,,
50060,5060,Champaign-Urbana Mass Transit District,Full Reporter: Operating,DR,DO,"2,953",,,,"5,140",,,,"28,771",,,,,,
50060,5060,Champaign-Urbana Mass Transit District,Full Reporter: Operating,DR,PT,0,,,,"22,803",,,,"26,147",,,,,,
50060,5060,Champaign-Urbana Mass Transit District,Full Reporter: Operating,MB,DO,0,,,,"773,730",,,,,,,,,,
50061,5061,Decatur Public Transit System,Full Reporter: Operating,DR,DO,,,,,,,,,"17,650",,,,,,
50061,5061,Decatur Public Transit System,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
50061,5061,Decatur Public Transit System,Full Reporter: Operating,MB,DO,"218,444",,,,,,,,,,,,,,
50066,5066,Chicago Transit Authority,Full Reporter: Operating,HR,DO,,,,,,,"467,948,784",,,,,,,,
50066,5066,Chicago Transit Authority,Full Reporter: Operating,MB,DO,0,,,,"17,332",,,,,,,,,,
50088,5088,Shoreline Metro,Full Reporter: Operating,DR,DO,0,,,,0,,,,,,,,,,
50088,5088,Shoreline Metro,Full Reporter: Operating,MB,DO,0,,,,0,,,,,,,,,,
50090,5090,Richland County Transit,Small Systems Reporter,DR,PT,0,,,,0,,,,0,,,,,,
50090,5090,Richland County Transit,Small Systems Reporter,MB,PT,0,,,,0,,,,0,,,,,,
50091,5091,Wausau Area Transit System,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
50091,5091,Wausau Area Transit System,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
50092,5092,City of Rochester Public Transportation,Full Reporter: Operating,DR,PT,"19,175",,,,0,,,,,,,,,,
50092,5092,City of Rochester Public Transportation,Full Reporter: Operating,MB,PT,"276,599",,,,0,,,,,,,,,,
50093,5093,Lima Allen County Regional Transit Authority,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
50093,5093,Lima Allen County Regional Transit Authority,Small Systems Reporter,DR,PT,0,,,,0,,,,0,,,,,,
50093,5093,Lima Allen County Regional Transit Authority,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
50095,5095,Lorain County Transit,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
50095,5095,Lorain County Transit,Small Systems Reporter,MB,PT,,,,,,,,,0,,,,,,
50096,5096,City of Waukesha Transit Commission,Full Reporter: Operating,CB,PT,0,,,,"121,416",,,,,,,,,,
50096,5096,City of Waukesha Transit Commission,Full Reporter: Operating,DR,DO,0,,,,"17,355",,,,,,,,,,
50096,5096,City of Waukesha Transit Commission,Full Reporter: Operating,DR,PT,0,,,,"3,217",,,,,,,,,,
50096,5096,City of Waukesha Transit Commission,Full Reporter: Operating,MB,DO,0,,,,"203,660",,,,,,,,,,
50098,5098,Michigan City Transit,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
50098,5098,Michigan City Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
50099,5099,Eau Claire Transit,Full Reporter: Operating,DR,PT,0,,,,0,,,,0,,,,,,
50099,5099,Eau Claire Transit,Full Reporter: Operating,MB,DO,0,,,,"130,256",,,,,,,,,,
50103,5103,North Township of Lake County Dial-A-Ride,Full Reporter: Operating,DR,DO,,,,,,,,,"20,475",,,,,,
50103,5103,North Township of Lake County Dial-A-Ride,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
50104,5104,Northern Indiana Commuter Transportation District,Full Reporter: Operating,CR,DO,,,,,,,"20,506,500",,,,,,,,
50107,5107,Henderson Area Rapid Transit,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
50107,5107,Henderson Area Rapid Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
50108,5108,Janesville Transit System,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
50108,5108,Janesville Transit System,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
50109,5109,City of Beloit Transit System,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
50109,5109,City of Beloit Transit System,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
50110,5110,Bloomington Public Transportation Corporation,Full Reporter: Operating,DR,DO,0,,,,270,,,,"21,533",,,,,,
50110,5110,Bloomington Public Transportation Corporation,Full Reporter: Operating,MB,DO,0,,,,"285,486",,,,,,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter: Operating,DR,DO,0,,,,"18,238",,,,,,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter: Operating,DR,PT,0,,,,"438,333",,,,"200,616",,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter: Operating,MB,DO,0,,0,,"5,356,985",,,,,,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter: Operating,MB,PT,0,,,,"376,057",,,,,,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter: Operating,VP,DO,,,,,,,,,"850,832",,,,,,
50117,5117,Laketran,Full Reporter: Operating,CB,DO,0,,,,"82,671",,,,,,,,,,
50117,5117,Laketran,Full Reporter: Operating,DR,DO,0,,,,"173,315",,,,"10,197",,,,,,
50117,5117,Laketran,Full Reporter: Operating,MB,DO,0,,,,"106,321",,,,"3,744",,,,,,
50118,5118,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail,Full Reporter: Operating,CR,DO,0,,,,"26,283,297",,"90,994,905",,,,,,,,
50119,5119,City of Detroit Department of Transportation,Full Reporter: Operating,DR,PT,,,,,,,,,0,,,,,,
50119,5119,City of Detroit Department of Transportation,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
50119,5119,City of Detroit Department of Transportation,Full Reporter: Operating,MB,DO,0,,,,"2,938,259",,,,,,,,,,
50131,5131,"Opportunity Enterprises, Inc.",Full Reporter: Operating,DR,DO,,,,,,,,,"45,404",,,,,,
50132,5132,Twin Cities Area Transportation Authority,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
50132,5132,Twin Cities Area Transportation Authority,Small Systems Reporter,MB,DO,,,,,,,,,0,,,,,,
50133,5133,Chippewa Falls General Public Shared-Ride Taxi System,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
50141,5141,Detroit Transportation Corporation,Full Reporter: Operating,MG,DO,,,,,,,"5,288,790",,,,,,,,
50142,5142,Steel Valley Regional Transit Authority,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
50142,5142,Steel Valley Regional Transit Authority,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
50143,5143,Brunswick Transit Alternative,Full Reporter: Operating,MB,DO,0,,,,"11,394",,,,,,,,,,
50145,5145,City of Kokomo,Full Reporter: Operating,DR,DO,0,,,,0,,,,0,,,,,,
50145,5145,City of Kokomo,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
50145,5145,City of Kokomo,Full Reporter: Operating,MB,DO,0,,,,"26,381",,,,,,,,,,
50146,5146,Madison County Transit District,Full Reporter: Operating,DR,PT,,,,,"80,053",,,,,,,,,,
50146,5146,Madison County Transit District,Full Reporter: Operating,MB,PT,,,,,,,,,,,,,,"793,623",Hybrid&Biodiesl
50146,5146,Madison County Transit District,Full Reporter: Operating,VP,DO,,,,,,,,,"90,158",,,,,,
50148,5148,Blue Water Area Transportation Commission,Full Reporter: Operating,CB,DO,,,"21,331",,,,,,,,,,,,
50148,5148,Blue Water Area Transportation Commission,Full Reporter: Operating,DR,DO,0,,"233,317",,"3,779",,,,,,,,,,
50148,5148,Blue Water Area Transportation Commission,Full Reporter: Operating,DR,PT,0,,"20,299",,"1,843",,,,"90,293",,,,,,
50148,5148,Blue Water Area Transportation Commission,Full Reporter: Operating,MB,DO,0,,"87,498",,"2,035",,,,,,,,,,
50149,5149,Michiana Area Council of Governments,Full Reporter: Operating,DR,PT,,,,,,,,,0,,,,,,
50149,5149,Michiana Area Council of Governments,Full Reporter: Operating,MB,PT,0,,,,0,,,,,,,,,,
50152,5152,Onalaska Shared Ride Taxi City of Onalaska,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
50154,5154,Metropolitan Council,Full Reporter: Operating,CB,PT,"117,477",,,,0,,,,,,,,,,
50154,5154,Metropolitan Council,Full Reporter: Operating,DR,PT,0,,,,0,,,,"464,411",,,,,,
50154,5154,Metropolitan Council,Full Reporter: Operating,MB,PT,"1,858,830",,,,0,,,,"242,556",,,,,,
50154,5154,Metropolitan Council,Full Reporter: Operating,VP,PT,,,,,,,,,"638,835",,,,,,
50155,5155,Metro Mobility,Full Reporter: Operating,DR,PT,,,,,,,,,"2,330,932",,,,,,
50157,5157,Butler County Regional Transit Authority,Full Reporter: Operating,CB,DO,0,,,,"17,285",,,,"25,997",,,,,,
50157,5157,Butler County Regional Transit Authority,Full Reporter: Operating,DR,DO,0,,,,"26,265",,,,"54,019",,,,,,
50157,5157,Butler County Regional Transit Authority,Full Reporter: Operating,MB,DO,0,,,,"41,222",,,,0,,,,,,
50158,5158,University of Michigan Parking and Transportation Services,Full Reporter: Operating,MB,DO,"301,118",,,,0,,,,,,,,,,
50159,5159,River Valley Metro Mass Transit District,Full Reporter: Operating,CB,PT,0,,,,"17,670",,,,,,,,,,
50159,5159,River Valley Metro Mass Transit District,Full Reporter: Operating,DR,PT,0,,,,"2,098",,,,"10,908",,,,,,
50159,5159,River Valley Metro Mass Transit District,Full Reporter: Operating,MB,PT,0,,,,"198,738",,,,,,,,,,
50160,5160,Washington County Transit,Full Reporter: Operating,CB,PT,0,,,,"80,344",,,,,,,,,,
50160,5160,Washington County Transit,Full Reporter: Operating,DR,PT,0,,,,"25,355",,,,"84,823",,,,,,
50161,5161,Ozaukee County Transit Services,Full Reporter: Operating,CB,DO,0,,,,"46,138",,,,,,,,,,
50161,5161,Ozaukee County Transit Services,Full Reporter: Operating,DR,PT,,,,,,,,,"95,518",,,,,,
50162,5162,TransPorte,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,0,,
50163,5163,Licking County Transit Board,Full Reporter: Operating,DR,PT,0,,,,"69,542",,,,"124,379",,,,,,
50165,5165,Greene County Transit Board,Full Reporter: Operating,DR,PT,0,,,,"40,081",,,,"107,195",,,,,,
50166,5166,Clermont Transportation Connection,Full Reporter: Operating,DR,DO,"16,326",,,,"5,129",,,,"11,792",,,,,,
50166,5166,Clermont Transportation Connection,Full Reporter: Operating,DR,PT,,,,,,,,,"61,419",,,,,,
50166,5166,Clermont Transportation Connection,Full Reporter: Operating,MB,DO,"24,489",,,,"7,694",,,,"17,689",,,,,,
50167,5167,"South Lake County Community Services, Inc.",Full Reporter: Operating,DR,DO,,,,,,,,,"40,339",,,,,,
50169,5169,Miami County Public Transit,Full Reporter: Operating,DR,PT,0,,,,"3,765",,,,"51,267",,,,,,
50171,5171,Fond du Lac Area Transit,Small Systems Reporter,DR,PT,0,,,,0,,,,0,,,,,,
50171,5171,Fond du Lac Area Transit,Small Systems Reporter,DT,PT,,,,,,,,,0,,,,,,
50171,5171,Fond du Lac Area Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
50171,5171,Fond du Lac Area Transit,Small Systems Reporter,MB,PT,0,,,,0,,,,,,,,,,
50174,5174,City of Danville/Danville Mass Transit,Small Systems Reporter,DR,PT,0,,,,0,,,,,,,,,,
50174,5174,City of Danville/Danville Mass Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
50177,5177,ColumBUS Transit,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
50177,5177,ColumBUS Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
50179,5179,"Porter County Aging and Community Services, Inc.",Full Reporter: Operating,DR,DO,,,,,,,,,"37,882",,,,,,
50180,5180,Livingston Essential Transportation Service,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter: Operating,DR,PT,0,,0,,"478,425",,,,"3,047,016",,,,,,
50183,5183,City of Valparaiso,Full Reporter: Operating,CB,PT,0,,,,"31,637",,,,,,,,,,
50183,5183,City of Valparaiso,Full Reporter: Operating,MB,PT,,,,,,,,,"30,254",,,,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,DR,DO,0,,,,"26,710",,,,"41,400",,,,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter: Operating,MB,DO,0,,,,"27,811",,,,"43,107",,,,,,
50186,5186,Lawrence County Port Authority,Small Systems Reporter,CB,PT,0,,,,0,,,,,,,,,,
50186,5186,Lawrence County Port Authority,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
50186,5186,Lawrence County Port Authority,Small Systems Reporter,MB,PT,0,,,,0,,,,,,,,,,
50191,5191,Mid-Ohio Regional Planning Commission,Full Reporter: Operating,VP,PT,,,,,,,,,"42,676",,,,,,
50193,5193,"VRide, Inc. - Michigan",Full Reporter: Operating,VP,DO,,,,,,,,,"568,371",,,,,,
50194,5194,Boone County Council on Aging,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
50195,5195,City of Shelby,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
50196,5196,Harbor Transit Multi-Modal Transportation System,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,0,,
50197,5197,Trumbull County Transit Board,Full Reporter: Operating,DR,PT,0,,,,"7,856",,,,"37,454",,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,DR,DO,0,,,,"29,168",,,,508,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
50198,5198,Medina County Public Transit,Full Reporter: Operating,MB,DO,0,,,,"19,740",,,,,,,,,,
50199,5199,Delaware County Transit Board,Full Reporter: Operating,DR,DO,0,,,,42,,,,"18,759",,,,,,
50199,5199,Delaware County Transit Board,Full Reporter: Operating,MB,DO,0,,,,42,,,,"36,862",,,,,,
50200,5200,Warren County Transit Services,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
50201,5201,Hancock Area Rural Transit ,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
50202,5202,City of West Bend,Small Systems Reporter,DT,PT,,,,,,,,,0,,,,,,
50204,5204,Jackson County Mass Transit District,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
50205,5205,Greater Mankato Transit System,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
50205,5205,Greater Mankato Transit System,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
50207,5207,Midland Dial-A-Ride,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
50208,5208,Midland County Board of Commissioners,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
50209,5209,Central Indiana Regional Transportation Authority ,Small Systems Reporter,MB,PT,0,,,,0,,,,,,,,,,
50209,5209,Central Indiana Regional Transportation Authority ,Small Systems Reporter,VP,PT,,,,,,,,,0,,,,,,
50210,5210,City of Hartford,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
50211,5211,Rides Mass Transit District,Full Reporter: Operating,MB,DO,"28,255",,,,"228,860",,,"21,177","190,591",,,,,,
50215,5215,Voluntary Action Center,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
50215,5215,Voluntary Action Center,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
55308,5217,City of Stoughton,Small Systems Reporter,DT,PT,,,,,,,,,0,,,,,,
60001,6001,Amarillo City Transit,Full Reporter: Operating,DR,DO,0,,,,"54,094",,,,,,,,,,
60001,6001,Amarillo City Transit,Full Reporter: Operating,MB,DO,0,,,,"105,263",,,,,,,,,,
60006,6006,Mass Transit Department - City of El Paso,Full Reporter: Operating,DR,PT,,,"197,924",,,,,,"81,961",,,,,,
60006,6006,Mass Transit Department - City of El Paso,Full Reporter: Operating,MB,DO,,,"2,999,020",,,,,,0,,,"205,840",,,
60007,6007,Fort Worth Transportation Authority,Full Reporter: Operating,DR,DO,,,"571,341",,,,,,,,,,,,
60007,6007,Fort Worth Transportation Authority,Full Reporter: Operating,DR,PT,,,0,,,,,,0,,,,,,
60007,6007,Fort Worth Transportation Authority,Full Reporter: Operating,MB,DO,0,,"200,429",,"2,446",,,,,,,,,,
60007,6007,Fort Worth Transportation Authority,Full Reporter: Operating,MB,PT,,,,,,,,,"9,435",,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter: Operating,CB,DO,0,,,,"1,935,877",,,,,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter: Operating,CB,PT,0,,,,"567,711",,,,,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter: Operating,DR,PT,0,,,,"542,224",,,,"1,842,925",,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter: Operating,LR,DO,,,,,,,"11,289,577",,,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter: Operating,MB,DO,0,,"37,026",,"7,570,807",,,,,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter: Operating,MB,PT,0,,,,"1,791,519",,,,"209,719",,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter: Operating,VP,PT,,,,,,,,,"625,994",,,,,,
60009,6009,"Laredo Transit Management, Inc.",Full Reporter: Operating,DR,DO,0,,,,"36,265",,,,,,,,,,
60009,6009,"Laredo Transit Management, Inc.",Full Reporter: Operating,MB,DO,0,,"260,888",,"331,267",,,,,,,,,,
60010,6010,"City Transit Management Company, Inc.",Full Reporter: Operating,DR,DO,0,,,,"42,084",,,,"76,372",,,,,,
60010,6010,"City Transit Management Company, Inc.",Full Reporter: Operating,MB,DO,0,,,,"469,133",,,,,,,,,,
60011,6011,VIA Metropolitan Transit,Full Reporter: Operating,DR,DO,,,,,,,,,"320,818",,,,"467,561",,
60011,6011,VIA Metropolitan Transit,Full Reporter: Operating,DR,PT,,,,,,,,,"352,445",,,,"213,193",,
60011,6011,VIA Metropolitan Transit,Full Reporter: Operating,MB,DO,,,"428,724",,"6,209,173","59,040",,,,,,,"134,801",,
60011,6011,VIA Metropolitan Transit,Full Reporter: Operating,VP,PT,,,,,,,,,"225,963",,,,,,
60012,6012,"Waco Transit System, Inc.",Full Reporter: Operating,DR,DO,0,,,,"32,730",,,,"2,517",,,,,,
60012,6012,"Waco Transit System, Inc.",Full Reporter: Operating,MB,DO,0,,,,"167,731",,,,,,,,,,
60013,6013,Port Arthur Transit,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,0,,
60013,6013,Port Arthur Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,0,,
60014,6014,City of Brownsville - Brownsville Metro,Full Reporter: Operating/Building,CB,PT,0,,,,"17,034",,,,"37,827",,,,,,
60014,6014,City of Brownsville - Brownsville Metro,Full Reporter: Operating/Building,DR,DO,0,,,,"4,660",,,,"29,543",,,,,,
60014,6014,City of Brownsville - Brownsville Metro,Full Reporter: Operating/Building,MB,DO,0,,,,"233,780",,,,,,,,,,
60015,6015,Island Transit,Small Systems Reporter,CB,DO,0,,,,0,,,,,,,,,,
60015,6015,Island Transit,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
60015,6015,Island Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
60016,6016,Beaumont Municipal Transit System,Full Reporter: Operating,DR,PT,0,,,,"28,507",,,,,,,,,,
60016,6016,Beaumont Municipal Transit System,Full Reporter: Operating,MB,PT,0,,"251,280",,"2,751",,,,,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter: Operating,DR,DO,0,,,,"72,770",,,,,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter: Operating,FB,PT,0,,,,"12,339",,,,,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter: Operating,MB,DO,0,,"31,168",,"585,358",,,,,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter: Operating,MB,PT,,,"21,904",,,,,,,,,,,,
60018,6018,Metropolitan Tulsa Transit Authority,Full Reporter: Operating,DR,PT,0,,"197,000",,"4,976",,,,"11,001",,,,,,
60018,6018,Metropolitan Tulsa Transit Authority,Full Reporter: Operating,MB,DO,0,,"202,000",,"383,086",,,,,,,,,,
60018,6018,Metropolitan Tulsa Transit Authority,Full Reporter: Operating,MB,PT,,,"26,000",,,,,,,,,,,,
60019,6019,City of Albuquerque Transit Department,Full Reporter: Operating,DR,DO,0,,,,"92,151",,,,"186,766",,,,,,
60019,6019,City of Albuquerque Transit Department,Full Reporter: Operating,MB,DO,0,,"289,424",,"1,354,471",,,,,,,,,,
60020,6020,Louisiana Department of Transportation & Development,Full Reporter: Operating,FB,DO,0,,,,"197,227",,,,,,,,,,
60020,6020,Louisiana Department of Transportation & Development,Full Reporter: Operating,FB,PT,0,,,,"29,492",,,,,,,,,,
