NTD ID,AgencyID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
70001,7001,StarTran,Full Reporter,Urban,DR,DO,,,,,,,,,"39,874",,,,,,
70001,7001,StarTran,Full Reporter,Urban,MB,DO,0,,"85,426",,"333,231",,,,,,,,,,
70002,7002,Transit Authority of Omaha,Full Reporter,Urban,DR,DO,0,,,,"8,855",,,,"108,262",,,,,,
70002,7002,Transit Authority of Omaha,Full Reporter,Urban,MB,DO,0,,,,"886,952",,,,,,,,,,
70003,7003,City Utilities of Springfield ,Full Reporter,Urban,DR,DO,,,,,,,,,"21,309",,,,,,
70003,7003,City Utilities of Springfield ,Full Reporter,Urban,MB,DO,0,,,,"241,064",,,,,,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"57,974",,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"267,655",,,,"14,500",,
70005,7005,Kansas City Area Transportation Authority,Full Reporter,Urban,MB,DO,0,,"627,362",,"1,433,477",,,,"41,326",,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter,Urban,RB,DO,0,,"40,857",,"119,153",,,,,,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter,Urban,VP,DO,,,,,,,,,"1,998",,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"18,952",,,,,,
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",Full Reporter,Urban,DR,DO,0,,,,"720,585",,,,,,,,,,
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",Full Reporter,Urban,LR,DO,,,,,,,"36,083,396",,,,,,,,
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",Full Reporter,Urban,MB,DO,0,,,,"4,648,848",,,,,,,,,,
70008,7008,Cedar Rapids Transit,Full Reporter,Urban,DR,PT,0,,,,"17,478",,,,"27,218",,,,,,
70008,7008,Cedar Rapids Transit,Full Reporter,Urban,MB,DO,0,,,,"231,499",,,,,,,,,,
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"63,945",,,,"56,959",,,,,,
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"736,610",,,,"20,803",,,,,,
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter,Urban,VP,DO,,,,,,,,,"107,162",,,,,,
70012,7012,Sioux City Transit System,Full Reporter,Urban,DR,PT,0,,,,"4,088",,,,"20,259",,,,,,
70012,7012,Sioux City Transit System,Full Reporter,Urban,MB,DO,0,,,,"153,350",,,,,,,,,,
70014,7014,Topeka Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"30,217",,,,,,
70014,7014,Topeka Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"192,966",,,,,,,,,,
70015,7015,Wichita Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"96,036",,,,,,
70015,7015,Wichita Transit,Full Reporter,Urban,MB,DO,0,,,,"366,034",,,,,,,,,,
70015,7015,Wichita Transit,Full Reporter,Urban,VP,PT,,,,,,,,,889,,,,,,
70016,7016,City of Columbia,Full Reporter,Urban,DR,DO,0,,"13,083",,"2,331",,,,"34,809",,,,,,
70016,7016,City of Columbia,Full Reporter,Urban,MB,DO,0,,"30,544",,"189,744","92,351",,,"4,822",,,,,,
70018,7018,Iowa City Transit,Full Reporter,Urban,MB,DO,0,,,,"197,329",,,,,,,,,,
70019,7019,University of Iowa,Full Reporter,Urban,DR,DO,"11,209",,,,0,,,,,,,,,,
70019,7019,University of Iowa,Full Reporter,Urban,MB,DO,0,,,,"197,180",,,,,,,,,,
70030,7030,Coralville Transit System,Full Reporter,Urban,MB,DO,0,,,,"57,009",,,,,,,,,,
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter,Urban,CB,PT,0,,,,"103,687",,,,,,,,,,
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter,Urban,DR,PT,0,,,,"16,202",,,,"62,793",,,,,,
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter,Urban,MB,PT,0,,"24,320",,"230,786",,,,"12,853",,,,,,
70041,7041,Ames Transit Agency dba CyRide,Full Reporter,Urban,DR,PT,0,,,,"5,342",,,,,,,,,,
70041,7041,Ames Transit Agency dba CyRide,Full Reporter,Urban,MB,DO,"18,360",,,,"343,693",,,,"19,546",,,,,,
70041,7041,Ames Transit Agency dba CyRide,Full Reporter,Urban,MB,PT,0,,,,209,,,,,,,,,,
70044,,University of Kansas Parking & Transit,Full Reporter,Urban,MB,PT,"78,851",,,,"55,707",,,,,,,,,,
70045,7045,Johnson County SEATS,Full Reporter,Urban,DR,DO,0,,,,"32,804",,,,"57,186",,,,,,
70045,7045,Johnson County SEATS,Full Reporter,Urban,MB,DO,,,,,,,,,"1,395",,,,,,
70048,7048,City of Lawrence,Full Reporter,Urban,DR,PT,,,,,,,,,"92,767",,,,,,
70048,7048,City of Lawrence,Full Reporter,Urban,MB,PT,0,,,,"137,839",,,,"50,765",,,,,,
70049,7049,River Bend Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"145,362",,,,,,
70049,7049,River Bend Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"33,708",,,,,,
70049,7049,River Bend Transit,Full Reporter,Urban,MB,PT,,,,,,,,,"6,019",,,,,,
70271,,"Kansas City, City of Missouri",Full Reporter,Urban,SR,PT,,,,,,,"797,093",,,,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Urban,CB,DO,0,,,,"289,349",,,,,,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Urban,CR,DO,0,,,,"2,524,112",,,,,,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"137,387",,,,"135,427",,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Urban,DR,PT,0,,,,"27,682",,,,"130,272",,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Urban,LR,DO,,,,,,,"42,001,599",,,,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Urban,MB,DO,0,,"222,511",,"3,707,898",,,,"73,042",,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"1,753",,,,"31,766",,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Urban,VP,DO,,,,,,,,,"333,161",,,,,,
80002,8002,Su Tran LLC dba: Sioux Area Metro,Full Reporter,Urban,DR,DO,0,,,,"74,539",,,,,,,,,,
80002,8002,Su Tran LLC dba: Sioux Area Metro,Full Reporter,Urban,MB,DO,0,,,,"145,546",,,,,,,,,,
80003,8003,"City of Fargo, DBA:  Metropolitan Area Transit",Full Reporter,Urban,DR,PT,,,,,,,,,"45,990",,,,,,
80003,8003,"City of Fargo, DBA:  Metropolitan Area Transit",Full Reporter,Urban,MB,PT,0,,,,"224,830",,,,,,,,,,
80004,8004,Billings Metropolitan Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"32,173",,,,,,
80004,8004,Billings Metropolitan Transit,Full Reporter,Urban,MB,DO,0,,,,"124,499",,,,,,,,,,
80005,8005,Mountain Metropolitan Transit,Full Reporter,Urban,DR,PT,0,,,,"7,944",,,,"239,430",,,,,,
80005,8005,Mountain Metropolitan Transit,Full Reporter,Urban,MB,PT,0,,,,"473,008",,,,,,,,,,
80005,8005,Mountain Metropolitan Transit,Full Reporter,Urban,VP,DO,,,,,,,,,"28,464",,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter,Urban,CR,PT,,,,,,,"26,408,929",,,,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter,Urban,DR,PT,,,,,,,,,"1,601,377",,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter,Urban,LR,DO,,,,,,,"66,761,573",,,,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter,Urban,MB,DO,0,,"77,635",,"5,216,966","718,922",,,,,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter,Urban,MB,PT,0,,,,"3,879,476",,,,,,,,,,
80007,8007,Pueblo Transit System,Full Reporter,Urban,DR,PT,0,,,,"3,020",,,,"35,590",,,,,,
80007,8007,Pueblo Transit System,Full Reporter,Urban,MB,DO,0,,,,"107,471",,,,,,,,,,
80008,8008,Cities Area Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"20,335",,,,,,
80008,8008,Cities Area Transit,Full Reporter,Urban,MB,DO,0,,,,"45,905",,,,"21,627",,,,,,
80009,8009,Missoula Urban Transportation District,Full Reporter,Urban,DR,DO,0,,,,"7,499",,,,"6,143",,,,,,
80009,8009,Missoula Urban Transportation District,Full Reporter,Urban,MB,DO,0,,,,"163,399",,,,,,,,,,
80011,8011,Transfort ,Full Reporter,Urban,DR,PT,,,,,,,,,"4,988",,,,,,
80011,8011,Transfort ,Full Reporter,Urban,MB,DO,"35,964",,"329,907",,0,,,,,,,,,,
80011,8011,Transfort ,Full Reporter,Urban,MB,PT,0,,,,"7,514",,,,,,,,,,
80011,8011,Transfort ,Full Reporter,Urban,RB,DO,,,"123,377",,,,,,,,,,,,
80012,8012,Great Falls Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,"12,455",,,,,,
80012,8012,Great Falls Transit District,Full Reporter,Urban,MB,DO,0,,,,"96,509",,,,,,,,,,
80025,8025,City of Loveland Transit,Full Reporter,Urban,DR,DO,0,,,,592,,,,"7,371",,,,,,
80025,8025,City of Loveland Transit,Full Reporter,Urban,MB,DO,0,,,,"26,647",,,,"9,782",,,,,,
80028,8028,Cache Valley Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,"23,127",,,,,,
80028,8028,Cache Valley Transit District,Full Reporter,Urban,MB,DO,0,,,,"173,519",,,,,,,,,,
80106,8106,North Front Range Metropolitan Planning Organization,Full Reporter,Urban,VP,DO,,,,,,,,,"63,375",,,,,,
80107,8107,The University of Montana - ASUM Transportation,Full Reporter,Urban,MB,DO,0,,,,"21,722","31,555",,,,,,,,,
80109,8109,"vRide, Inc. - Denver",Full Reporter,Urban,VP,DO,,,,,,,,,"94,101",,,,,,
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,CB,PT,"22,926",,,,0,,,,,,,,,,
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,DR,PT,,,"206,006",,,,,,,,,,,,
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,MB,PT,"782,634",,,,0,"250,679",,,,,,,,,
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,VP,PT,,,,,,,,,"141,560",,,,,,
90002,9002,City and County of Honolulu Department of Transportation Services,Full Reporter,Urban,DR,PT,0,,,,"1,033,036",,,,"156,363",,,,,,
90002,9002,City and County of Honolulu Department of Transportation Services,Full Reporter,Urban,MB,PT,0,,,,"5,377,660",,,,"5,886",,,,,,
90002,9002,City and County of Honolulu Department of Transportation Services,Full Reporter,Urban,VP,PT,,,,,,,,,36,,,,,,
90003,9003,San Francisco Bay Area Rapid Transit District,Full Reporter,Urban,HR,DO,,,,,,,"301,727,000",,,,,,,,
90003,9003,San Francisco Bay Area Rapid Transit District,Full Reporter,Urban,MG,PT,,,,,,,"7,593,994",,,,,,,,
90004,9004,Golden Empire Transit District,Full Reporter,Urban,DR,DO,,,"114,165",,,,,,,,,,,,
90004,9004,Golden Empire Transit District,Full Reporter,Urban,MB,DO,,,"1,756,234",,,,,,,,,,,,
90006,9006,Santa Cruz Metropolitan Transit District,Full Reporter,Urban,CB,DO,,,"170,270",,,,,,,,,,,,
90006,9006,Santa Cruz Metropolitan Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,"65,018",,,,,,
90006,9006,Santa Cruz Metropolitan Transit District,Full Reporter,Urban,MB,DO,0,,"530,730",,"126,260",,,,"1,621",,,,,,
90007,9007,Modesto Area Express,Full Reporter,Urban,DR,PT,0,,,,"52,793",,,,"6,841",,,,,,
90007,9007,Modesto Area Express,Full Reporter,Urban,MB,PT,0,,,,"478,595",,,,,,,,,,
90008,9008,Santa Monica's Big Blue Bus,Full Reporter,Urban,DR,PT,,,"6,240",,,,,,"4,530",,,,,,
90008,9008,Santa Monica's Big Blue Bus,Full Reporter,Urban,MB,DO,,,"1,560,804",,,,,,,,,"1,420,780",,,
90009,9009,San Mateo County Transit District,Full Reporter,Urban,DR,PT,0,,,,"67,526",,,,"208,133",,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Urban,MB,DO,0,,,,"1,623,715",,,,,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Urban,MB,PT,"2,572",,"1,062",,"753,109",,,,"82,752",,,,,,
90010,9010,Torrance Transit System,Full Reporter,Urban,MB,DO,0,,"634,454",,"6,947",,,,"65,382",,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Urban,CB,PT,0,,,,"158,279",,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Urban,MB,DO,0,,,,"334,437","89,039",,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Urban,MB,PT,0,,,,"179,507",,,,"3,764",,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"271,959",,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,LR,DO,,,,,,,"23,638,596",,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"3,818,874",,,,0,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,MB,PT,0,,,,0,,,,,,,,"61,716",,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Urban,CB,DO,0,,,,"533,271",,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Urban,DR,PT,0,,,,"79,901",,,,"967,967",,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Urban,MB,DO,0,,,,"4,486,814",,,,"8,176","77,458",,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Urban,MB,PT,0,,,,"91,166",,,,,,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Urban,CC,DO,,,,,,,"4,088,786",,,,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Urban,DR,PT,"58,656",,,,0,,,,"368,653",,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Urban,LR,DO,,,,,,,"59,552,190",,,,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Urban,MB,DO,0,,,,"5,422,298",,,,,,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Urban,SR,DO,,,,,,,"6,609,353",,,,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Urban,TB,DO,,,,,,,"32,525,635",,,,,,,,
90016,9016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Urban,DR,PT,,,,,,,,,"67,229",,,,,,
90016,9016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Urban,FB,DO,0,,,,"2,191,721",,,,,,,,,,
90016,9016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Urban,MB,DO,0,,,,"1,508,902",,,,,,,,,,
90017,9017,City of Santa Rosa,Full Reporter,Urban,DR,PT,,,,,,,,,"40,940",,,,,,
90017,9017,City of Santa Rosa,Full Reporter,Urban,MB,DO,0,,,,"225,285",,,,,,,,,,
90017,9017,City of Santa Rosa,Full Reporter,Urban,MB,PT,,,,,,,,,"3,293",,,,,,
90019,9019,Sacramento Regional Transit District,Full Reporter,Urban,DR,DO,,,"8,991",,,,,,"7,103",,,,,,
90019,9019,Sacramento Regional Transit District,Full Reporter,Urban,LR,DO,,,,,,,"32,540,302",,,,,,,,
90019,9019,Sacramento Regional Transit District,Full Reporter,Urban,MB,DO,0,,"2,259,970",,274,,,,"21,444",,,,,,
90020,9020,Santa Barbara Metropolitan Transit District,Full Reporter,Urban,MB,DO,0,,,,"612,629","310,910",,,,,,,,,
90022,9022,Norwalk Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,"14,146",,,,,,
90022,9022,Norwalk Transit System,Full Reporter,Urban,MB,DO,0,,"254,257",,"20,670",,,,"70,753",,,,,,
90023,9023,Long Beach Transit,Full Reporter,Urban,DR,PT,,,"2,924",,,,,,"17,759",,,,,,
90023,9023,Long Beach Transit,Full Reporter,Urban,MB,DO,0,,"1,020,807",,"459,695","60,628",,,"909,331",,,,,,
90024,9024,City of La Mirada Transit,Full Reporter,Urban,DR,PT,,,"15,721",,,,,,"6,572",,,,,,
90026,9026,San Diego Metropolitan Transit System,Full Reporter,Urban,CB,PT,0,,,,"183,898",,,,,,,,,,
90026,9026,San Diego Metropolitan Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,"848,289",,,,"157,194",,
90026,9026,San Diego Metropolitan Transit System,Full Reporter,Urban,LR,DO,,,,,,,"46,598,473",,,,,,,,
90026,9026,San Diego Metropolitan Transit System,Full Reporter,Urban,MB,DO,,,"4,576,711",,,,,,"157,324",,,,,,
90026,9026,San Diego Metropolitan Transit System,Full Reporter,Urban,MB,PT,0,,"4,491,787",,"229,041",,,,"135,357",,,,"209,154",,
90027,9027,Fresno Area Express,Full Reporter,Urban,DR,PT,,,"196,283",,,,,,"44,119",,,,,,
90027,9027,Fresno Area Express,Full Reporter,Urban,MB,DO,0,,"1,221,530",,"56,934",,,,"4,589",,,,,,
90029,9029,Omnitrans,Full Reporter,Urban,DR,PT,,,"120,834",,,,,,"391,033",,,,,,
90029,9029,Omnitrans,Full Reporter,Urban,MB,DO,,,"3,140,102",,,,,,0,,,,,,
90029,9029,Omnitrans,Full Reporter,Urban,MB,PT,,,,,,,,,"59,636",,,,,,
90030,9030,North County Transit District,Full Reporter,Urban,CR,PT,0,,,,"860,616",,,,,,,,,,
90030,9030,North County Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,"273,046",,,,,,
90030,9030,North County Transit District,Full Reporter,Urban,MB,PT,0,,"1,423,252",,"152,130",,,,"95,413",,,,,,
90030,9030,North County Transit District,Full Reporter,Urban,YR,PT,0,,,,"405,608",,,,,,,,,,
90031,9031,Riverside Transit Agency,Full Reporter,Urban,CB,DO,,,"199,520",,,,,,,,,,,,
90031,9031,Riverside Transit Agency,Full Reporter,Urban,CB,PT,,,"86,029",,,,,,"146,691",,,,,,
90031,9031,Riverside Transit Agency,Full Reporter,Urban,DR,PT,,,,,,,,,"555,791",,,,,,
90031,9031,Riverside Transit Agency,Full Reporter,Urban,MB,DO,,,"1,751,803",,,,,,,,,,,,
90031,9031,Riverside Transit Agency,Full Reporter,Urban,MB,PT,,,"186,860",,,,,,"505,279",,,,,,
90032,9032,City of Phoenix Public Transit Department dba Valley Metro,Full Reporter,Urban,DR,PT,,,,,,,,,"613,058",,,,,,
90032,9032,City of Phoenix Public Transit Department dba Valley Metro,Full Reporter,Urban,MB,PT,"2,198,245",,"3,486,888",,0,,,,"105,421",,,"1,986,980",,,
90033,9033,City of Tucson,Full Reporter,Urban,DR,DO,0,,,,"7,044",,,,"631,305",,,,,,
90033,9033,City of Tucson,Full Reporter,Urban,MB,DO,"2,026,276",,"584,260",,0,,,,,,,,,,
90033,9033,City of Tucson,Full Reporter,Urban,SR,DO,,,,,,,"1,825,592",,,,,,,,
90034,9034,City of Glendale Transit,Full Reporter,Urban,DR,DO,0,,,,"4,864",,,,"48,530",,,,"13,914",,
90034,9034,City of Glendale Transit,Full Reporter,Urban,MB,DO,0,,,,"9,098",,,,"10,060",,,,"2,563",,
90035,9035,Gold Coast Transit,Full Reporter,Urban,DR,PT,,,"91,894",,,,,,,,,,,,
90035,9035,Gold Coast Transit,Full Reporter,Urban,MB,DO,,,"890,095",,,,,,,,,,,,
90036,9036,Orange County Transportation Authority,Full Reporter,Urban,CB,DO,,,"91,055",,,,,,,,,,,,
90036,9036,Orange County Transportation Authority,Full Reporter,Urban,CB,PT,,,"206,455",,,,,,,,,,,,
90036,9036,Orange County Transportation Authority,Full Reporter,Urban,DR,PT,,,155,,,,,,"1,083,384",,,,,,
90036,9036,Orange County Transportation Authority,Full Reporter,Urban,MB,DO,0,,"3,219,241",,0,,,,,,,"605,145",,,
90036,9036,Orange County Transportation Authority,Full Reporter,Urban,MB,PT,,,"3,219,622",,,,,,,,,0,,,
90036,9036,Orange County Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"452,780",,,,,,
90039,9039,Culver City Municipal Bus Lines,Full Reporter,Urban,DR,DO,,,"6,529",,,,,,,,,,,,
90039,9039,Culver City Municipal Bus Lines,Full Reporter,Urban,MB,DO,,,"775,126",,,,,,,,,,,,
90041,9041,Montebello Bus Lines,Full Reporter,Urban,MB,DO,0,,"282,761",,"55,748",,,,"436,289",,,,,,
90041,9041,Montebello Bus Lines,Full Reporter,Urban,MB,PT,,,,,,,,,"11,537",,,,,,
90042,9042,City of Gardena Transportation Department,Full Reporter,Urban,DR,DO,,,,,,,,,"11,934",,,,,,
90042,9042,City of Gardena Transportation Department,Full Reporter,Urban,MB,DO,0,,,,0,"110,955",,,"501,162",,,,,,
90043,9043,City of Commerce Municipal Buslines,Full Reporter,Urban,DR,DO,,,"8,990",,,,,,,,,,,,
90043,9043,City of Commerce Municipal Buslines,Full Reporter,Urban,MB,DO,,,"122,731",,,,,,,,,,,,
90045,9045,Regional Transportation Commission of Southern Nevada,Full Reporter,Urban,CB,PT,,,"649,577",,,,,,,,,,,,
90045,9045,Regional Transportation Commission of Southern Nevada,Full Reporter,Urban,DR,PT,,,"1,648,936",,,,,,"257,568",,,,,,
90045,9045,Regional Transportation Commission of Southern Nevada,Full Reporter,Urban,MB,PT,0,,"3,539,074",,"3,460,210",,,,,,,,,,
90061,9061,Yuba-Sutter Transit Authority,Full Reporter,Urban,CB,PT,0,,,,"89,196",,,,,,,,,,
90061,9061,Yuba-Sutter Transit Authority,Full Reporter,Urban,DR,PT,0,,,,"42,412",,,,,,,,,,
90061,9061,Yuba-Sutter Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"146,288",,,,,,,,,,
90062,9062,Monterey-Salinas Transit,Full Reporter,Urban,CB,DO,0,,,,"194,838",,,,,,,,,,
90062,9062,Monterey-Salinas Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"175,418",,,,,,
90062,9062,Monterey-Salinas Transit,Full Reporter,Urban,MB,DO,0,,,,"598,575","27,944",,,"5,619",,,,,,
90062,9062,Monterey-Salinas Transit,Full Reporter,Urban,MB,PT,0,,,,"18,417",,,,"161,512",,,,,,
90078,9078,Central Contra Costa Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"204,175",,,,,,
90078,9078,Central Contra Costa Transit Authority,Full Reporter,Urban,MB,DO,94,,,,"652,818","61,713",,,,,,,,,
90079,9079,SunLine Transit Agency,Full Reporter,Urban,DR,DO,,,"216,943",,,,,,,,,,,,
90079,9079,SunLine Transit Agency,Full Reporter,Urban,MB,DO,,,"1,204,624",,,"197,588",,,,"19,850",,,,,
90086,9086,City of Riverside Special Transportation,Full Reporter,Urban,DR,DO,,,"103,992",,,,,,147,,,,,,
90087,9087,Santa Maria Area Transit,Full Reporter,Urban,DR,PT,0,,,,"1,982",,,,"25,509",,,,,,
90087,9087,Santa Maria Area Transit,Full Reporter,Urban,MB,PT,0,,,,"185,310",,,,808,,,,,,
90088,9088,Napa Valley Transportation Authority,Full Reporter,Urban,CB,PT,0,,,,"112,807",,,,"9,544",,,,,,
90088,9088,Napa Valley Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,391,,,,"45,383",,,,,,
90088,9088,Napa Valley Transportation Authority,Full Reporter,Urban,MB,PT,0,,"47,264",,"113,382",,,,"87,681",,,,,,
90089,9089,Sonoma County Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"92,107",,,,,,
90089,9089,Sonoma County Transit,Full Reporter,Urban,MB,PT,,,"425,476",,,,,,"24,136",,,,,,
90090,9090,Yolo County Transportation District,Full Reporter,Urban,DR,PT,0,,,,"39,799",,,,0,,,,,,
90090,9090,Yolo County Transportation District,Full Reporter,Urban,MB,PT,0,,"550,700",,"57,120",,,,,,,,,,
90091,9091,City of Visalia - Visalia City Coach,Full Reporter,Urban,CB,PT,,,"30,027",,,,,,,,,,,,
90091,9091,City of Visalia - Visalia City Coach,Full Reporter,Urban,DR,PT,,,"43,332",,,,,,,,,,,,
90091,9091,City of Visalia - Visalia City Coach,Full Reporter,Urban,MB,PT,0,,"568,806",,"10,500",,,,,,,,,,
90092,9092,City of Fairfield - Fairfield and Suisun Transit,Full Reporter,Urban,CB,PT,0,,,,"222,538",,,,,,,,,,
90092,9092,City of Fairfield - Fairfield and Suisun Transit,Full Reporter,Urban,DR,PT,0,,,,0,,,,"40,248",,,,,,
90092,9092,City of Fairfield - Fairfield and Suisun Transit,Full Reporter,Urban,MB,PT,0,,,,"172,162",,,,,,,,,,
90093,9093,Redding Area Bus Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"54,603",,,,,,
90093,9093,Redding Area Bus Authority,Full Reporter,Urban,MB,PT,0,,,,"156,124",,,,"12,185",,,,,,
90095,9095,San Diego Association of Governments,Full Reporter,Urban,VP,PT,,,,,,,,,"952,703",,,,,,
90119,9119,Laguna Beach Municipal Transit,Full Reporter,Urban,MB,DO,,,,,,,,,"5,905",,,,"106,645",,
90121,9121,Antelope Valley Transit Authority,Full Reporter,Urban,CB,PT,"264,228",,,,0,,,,,,,,,,
90121,9121,Antelope Valley Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"21,476",,,,,,
90121,9121,Antelope Valley Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"493,503","145,401",,,,,,,,,
90131,9131,City of Scottsdale - Scottsdale Trolley,Full Reporter,Urban,MB,PT,0,,,,"150,339",,,,,,,,,,
90134,9134,Peninsula Corridor Joint Powers Board dba: Caltrain,Full Reporter,Urban,CR,PT,0,,,,"4,462,416",,,,,,,,,,
90134,9134,Peninsula Corridor Joint Powers Board dba: Caltrain,Full Reporter,Urban,MB,PT,0,,"8,204",,"15,624",,,,"105,150",,,,,,
90136,9136,Regional Public Transportation Authority,Full Reporter,Urban,MB,PT,0,,"3,048,790",,"619,303",,,,"71,572",,,"182,005",,,
90140,9140,Peoria Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"17,017",,,,,,
90142,9142,Unitrans - City of Davis/ASUCD,Full Reporter,Urban,MB,DO,"20,117",,"253,187",,0,,,,,,,,,,
90144,9144,Livermore / Amador Valley Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,"25,111",,,,,,
90144,9144,Livermore / Amador Valley Transit Authority,Full Reporter,Urban,MB,PT,0,,,,"394,970",,,,,,,,,,
90146,9146,Foothill Transit,Full Reporter,Urban,MB,PT,,,"5,821,014",,,"892,505",,,,,,,,,
90147,9147,City of Los Angeles Department of Transportation,Full Reporter,Urban,CB,PT,,,"1,907,644",,,,,,,,,,,,
90147,9147,City of Los Angeles Department of Transportation,Full Reporter,Urban,DR,PT,,,,,,,,,"421,174",,,,,,
90147,9147,City of Los Angeles Department of Transportation,Full Reporter,Urban,MB,PT,,,"2,401,640",,,"17,004",,,,,,,"5,241,674",,
90148,9148,Victor Valley Transit Authority,Full Reporter,Urban,CB,PT,,,"103,366",,,,,,,,,,,,
