5 Digit NTD ID,AgencyID,Agency Name,Reporter Type,Form Module Type,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
60056,6056,Dallas Area Rapid Transit,Full Reporter,Full Reporter,LR,DO,,,,,,,"119,141,137",,,,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter,Full Reporter,MB,DO,0,,"7,924,640",,"702,836",,,,,,,0,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter,Full Reporter,SR,DO,,,,,,,"48,000",,,,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"197,865",,,,,,
60059,6059,Brazos Transit District,Full Reporter,Full Reporter,CB,PT,0,,,,"74,276",,,,,,,,,,
60059,6059,Brazos Transit District,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"182,624",,,,,,
60059,6059,Brazos Transit District,Full Reporter,Full Reporter,MB,DO,0,,,,"137,132",,,,"8,256",,,,"14,998",,
60072,6072,Ozark Regional Transit,Full Reporter,Full Reporter,DR,DO,,,61,,,,,,"24,091",,,,,,
60072,6072,Ozark Regional Transit,Full Reporter,Full Reporter,MB,DO,0,,"13,735",,"66,228",,,,"46,984",,,,,,
60077,6077,Santa Fe Trails - City of Santa Fe,Full Reporter,Full Reporter,DR,DO,,,"17,408",,,,,,"14,859",,,,,,
60077,6077,Santa Fe Trails - City of Santa Fe,Full Reporter,Full Reporter,MB,DO,,,"212,603",,,,,,,,,,,,
60082,6082,The Gulf Coast Center,Full Reporter,Full Reporter,DR,DO,0,,,,"3,952",,,,"30,261",,,,,,
60082,6082,The Gulf Coast Center,Full Reporter,Full Reporter,MB,DO,0,,,,"24,274",,,,"70,609",,,,,,
60084,6084,"Ft.Worth - vRide, Inc.",Full Reporter,Full Reporter,VP,DO,,,,,,,,,"219,788",,,,,,
60088,6088,Jefferson Parish Department of Transit Administration,Full Reporter,Full Reporter,DR,PT,,,,,"7,269",,,,"71,105",,,,,,
60088,6088,Jefferson Parish Department of Transit Administration,Full Reporter,Full Reporter,MB,PT,,,,,"394,715",,,,,,,,,,
60090,6090,Lower Rio Grande Valley Development Council,Full Reporter,Full Reporter,CB,DO,0,,,,"18,040",,,,"18,689",,,,,,
60090,6090,Lower Rio Grande Valley Development Council,Full Reporter,Full Reporter,DR,DO,0,,,,"277,972",,,,"12,143",,,,,,
60090,6090,Lower Rio Grande Valley Development Council,Full Reporter,Full Reporter,MB,DO,0,,,,"61,503",,,,"22,318",,,,,,
60091,6091,Hill Country Transit District,Full Reporter,Full Reporter,DR,DO,0,,,,"197,399",,,,"81,834",,,,,,
60091,6091,Hill Country Transit District,Full Reporter,Full Reporter,MB,DO,0,,,,"189,781",,,,17,,,,,,
60101,6101,Denton County Transportation Authority,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"31,737",,,,,,
60101,6101,Denton County Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"282,210",,,,"65,798",,,,,,
60101,6101,Denton County Transportation Authority,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"41,339",,,,,,
60101,6101,Denton County Transportation Authority,Full Reporter,Full Reporter,YR,PT,0,,,,"402,157",,,,,,,,,,
60102,6102,Concho Valley Transit District,Full Reporter,Full Reporter,DR,DO,0,,,,"4,301",,,,"109,955",,,,,,
60102,6102,Concho Valley Transit District,Full Reporter,Full Reporter,MB,DO,0,,,,"27,481",,,,0,,,,,,
60103,6103,Fort Bend County Public Transportation,Full Reporter,Full Reporter,CB,PT,0,,,,"98,417",,,,,,,,,,
60103,6103,Fort Bend County Public Transportation,Full Reporter,Full Reporter,DR,PT,0,,,,"115,142",,,,"21,374",,,,,,
60103,6103,Fort Bend County Public Transportation,Full Reporter,Full Reporter,MB,PT,0,,,,"18,732",,,,0,,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter,Full Reporter,CB,DO,,,,,,,,,"4,478",,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter,Full Reporter,CB,PT,0,,,,"47,599",,,,,,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter,Full Reporter,CR,PT,"1,059,933",,,,0,,,,,,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"62,051",,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter,Full Reporter,MB,DO,,,,,,,,,"5,623",,,,,,
60114,6114,STAR Transit,Full Reporter,Full Reporter,CB,DO,,,,,,,,,"10,426",,,,,,
60114,6114,STAR Transit,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"286,203",,,,,19,0
60114,6114,STAR Transit,Full Reporter,Full Reporter,MB,DO,,,,,,,,,"5,286",,,,,,
60127,6127,Plaquemines Parish Government,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"15,571",,,,,,
60127,6127,Plaquemines Parish Government,Full Reporter,Full Reporter,FB,DO,0,,,,"248,000",,,,,,,,,,
60130,6130,Alamo Area Council of Governments,Full Reporter,Full Reporter,DR,DO,0,,,,"1,918",,,,"189,364",,,,,,
60133,6133,McKinney Avenue Transit Authority,Full Reporter,Full Reporter,SR,DO,,,,,,,"252,178",,,,,,,,
60134,6134,The Woodlands Township,Full Reporter,Full Reporter,CB,PT,0,,,,"234,365",,,,,,,,,,
70001,7001,StarTran,Full Reporter,Full Reporter,DR,DO,,,,,,,,"18,128","21,644",,,,,,
70001,7001,StarTran,Full Reporter,Full Reporter,MB,DO,"159,325",,"40,315",,"164,232",,,,,,,,,,
70002,7002,Transit Authority of Omaha,Full Reporter,Full Reporter,DR,DO,0,,,,"11,012",,,,"114,283",,,,,,
70002,7002,Transit Authority of Omaha,Full Reporter,Full Reporter,MB,DO,0,,,,"879,029",,,,,,,,,,
70003,7003,City Utilities of Springfield ,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"21,357",,,,,,
70003,7003,City Utilities of Springfield ,Full Reporter,Full Reporter,MB,DO,0,,,,"223,031",,,,,,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"68,921",,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter,Full Reporter,DR,PT,0,,,,0,,,,"264,246",,,,"38,376",,
70005,7005,Kansas City Area Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,"378,904",,"1,748,707",,,,"37,000",,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter,Full Reporter,RB,DO,0,,,,"136,620",,,,,,,,,,
70005,7005,Kansas City Area Transportation Authority,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"34,812",,,,,,
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",Full Reporter,Full Reporter,DR,DO,0,,,,"690,002",,,,,,,,,,
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",Full Reporter,Full Reporter,LR,DO,,,,,,,"37,416,337",,,,,,,,
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",Full Reporter,Full Reporter,MB,DO,0,,,,"4,595,344",,,,,,,,,,
70008,7008,Cedar Rapids Transit,Full Reporter,Full Reporter,DR,PT,0,,,,603,,,,"19,908",,,,,,
70008,7008,Cedar Rapids Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"231,585",,,,,,,,,,
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"48,234",,,,"84,885",,,,,,
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"760,952",,,,"28,996",,,,,,
70010,7010,Des Moines Area Regional Transit Authority,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"123,600",,,,,,
70012,7012,Sioux City Transit System,Full Reporter,Full Reporter,DR,PT,"3,838",,,,0,,,,"19,219",,,,,,
70012,7012,Sioux City Transit System,Full Reporter,Full Reporter,MB,DO,"152,660",,,,0,,,,,,,,,,
70014,7014,Topeka Metropolitan Transit Authority,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"41,691",,,,,,
70014,7014,Topeka Metropolitan Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"186,218",,,,,,,,,,
70015,7015,Wichita Transit,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"96,724",,,,,,
70015,7015,Wichita Transit,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"87,547",,,,,,
70015,7015,Wichita Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"373,276",,,,,,,,,,
70016,7016,City of Columbia,Full Reporter,Full Reporter,DR,DO,"5,856",,"19,216",,0,,,,"41,835",,,,,,
70016,7016,City of Columbia,Full Reporter,Full Reporter,MB,DO,"229,351",,"13,722",,0,,,,"42,513",,,,,,
70018,7018,Iowa City Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"194,262",,,,,,,,,,
70019,7019,University of Iowa,Full Reporter,Full Reporter,DR,DO,"11,585",,,,0,,,,,,,,,,
70019,7019,University of Iowa,Full Reporter,Full Reporter,MB,DO,"195,959",,,,0,,,,,,,,,,
70030,7030,Coralville Transit System,Full Reporter,Full Reporter,MB,DO,0,,,,"56,007",,,,,,,,,,
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter,Full Reporter,CB,PT,0,,,,"103,057",,,,,,,,,,
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter,Full Reporter,DR,PT,0,,,,"18,193",,,,"51,653",,,,,,
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Full Reporter,Full Reporter,MB,PT,0,,,,"253,501",,,,,,,,,,
70041,7041,Ames Transit Agency dba CyRide,Full Reporter,Full Reporter,DR,DO,,,,,,,,"6,307",,,,,,,
70041,7041,Ames Transit Agency dba CyRide,Full Reporter,Full Reporter,MB,DO,"361,724",,,,0,,,"20,743",,,,,,,
70041,7041,Ames Transit Agency dba CyRide,Full Reporter,Full Reporter,MB,PT,0,,,,127,,,,,,,,,,
70045,7045,Johnson County SEATS,Full Reporter,Full Reporter,DR,DO,0,,,,"32,793",,,,"43,973",,,,,,
70048,7048,City of Lawrence,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"90,712",,,,,,
70048,7048,City of Lawrence,Full Reporter,Full Reporter,MB,PT,"300,017",,,,0,,,,"53,179",,,,,,
70049,7049,River Bend Transit,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"137,625",,,,,,
70049,7049,River Bend Transit,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"35,083",,,,,,
70049,7049,River Bend Transit,Full Reporter,Full Reporter,MB,PT,,,,,,,,,"4,680",,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Full Reporter,CB,DO,0,,,,"256,908",,,,,,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Full Reporter,CR,DO,0,,,,"2,520,001",,,,,,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"190,958",,,,"31,008",,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Full Reporter,DR,PT,0,,,,"61,691",,,,"97,300",,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Full Reporter,LR,DO,,,,,,,"50,359,187",,,,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,"230,318",,"3,232,856",,,,"17,729",,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"5,484",,,,"27,507",,,,,,
80001,8001,Utah Transit Authority,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"407,721",,,,,,
80002,8002,Su Tran LLC dba: Sioux Area Metro,Full Reporter,Full Reporter,DR,DO,0,,,,"80,401",,,,,,,,,,
80002,8002,Su Tran LLC dba: Sioux Area Metro,Full Reporter,Full Reporter,MB,DO,0,,,,"150,051",,,,,,,,,,
80003,8003,"City of Fargo, DBA:  Metropolitan Area Transit",Full Reporter,Full Reporter,DR,PT,"1,956",,,,"8,210",,,,"27,682",,,,,,
80003,8003,"City of Fargo, DBA:  Metropolitan Area Transit",Full Reporter,Full Reporter,MB,PT,"41,179",,,,"175,557",,,,,,,,,,
80004,8004,Billings Metropolitan Transit,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"33,500",,,,,,
80004,8004,Billings Metropolitan Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"139,082",,,,,,,,,,
80005,8005,Mountain Metropolitan Transit,Full Reporter,Full Reporter,DR,PT,0,,,,"11,115",,,,"235,285",,,,,,
80005,8005,Mountain Metropolitan Transit,Full Reporter,Full Reporter,MB,PT,0,,,,"418,668",,,,"10,806",,,,,,
80005,8005,Mountain Metropolitan Transit,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"50,171",,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"1,635,667",,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter,Full Reporter,LR,DO,,,,,,,"64,263,802",,,,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter,Full Reporter,MB,DO,0,,"149,047",,"5,290,126",,,,,,,,,,
80006,8006,Denver Regional Transportation District,Full Reporter,Full Reporter,MB,PT,0,,,,"4,016,859",,,,,,,,,,
80007,8007,Pueblo Transit System,Full Reporter,Full Reporter,DR,PT,0,,,,"2,588",,,,"43,595",,,,,,
80007,8007,Pueblo Transit System,Full Reporter,Full Reporter,MB,DO,0,,,,"145,755",,,,,,,,,,
80008,8008,Cities Area Transit,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"16,611",,,,,,
80008,8008,Cities Area Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"48,812",,,,"21,576",,,,,,
80009,8009,Missoula Urban Transportation District,Full Reporter,Full Reporter,DR,DO,0,,,,"5,678",,,,"4,645",,,,,,
80009,8009,Missoula Urban Transportation District,Full Reporter,Full Reporter,MB,DO,0,,,,"143,728",,,,,,,,,,
80011,8011,Transfort ,Full Reporter,Full Reporter,MB,DO,"82,085",,"235,474",,0,,,,,,,,,,
80011,8011,Transfort ,Full Reporter,Full Reporter,MB,PT,0,,,,"2,116",,,,"3,035",,,,,,
80011,8011,Transfort ,Full Reporter,Full Reporter,RB,DO,,,"120,245",,,,,,,,,,,,
80012,8012,Great Falls Transit District,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"11,741",,,,,,
80012,8012,Great Falls Transit District,Full Reporter,Full Reporter,MB,DO,0,,,,"96,977",,,,,,,,,,
80016,8016,Mesa County,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"22,385",,,,,,
80016,8016,Mesa County,Full Reporter,Full Reporter,MB,PT,0,,"63,205",,"51,996",,,,"35,072",,,,,,
80025,8025,City of Loveland Transit,Full Reporter,Full Reporter,DR,DO,0,,,,529,,,,"7,723",,,,,,
80025,8025,City of Loveland Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"21,695",,,,"10,380",,,,,,
80028,8028,Cache Valley Transit District,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"22,556",,,,,,
80028,8028,Cache Valley Transit District,Full Reporter,Full Reporter,MB,DO,0,,,,"178,251",,,,,,,,,,
80106,8106,North Front Range Metropolitan Planning Organization,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"81,338",,,,,,
80107,8107,The University of Montana - ASUM Transportation,Full Reporter,Full Reporter,MB,DO,0,,,,"28,794",,,,,,,,,,
80109,8109,"vRide, Inc. - Denver",Full Reporter,Full Reporter,VP,DO,,,,,,,,,"103,759",,,,,,
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter,Full Reporter,CB,PT,"25,412",,,,0,,,,,,,,,,
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter,Full Reporter,DR,PT,,,"214,879",,,,,,,,,,,,
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter,Full Reporter,MB,PT,"794,461",,,,0,"171,860",,,,,,,,,
90001,9001,Regional Transportation Commission of Washoe County,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"73,506",,,,,,
90002,9002,City and County of Honolulu Department of Transportation Services,Full Reporter,Full Reporter,DR,PT,0,,,,"220,789",,,,"807,937",,,,,,
90002,9002,City and County of Honolulu Department of Transportation Services,Full Reporter,Full Reporter,MB,PT,0,,,,"5,498,722",,,,,,,,,,
90003,9003,San Francisco Bay Area Rapid Transit District,Full Reporter,Full Reporter,HR,DO,,,,,,,"282,136,509",,,,,,,,
90003,9003,San Francisco Bay Area Rapid Transit District,Full Reporter,Full Reporter,MG,PT,,,,,,,"5,464,000",,,,,,,,
90004,9004,Golden Empire Transit District,Full Reporter,Full Reporter,DR,DO,,,"104,106",,,,,,,,,,,,
90004,9004,Golden Empire Transit District,Full Reporter,Full Reporter,MB,DO,,,"1,558,016",,,,,,,,,,,,
90006,9006,Santa Cruz Metropolitan Transit District,Full Reporter,Full Reporter,CB,DO,,,"192,567",,,,,,,,,,,,
90006,9006,Santa Cruz Metropolitan Transit District,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"98,514",,,,,,
90006,9006,Santa Cruz Metropolitan Transit District,Full Reporter,Full Reporter,MB,DO,0,,"620,332",,"141,772",,,,"1,855",,,,,,
90007,9007,Modesto Area Express,Full Reporter,Full Reporter,DR,PT,0,,,,"30,738",,,,"40,549",,,,,,
90007,9007,Modesto Area Express,Full Reporter,Full Reporter,MB,PT,0,,,,"517,016",,,,,,,,,,
90008,9008,Santa Monica's Big Blue Bus,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"12,355",,,,,,
90008,9008,Santa Monica's Big Blue Bus,Full Reporter,Full Reporter,MB,DO,,,"1,245,915",,,,,,"99,344",,,"1,543,061",,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,DR,PT,0,,,,"200,040",,,,"34,790",,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,DO,0,,,,"1,573,570",,,,0,,,,,,
90009,9009,San Mateo County Transit District,Full Reporter,Full Reporter,MB,PT,"6,918",,"16,172",,"674,430",,,,"54,615",,,,,,
90010,9010,Torrance Transit System,Full Reporter,Full Reporter,MB,DO,0,,"317,212",,"233,784",,,,"80,430",,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,CB,PT,0,,,,"160,194",,,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"7,483",,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,DO,0,,,,"311,474","91,512",,,,,,,,,
90012,9012,San Joaquin Regional Transit District,Full Reporter,Full Reporter,MB,PT,0,,,,"160,194",,,,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"333,462",,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,LR,DO,,,,,,,"25,373,388",,,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"124,242",,,,0,,,,,,
90013,9013,Santa Clara Valley Transportation Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"6,297",,,,,,,,"82,297",,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,CB,DO,0,,,,"594,101",,,,,,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,DR,PT,0,,,,"168,411",,,,"835,216",,,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,MB,DO,0,,,,"4,714,131",,,,"2,571","46,900",,,,,
90014,9014,Alameda-Contra Costa Transit District,Full Reporter,Full Reporter,MB,PT,0,,,,"110,345",,,,,,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Full Reporter,CC,DO,,,,,,,"4,068,073",,,,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Full Reporter,DR,PT,"82,837",,,,0,,,,"342,317",,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Full Reporter,LR,DO,,,,,,,"55,290,754",,,,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Full Reporter,MB,DO,0,,,,"5,678,150",,,,,,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Full Reporter,SR,DO,,,,,,,"6,403,906",,,,,,,,
90015,9015,San Francisco Municipal Railway,Full Reporter,Full Reporter,TB,DO,,,,,,,"32,027,402",,,,,,,,
90016,9016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Full Reporter,DR,PT,,,,,,,,,"68,971",,,,,,
90016,9016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Full Reporter,FB,DO,0,,,,"1,901,662",,,,,,,,,,
90016,9016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Full Reporter,MB,DO,0,,,,"1,289,801",,,,,,,,,,
90017,9017,City of Santa Rosa,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"41,808",,,,,,
90017,9017,City of Santa Rosa,Full Reporter,Full Reporter,MB,DO,0,,,,"222,434",,,,,,,,,,
90017,9017,City of Santa Rosa,Full Reporter,Full Reporter,MB,PT,,,,,,,,,"3,210",,,,,,
90019,9019,Sacramento Regional Transit District,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"7,122",,,,,,
90019,9019,Sacramento Regional Transit District,Full Reporter,Full Reporter,LR,DO,,,,,,,"31,341,200",,,,,,,,
90019,9019,Sacramento Regional Transit District,Full Reporter,Full Reporter,MB,DO,0,,"2,441,101",,"6,913",,,,"48,177",,,,,,
90020,9020,Santa Barbara Metropolitan Transit District,Full Reporter,Full Reporter,CB,DO,0,,,,"21,405",,,,,,,,,,
90020,9020,Santa Barbara Metropolitan Transit District,Full Reporter,Full Reporter,MB,DO,0,,,,"583,042","368,277",,,,,,,,,
90022,9022,Norwalk Transit System,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"16,491",,,,,,
90022,9022,Norwalk Transit System,Full Reporter,Full Reporter,MB,DO,0,,"172,065",,"37,059",,,,"70,338",,,,,,
90023,9023,Long Beach Transit,Full Reporter,Full Reporter,MB,DO,0,,"653,615",,"790,192",,,,"936,696",,,,,,
90024,9024,City of La Mirada Transit,Full Reporter,Full Reporter,DR,PT,,,"17,484",,,,,,"6,289",,,,,,
90026,9026,San Diego Metropolitan Transit System,Full Reporter,Full Reporter,CB,PT,0,,,,"209,713",,,,,,,,,,
90026,9026,San Diego Metropolitan Transit System,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"853,584",,,,,,
90026,9026,San Diego Metropolitan Transit System,Full Reporter,Full Reporter,LR,DO,,,,,,,"49,908,585",,,,,,,,
90026,9026,San Diego Metropolitan Transit System,Full Reporter,Full Reporter,MB,DO,0,,"4,453,043",,"158,631",,,,"178,321",,,,,,
90026,9026,San Diego Metropolitan Transit System,Full Reporter,Full Reporter,MB,PT,0,,"3,773,164",,"510,457",,,,"298,630",,,,,,
90027,9027,Fresno Area Express,Full Reporter,Full Reporter,DR,PT,,,"46,111",,,,,,"215,256",,,,,,
90027,9027,Fresno Area Express,Full Reporter,Full Reporter,MB,DO,0,,"1,143,990",,"136,865",,,,"3,044",,,,,,
90029,9029,Omnitrans,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"515,947",,,,,,
90029,9029,Omnitrans,Full Reporter,Full Reporter,MB,DO,,,"2,837,822",,,,,,0,,,,,,
90029,9029,Omnitrans,Full Reporter,Full Reporter,MB,PT,,,,,,,,,"120,831",,,,,,
90030,9030,North County Transit District,Full Reporter,Full Reporter,CR,PT,0,,,,"821,997",,,,,,,,,,
90030,9030,North County Transit District,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"287,322",,,,,,
90030,9030,North County Transit District,Full Reporter,Full Reporter,MB,PT,0,,"1,371,690",,"197,857",,,,"118,098",,,,,,
90030,9030,North County Transit District,Full Reporter,Full Reporter,YR,PT,0,,,,"404,857",,,,,,,,,,
90031,9031,Riverside Transit Agency,Full Reporter,Full Reporter,CB,DO,,,"195,255",,,,,,,,,,,,
90031,9031,Riverside Transit Agency,Full Reporter,Full Reporter,CB,PT,,,"66,142",,,,,,"116,174",,,,,,
90031,9031,Riverside Transit Agency,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"556,167",,,,,,
90031,9031,Riverside Transit Agency,Full Reporter,Full Reporter,MB,DO,,,"1,560,275",,,,,,,,,,,,
90031,9031,Riverside Transit Agency,Full Reporter,Full Reporter,MB,PT,,,"183,325",,,,,,"443,262",,,,,,
90032,9032,City of Phoenix Public Transit Department dba Valley Metro,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"656,758",,,,,,
90032,9032,City of Phoenix Public Transit Department dba Valley Metro,Full Reporter,Full Reporter,MB,PT,0,,"1,906,868",,"2,262,146",,,,"102,825",,,"3,478,793",,,
90033,9033,City of Tucson,Full Reporter,Full Reporter,DR,DO,"152,941",,,,0,,,,"450,804",,,,,,
90033,9033,City of Tucson,Full Reporter,Full Reporter,MB,DO,"2,226,436",,"433,237",,0,,,,,,,,,,
90033,9033,City of Tucson,Full Reporter,Full Reporter,SR,DO,,,,,,,"1,820,000",,,,,,,,
90034,9034,City of Glendale Transit,Full Reporter,Full Reporter,DR,DO,"19,936",,,,0,,,,"19,509",,,,,"6,874",Propane
90034,9034,City of Glendale Transit,Full Reporter,Full Reporter,MB,DO,"9,522",,,,0,,,,"8,453",,,,,"1,831",Propane
90035,9035,Gold Coast Transit,Full Reporter,Full Reporter,DR,PT,,,"119,736",,,,,,,,,,,,
90035,9035,Gold Coast Transit,Full Reporter,Full Reporter,MB,DO,,,"888,330",,,,,,,,,,,,
90036,9036,Orange County Transportation Authority,Full Reporter,Full Reporter,CB,DO,,,"78,806",,,,,,,,,,,,
90036,9036,Orange County Transportation Authority,Full Reporter,Full Reporter,CB,PT,,,"223,085",,,,,,,,,,,,
90036,9036,Orange County Transportation Authority,Full Reporter,Full Reporter,DR,PT,0,,"39,790",,"49,169",,,,"1,301,998",,,,,,
90036,9036,Orange County Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,"2,692,566",,"388,098",,,,,,,"4,236,413",,,
90036,9036,Orange County Transportation Authority,Full Reporter,Full Reporter,MB,PT,,,"2,015,790",,,,,,,,,"923,538",,,
90036,9036,Orange County Transportation Authority,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"459,955",,,,,,
90039,9039,Culver City Municipal Bus Lines,Full Reporter,Full Reporter,DR,DO,,,"6,122",,,,,,,,,,,,
90039,9039,Culver City Municipal Bus Lines,Full Reporter,Full Reporter,MB,DO,,,"621,760",,,,,,,,,,,,
90041,9041,Montebello Bus Lines,Full Reporter,Full Reporter,MB,DO,0,,"231,249",,"43,229",,,,"492,917",,,,,,
90041,9041,Montebello Bus Lines,Full Reporter,Full Reporter,MB,PT,,,,,,,,,"12,002",,,,,,
90042,9042,City of Gardena Transportation Department,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"12,268",,,,,,
90042,9042,City of Gardena Transportation Department,Full Reporter,Full Reporter,MB,DO,0,,,,"3,301",,,,"508,345",,,,,,
90043,9043,City of Commerce Municipal Buslines,Full Reporter,Full Reporter,DR,DO,,,"8,002",,,,,,,,,,,,
90043,9043,City of Commerce Municipal Buslines,Full Reporter,Full Reporter,MB,DO,,,"115,550",,,,,,,,,,,,
90044,9044,City of Arcadia Transit,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"49,013",,,,,,
