AgencyID,Agency,SSW,Mode,TOS,Battery Charging,Propulsion power,Diesel fuel,Bio-diesel,Gasoline,Liquefied petroleum gas,Liquefied natural gas,Methanol,Ethanol,Compressed natural gas,Bunker fuel,Kerosene,Hydrogen,Other Fuel,Other Description
9175,City of Lodi - Transit Division,N,DR,PT,,,,,,,,,,"24,557",,,,,
9175,City of Lodi - Transit Division,N,MB,PT,,,,,,,,,,"47,884",,,,,
9182,Altamont Corridor Express,N,CR,PT,,,"472,465",,,,,,,,,,,,
9193,Chula Vista Transit,N,MB,PT,,,,,,,,,,"462,163",,,,,
9196,Placer County Department of Public Works,N,CB,DO,,,501,,,,,,,,,,,,
9196,Placer County Department of Public Works,N,CB,PT,,,"23,836",,,,,,,,,,,,
9196,Placer County Department of Public Works,N,DR,PT,,,,,"19,484",,,,,,,,,,
9196,Placer County Department of Public Works,N,MB,DO,,,"11,413",,"8,853",,,,,"197,033",,,,,
9196,Placer County Department of Public Works,N,MB,PT,,,,,"9,413",,,,,,,,,,
9196,Placer County Department of Public Works,N,VP,PT,,,,,"15,664",,,,,,,,,,
9200,Kings County Area Public Transit Agency,N,DR,PT,,,,,"33,258",,,,,,,,,,
9200,Kings County Area Public Transit Agency,N,MB,PT,,,663,,,,,,,"163,204",,,,,
9201,City of Turlock,N,DR,PT,,,,,"3,268",,,,,"2,809",,,,,
9201,City of Turlock,N,MB,PT,,,,,"5,356",,,,,"35,567",,,,,
9205,City of Elk Grove,N,CB,PT,,,,,,,,,,"214,615",,,,,
9205,City of Elk Grove,N,DR,PT,,,287,,"29,458",,,,,,,,,,
9205,City of Elk Grove,N,MB,PT,,,,,,,,,,"87,690",,,,,
9206,San Luis Obispo Regional Transit Authority,N,CB,DO,,,"11,704",,,,,,,,,,,,
9206,San Luis Obispo Regional Transit Authority,N,DR,DO,,,,,"81,104",,,,,,,,,,
9206,San Luis Obispo Regional Transit Authority,N,MB,DO,,,"263,115",,"9,993",,,,,,,,,,
9208,Butte County Association of Governments,N,DR,PT,,,,,"95,206",,,,,"16,581",,,,,
9208,Butte County Association of Governments,N,MB,PT,,,"181,844",,,,,,,"138,493",,,,,
9209,"Valley Metro Rail, Inc.",N,LR,PT,,"17,672,100",,,,,,,,,,,,,
9211,Anaheim Transportation Network,N,MB,PT,"49,742",,,,,"193,946","472,515",,,"62,960",,,,,
9213,City of Petaluma,N,DR,PT,,,,,"13,345",,,,,,,,,,
9213,City of Petaluma,N,MB,PT,,,"39,467",,112,,,,,,,,,,
9214,City of Redondo Beach - Beach Cities Transit,N,DR,PT,,,,,,,,,,"16,650",,,,,
9214,City of Redondo Beach - Beach Cities Transit,N,MB,PT,,,,,,,,,,"119,622",,,,,
9219,Northern Arizona Intergovernmental Public Transportation Authority,N,DR,DO,,,,,"16,713",,,,,,,,,,
9219,Northern Arizona Intergovernmental Public Transportation Authority,N,MB,DO,,,"155,612",,,,,,,,,,,,
9223,"Paratransit, Inc.",N,DR,DO,,,,,"500,515",,,,,,,,,,
9224,"Paratransit, Inc. CTSA",N,DR,DO,,,,,"147,492",,,,,,,,,,
9225,San Francisco Bay Area Water Emergency Transportation Authority,N,FB,PT,,,"2,026,809",,,,,,,,,,,,
9226,Imperial County Transportation Commission,N,DR,PT,,,"29,940",,"2,553",,,,,,,,,,
9226,Imperial County Transportation Commission,N,MB,PT,,,"113,836",,"28,432",,,,,,,,,,
9228,"vRide, Inc. - Tucson",N,VP,DO,,,,,"30,465",,,,,,,,,,
9230,California Vanpool Authority,N,VP,DO,,,,,"769,867",,,,,,,,,,
9232,Solano County Transit,N,CB,PT,,,"236,740",,,,,,,,,,,,
9232,Solano County Transit,N,DR,PT,,,,,"44,283",,,,,,,,,,
9232,Solano County Transit,N,MB,PT,,,"116,810",,,,,,,,,,,,
9233,Yuma County Intergovernmental Public Transportation Authority,N,DR,PT,,,0,,"27,131",,,,,,,,,,
9233,Yuma County Intergovernmental Public Transportation Authority,N,MB,PT,,,"112,929",,0,,,,,,,,,,
9241,County of Maui - Dept. of Transportation,N,CB,PT,0,,"74,821",0,0,0,0,0,0,0,0,0,0,0,
9241,County of Maui - Dept. of Transportation,N,DR,PT,0,,"266,376",0,"50,360",0,0,0,0,0,0,0,0,0,
9241,County of Maui - Dept. of Transportation,N,MB,PT,0,,"255,168",0,"11,349",0,0,0,0,0,0,0,0,0,
9242,Las Vegas Monorail Company,N,MG,PT,,"8,089,281",,,,,,,,,,,,,
9244,City of Tulare,N,DR,PT,0,,0,0,"5,434",0,0,0,0,"9,726",0,0,0,0,
9244,City of Tulare,N,MB,PT,0,,0,0,0,0,"57,446",0,0,"48,235",0,0,0,0,
